Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-C8-A9FZ-01	1	3	14	0	8	3	0	0
TCGA-D8-A13Y-01	11	8	7	17	11	11	12	5
TCGA-D8-A13Z-01	2	14	24	7	44	0	0	12
TCGA-D8-A140-01	24	2	24	19	0	14	18	33
TCGA-D8-A141-01	0	0	6	2	1	0	10	2
TCGA-D8-A142-01	0	13	38	25	42	4	44	0
TCGA-D8-A143-01	3	2	15	0	23	0	13	5
TCGA-D8-A145-01	1	3	16	0	7	7	13	0
TCGA-D8-A146-01	4	0	10	15	1	10	0	1
TCGA-D8-A147-01	13	44	0	33	84	13	10	3
TCGA-D8-A1J8-01	258	261	92	154	0	147	0	49
TCGA-D8-A1J9-01	106	102	0	56	0	0	0	14
TCGA-D8-A1JB-01	5	4	4	0	14	5	19	12
TCGA-D8-A1JC-01	30	31	7	38	5	0	11	0
TCGA-D8-A1JD-01	11	15	6	2	37	10	27	14
TCGA-D8-A1JE-01	2	1	10	0	0	5	8	14
TCGA-D8-A1JF-01	4	3	12	0	5	8	17	0
TCGA-D8-A1JG-01	2	6	22	49	0	0	0	90
TCGA-D8-A1JH-01	2	0	3	0	1	4	14	0
TCGA-D8-A1JI-01	0	0	0	13	0	7	19	3
TCGA-D8-A1JJ-01	31	17	14	11	1	7	17	0
TCGA-D8-A1JK-01	19	9	4	14	26	40	39	98
TCGA-D8-A1JL-01	1	10	0	16	36	19	41	4
TCGA-D8-A1JM-01	1	1	10	11	4	0	15	11
TCGA-D8-A1JN-01	85	45	8	62	0	0	0	8
TCGA-D8-A1JP-01	2	10	0	14	45	16	17	31
TCGA-D8-A1JS-01	2	0	6	5	0	4	0	12
TCGA-D8-A1JT-01	0	0	10	0	5	0	26	0
TCGA-D8-A1JU-01	1	0	5	0	0	4	10	0
TCGA-D8-A1X5-01	4	5	17	0	0	9	0	31
TCGA-D8-A1X6-01	4	0	18	0	10	2	0	8
TCGA-D8-A1X7-01	0	1	3	14	2	0	9	3
TCGA-D8-A1X9-01	1	8	1	0	0	17	19	56
TCGA-D8-A1XA-01	0	0	7	8	2	5	0	6
TCGA-D8-A1XB-01	8	2	18	4	1	8	4	5
TCGA-D8-A1XC-01	1	0	12	4	3	4	0	10
TCGA-D8-A1XF-01	0	2	19	21	5	2	0	2
TCGA-D8-A1XG-01	1	0	0	4	3	10	9	0
TCGA-D8-A1XK-01	6	11	51	0	2	1075	155	0
TCGA-D8-A1XL-01	5	6	10	3	36	18	5	27
TCGA-D8-A1XM-01	14	5	10	31	0	0	0	4
TCGA-D8-A1XO-01	6	5	5	0	0	0	12	1
TCGA-D8-A1XQ-01	20	29	197	33	120	468	147	17
TCGA-D8-A1XR-01	3	0	10	2	1	13	0	3
TCGA-D8-A1XS-01	4	1	7	12	2	0	0	0
TCGA-D8-A1XT-01	3	2	14	9	10	2	0	5
TCGA-D8-A1XU-01	12	2	5	0	6	1	9	0
TCGA-D8-A1XV-01	1	4	12	0	0	1	18	0
TCGA-D8-A1XW-01	8	10	9	2	50	10	33	0
TCGA-D8-A1XY-01	8	1	28	4	2	3	1	12
TCGA-D8-A1XZ-01	0	10	40	18	16	1	11	0
TCGA-D8-A1Y0-01	4	10	4	6	10	8	22	17
TCGA-D8-A1Y1-01	22	2	166	0	0	28	15	0
TCGA-D8-A1Y2-01	9	3	9	0	0	1	0	0
TCGA-D8-A1Y3-01	3	0	33	0	13	2	16	0
TCGA-D8-A27E-01	0	0	1	5	5	0	0	0
TCGA-D8-A27F-01	2	11	0	0	15	5	24	13
TCGA-D8-A27G-01	554	509	0	90	0	0	0	23
TCGA-D8-A27H-01	13	48	10	0	76	11	2	0
TCGA-D8-A27I-01	5	4	8	0	2	1	16	0
TCGA-D8-A27K-01	0	2	8	0	0	1	10	0
TCGA-D8-A27L-01	14	5	6	26	1	0	1	0
TCGA-D8-A27M-01	2	11	8	9	28	3	0	29
TCGA-D8-A27N-01	2	1	23	10	4	5	0	15
TCGA-D8-A27P-01	2	0	10	1	4	7	5	1
TCGA-D8-A27R-01	1	3	3	8	9	0	11	0
TCGA-D8-A27T-01	5	0	17	0	4	4	0	1
TCGA-D8-A27V-01	66	85	0	73	0	1	0	10
TCGA-D8-A27W-01	3	2	32	4	0	4	3	7
TCGA-D8-A3Z6-01	6	2	9	0	0	7	10	3
TCGA-D8-A4Z1-01	26	7	4	5	1	0	0	3
TCGA-D8-A73U-01	112	40	11	18	10	8	3	5
TCGA-D8-A73W-01	3	2	26	0	9	6	3	3
TCGA-D8-A73X-01	8	0	15	0	0	8	21	0
TCGA-E2-A105-01	8	2	19	1	10	8	7	12
TCGA-E2-A107-01	7	0	10	3	0	5	7	4
TCGA-E2-A108-01	59	75	5	0	16	11	14	6
TCGA-E2-A109-01	1	0	19	11	10	10	0	33
TCGA-E2-A10A-01	6	3	5	0	3	3	0	8
TCGA-E2-A10B-01	18	13	7	9	3	11	11	1
TCGA-E2-A10C-01	260	196	0	63	0	0	0	0
TCGA-E2-A10F-01	4	1	13	3	0	2	0	7
TCGA-E2-A14N-01	9	15	6	7	43	4	25	0
TCGA-E2-A14O-01	0	0	14	15	0	0	0	7
TCGA-E2-A14P-01	19	7	24	25	0	9	0	28
TCGA-E2-A14Q-01	5	2	13	0	0	2	8	10
TCGA-E2-A14R-01	0	16	4	18	41	17	26	21
TCGA-E2-A14T-01	5	5	12	3	0	6	12	0
TCGA-E2-A14V-01	22	35	22	26	9	5	22	0
TCGA-E2-A14W-01	0	11	2	24	45	6	13	1
TCGA-E2-A14X-01	6	2	21	4	3	1	0	0
TCGA-E2-A14Y-01	16	14	8	0	6	3	3	0
TCGA-E2-A14Z-01	22	7	8	19	19	0	6	14
TCGA-E2-A150-01	5	4	22	0	15	11	0	34
TCGA-E2-A152-01	45	54	0	72	0	0	0	0
TCGA-E2-A153-01	8	0	14	0	2	1	1	0
TCGA-E2-A154-01	0	1	20	12	2	0	0	23
TCGA-E2-A155-01	13	5	19	0	2	8	13	21
TCGA-E2-A156-01	4	1	3	2	0	2	13	0
TCGA-E2-A158-01	0	6	7	5	45	6	28	0
TCGA-E2-A159-01	61	76	8	24	16	2	14	0
TCGA-E2-A15A-01	3	2	14	0	0	3	0	40
TCGA-E2-A15C-01	2	1	19	2	2	4	16	4
TCGA-E2-A15D-01	0	1	15	1	0	8	0	9
TCGA-E2-A15E-01	1	6	12	0	4	9	5	3
TCGA-E2-A15F-01	0	1	10	4	4	1	8	0
TCGA-E2-A15G-01	9	0	11	7	7	5	34	0
TCGA-E2-A15H-01	0	0	14	6	1	4	6	2
TCGA-E2-A15I-01	6	0	18	0	0	0	3	16
TCGA-E2-A15J-01	1	0	7	0	4	3	0	7
TCGA-E2-A15K-01	0	2	15	11	0	3	5	17
TCGA-E2-A15L-01	0	4	13	5	1	4	7	0
TCGA-E2-A15M-01	19	15	28	1	10	7	3	25
TCGA-E2-A15O-01	2	0	7	3	0	0	22	0
TCGA-E2-A15P-01	2	0	10	0	0	6	6	4
TCGA-E2-A15R-01	3	0	19	17	5	0	0	3
TCGA-E2-A15S-01	8	4	4	0	15	11	26	0
TCGA-E2-A15T-01	1	2	10	2	0	0	25	0
TCGA-E2-A1AZ-01	5	17	2	35	12	8	0	0
TCGA-E2-A1B0-01	4	4	13	19	0	14	6	0
TCGA-E2-A1B1-01	16	17	9	18	4	0	0	2
TCGA-E2-A1B4-01	5	0	2	16	3	4	9	3
TCGA-E2-A1B5-01	15	8	11	2	0	2	8	0
TCGA-E2-A1B6-01	1	3	12	0	33	3	4	0
TCGA-E2-A1BC-01	0	3	9	0	3	4	8	14
TCGA-E2-A1BD-01	0	1	20	3	0	0	4	15
TCGA-E2-A1IE-01	0	0	6	1	5	1	17	0
TCGA-E2-A1IF-01	0	0	4	1	0	6	10	3
TCGA-E2-A1IG-01	6	0	8	26	3	0	14	0
TCGA-E2-A1IH-01	16	19	7	4	0	12	18	9
TCGA-E2-A1II-01	0	2	11	0	18	3	0	0
TCGA-E2-A1IJ-01	0	0	7	0	0	0	3	8
TCGA-E2-A1IK-01	0	1	2	11	1	2	0	0
TCGA-E2-A1IL-01	0	0	7	9	7	2	0	6
TCGA-E2-A1IN-01	91	100	15	0	20	12	10	0
TCGA-E2-A1IO-01	2	0	9	2	0	0	3	0
TCGA-E2-A1IU-01	4	0	3	15	9	0	0	0
TCGA-E2-A1L6-01	1	0	2	15	4	6	0	0
TCGA-E2-A1L7-01	2	4	3	0	8	7	33	24
TCGA-E2-A1L8-01	4	3	5	0	1	5	20	0
TCGA-E2-A1L9-01	3	0	8	2	11	4	0	0
TCGA-E2-A1LA-01	2	8	9	4	55	19	10	0
TCGA-E2-A1LB-01	10	11	2	21	2	4	0	5
TCGA-E2-A1LG-01	40	107	0	72	0	0	0	0
TCGA-E2-A1LH-01	15	47	13	11	85	20	0	40
TCGA-E2-A1LI-01	5	7	2	3	18	2	0	0
TCGA-E2-A1LK-01	0	4	36	11	0	3	0	0
TCGA-E2-A1LL-01	0	7	11	0	15	6	17	5
TCGA-E2-A2P6-01	87	37	20	35	0	7	0	0
TCGA-E2-A56Z-01	1	0	13	12	7	11	16	0
TCGA-E2-A570-01	0	1	10	5	7	0	6	1
TCGA-E2-A572-01	1	2	9	0	0	2	15	0
TCGA-E2-A573-01	2	4	14	6	21	11	0	14
TCGA-E2-A574-01	29	29	21	48	26	3	0	0
TCGA-E2-A576-01	0	1	23	13	5	0	25	3
TCGA-E2-A9RU-01	8	9	35	32	0	8	0	15
TCGA-E9-A1N3-01	1	2	3	0	0	4	9	12
TCGA-E9-A1N4-01	3	6	5	16	0	1	3	0
TCGA-E9-A1N5-01	9	6	2	0	4	10	8	0
TCGA-E9-A1N8-01	2	8	0	11	1	9	0	5
TCGA-E9-A1N9-01	8	1	18	0	23	6	0	10
TCGA-E9-A1NA-01	5	14	8	25	21	3	0	41
TCGA-E9-A1NE-01	4	3	6	0	32	4	0	13
TCGA-E9-A1NF-01	19	3	5	9	0	0	25	0
TCGA-E9-A1NG-01	1	0	4	0	0	0	16	0
TCGA-E9-A1NH-01	2	1	7	0	0	5	22	0
TCGA-E9-A1QZ-01	0	0	4	0	0	3	5	11
TCGA-E9-A1R0-01	3	4	14	14	0	0	0	0
TCGA-E9-A1R2-01	2	15	4	0	15	12	18	0
TCGA-E9-A1R3-01	4	0	7	2	7	5	0	0
TCGA-E9-A1R4-01	49	34	7	29	1	6	0	27
TCGA-E9-A1R5-01	3	2	12	8	2	3	21	0
TCGA-E9-A1R6-01	0	0	12	15	7	2	0	0
TCGA-E9-A1R7-01	9	3	8	0	7	4	19	13
TCGA-E9-A1RA-01	6	0	5	0	1	0	6	7
TCGA-E9-A1RB-01	0	0	10	0	7	11	0	10
TCGA-E9-A1RC-01	0	1	19	12	12	10	0	1
TCGA-E9-A1RD-01	6	1	7	0	7	1	0	1
TCGA-E9-A1RE-01	2	1	25	10	5	9	14	0
TCGA-E9-A1RF-01	4	17	26	13	57	4	14	35
TCGA-E9-A1RG-01	4	5	4	3	5	4	16	0
TCGA-E9-A1RH-01	7	9	19	13	20	8	13	22
TCGA-E9-A1RI-01	5	0	7	0	0	1	0	16
TCGA-E9-A226-01	15	24	7	32	0	1	0	0
TCGA-E9-A227-01	1	2	1	8	7	0	0	0
TCGA-E9-A228-01	8	6	24	0	6	1	0	7
TCGA-E9-A229-01	2	6	11	0	4	2	0	5
TCGA-E9-A22A-01	5	5	6	3	12	0	2	3
TCGA-E9-A22B-01	10	4	20	11	8	2	16	5
TCGA-E9-A22D-01	1	2	18	17	2	0	0	0
TCGA-E9-A22E-01	11	25	10	10	47	5	18	18
TCGA-E9-A22G-01	1	8	3	4	34	32	0	35
TCGA-E9-A22H-01	2	0	14	3	5	2	0	0
TCGA-E9-A243-01	5	12	5	12	32	16	1	6
TCGA-E9-A244-01	3	4	24	0	33	13	11	33
TCGA-E9-A245-01	0	0	0	5	0	1	0	17
TCGA-E9-A247-01	0	1	30	1	9	6	0	0
TCGA-E9-A248-01	5	1	14	0	0	4	0	4
TCGA-E9-A249-01	2	0	13	0	2	4	0	4
TCGA-E9-A24A-01	0	0	6	2	0	0	0	14
TCGA-E9-A295-01	2	3	34	2	0	0	0	68
TCGA-E9-A2JS-01	4	0	41	6	0	1	0	37
TCGA-E9-A2JT-01	13	14	0	0	1	0	0	0
TCGA-E9-A3HO-01	3	6	0	3	25	6	29	0
TCGA-E9-A3QA-01	9	15	1	0	20	0	17	0
TCGA-E9-A3X8-01	2	5	6	4	8	0	12	0
TCGA-E9-A54Y-01	16	2	17	7	0	3	0	13
TCGA-E9-A5FK-01	2	1	8	2	0	2	14	10
TCGA-E9-A5FL-01	7	19	11	10	35	18	14	19
TCGA-E9-A5UO-01	0	1	11	1	5	2	18	0
TCGA-E9-A6HE-01	0	0	9	8	1	3	0	1
TCGA-EW-A1IW-01	49	26	20	0	21	1	6	4
TCGA-EW-A1IX-01	13	14	0	2	4	3	0	6
TCGA-EW-A1IY-01	10	1	0	25	0	2	0	0
TCGA-EW-A1IZ-01	5	0	188	55	8	179	0	0
TCGA-EW-A1J1-01	0	0	9	4	6	0	0	4
TCGA-EW-A1J3-01	2	0	4	5	9	4	2	4
TCGA-EW-A1J5-01	286	210	1	36	7	0	0	0
TCGA-EW-A1J6-01	2	0	9	0	8	0	24	1
TCGA-EW-A1OV-01	74	36	11	0	10	0	9	0
TCGA-EW-A1OX-01	2	4	4	3	6	2	0	0
TCGA-EW-A1OZ-01	8	4	28	5	15	5	0	11
TCGA-EW-A1P0-01	0	1	0	2	0	5	17	3
TCGA-EW-A1P1-01	0	0	0	0	0	0	3	0
TCGA-EW-A1P3-01	3	0	5	2	0	0	18	0
TCGA-EW-A1P4-01	0	10	6	3	11	8	39	0
TCGA-EW-A1P5-01	0	2	12	0	0	2	0	4
TCGA-EW-A1P6-01	1	0	4	3	0	0	18	0
TCGA-EW-A1P7-01	0	0	1	0	12	3	3	0
TCGA-EW-A1P8-01	0	0	6	11	17	5	0	0
TCGA-EW-A1PA-01	1	2	4	20	10	4	0	0
TCGA-EW-A1PB-01	26	57	4	16	44	1	0	34
TCGA-EW-A1PD-01	7	12	0	9	33	11	0	21
TCGA-EW-A1PE-01	8	0	9	0	9	6	0	6
TCGA-EW-A1PG-01	0	0	1	8	0	2	0	0
TCGA-EW-A1PH-01	2	4	18	16	15	6	0	1
TCGA-EW-A2FR-01	6	9	11	7	4	0	6	11
TCGA-EW-A2FS-01	1	1	13	0	0	10	4	16
TCGA-EW-A2FV-01	1	0	1	13	0	1	16	0
TCGA-EW-A2FW-01	3	0	16	0	0	0	0	7
TCGA-EW-A423-01	13	11	24	8	20	8	4	0
TCGA-EW-A6S9-01	4	1	11	1	4	3	0	7
TCGA-EW-A6SA-01	10	7	22	20	15	12	7	30
TCGA-EW-A6SB-01	0	5	15	24	17	16	4	0
TCGA-EW-A6SC-01	8	0	5	0	2	10	12	2
TCGA-EW-A6SD-01	20	15	12	0	0	11	0	10
TCGA-GI-A2C8-01	7	17	23	0	50	11	9	31
TCGA-GM-A2D9-01	310	216	0	108	0	1	0	10
TCGA-GM-A2DA-01	3	7	11	8	0	1	15	0
TCGA-GM-A2DB-01	4	8	17	11	10	3	43	32
TCGA-GM-A2DC-01	0	0	13	0	0	0	14	0
TCGA-GM-A2DD-01	3	4	10	5	20	13	13	0
TCGA-GM-A2DF-01	2	5	16	9	13	3	5	0
TCGA-GM-A2DH-01	33	73	10	12	37	6	15	46
TCGA-GM-A2DI-01	35	31	2	23	0	0	0	0
TCGA-GM-A2DK-01	4	0	6	9	0	9	6	3
TCGA-GM-A2DL-01	7	4	8	5	0	0	0	25
TCGA-GM-A2DM-01	5	0	0	6	1	6	4	5
TCGA-GM-A2DN-01	2	0	4	4	2	0	7	0
TCGA-GM-A2DO-01	81	74	0	65	0	0	0	0
TCGA-GM-A3NW-01	19	29	16	24	7	0	0	0
TCGA-GM-A3XL-01	8	35	6	13	48	13	21	0
TCGA-GM-A4E0-01	0	0	10	7	0	1	16	0
TCGA-GM-A5PV-01	8	1	3	7	11	4	13	0
TCGA-GM-A5PX-01	6	3	12	1	6	7	2	5
TCGA-HN-A2NL-01	3	8	11	0	17	8	22	22
TCGA-HN-A2OB-01	3	1	5	0	0	0	10	0
TCGA-JL-A3YX-01	17	6	14	0	1	5	0	6
TCGA-LD-A66U-01	2	0	14	0	0	10	6	12
TCGA-LD-A74U-01	167	97	16	71	1	0	0	0
TCGA-LD-A7W5-01	9	8	18	6	0	5	19	0
TCGA-LD-A7W6-01	2	1	13	5	1	4	10	10
TCGA-LD-A9QF-01	1	1	15	5	3	0	14	0
TCGA-LL-A440-01	1	0	2	0	0	0	3	0
TCGA-LL-A50Y-01	3	0	12	0	0	6	22	0
TCGA-LL-A5YL-01	24	9	14	41	1	0	4	0
TCGA-LL-A5YM-01	1	2	7	9	4	2	15	0
TCGA-LL-A5YN-01	0	0	10	11	11	4	7	0
TCGA-LL-A5YO-01	2	12	3	4	14	9	3	14
TCGA-LL-A5YP-01	7	7	1	10	26	8	13	33
TCGA-LL-A6FP-01	13	2	3	18	0	4	21	14
TCGA-LL-A6FQ-01	5	0	28	9	0	7	7	13
TCGA-LL-A6FR-01	1	2	14	11	13	8	14	0
TCGA-LL-A73Y-01	29	90	1	45	0	20	8	0
TCGA-LL-A73Z-01	3	1	12	1	5	2	24	0
TCGA-LL-A740-01	7	1	13	4	10	10	13	10
TCGA-LL-A7SZ-01	7	2	17	19	0	13	11	6
TCGA-LL-A7T0-01	9	5	31	10	6	8	0	8
TCGA-LL-A8F5-01	1	15	8	28	70	25	50	3
TCGA-LL-A9Q3-01	11	0	22	7	14	9	2	3
TCGA-OK-A5Q2-01	4	0	12	22	1	1	3	0
TCGA-OL-A5D6-01	6	2	9	11	0	0	29	0
TCGA-OL-A5D7-01	7	8	14	0	29	8	8	6
TCGA-OL-A5D8-01	3	2	15	0	10	5	1	3
TCGA-OL-A5DA-01	26	32	9	44	0	3	0	0
TCGA-OL-A5RU-01	1	1	17	6	3	2	11	5
TCGA-OL-A5RV-01	0	0	7	0	3	0	7	0
TCGA-OL-A5RW-01	32	80	0	30	66	25	20	0
TCGA-OL-A5RX-01	1	2	16	4	0	7	0	5
TCGA-OL-A5RY-01	1	2	5	0	2	3	0	0
TCGA-OL-A5RZ-01	13	9	47	9	31	6	0	37
TCGA-OL-A5S0-01	4	2	17	5	6	4	6	0
TCGA-OL-A66H-01	0	0	6	1	9	3	0	8
TCGA-OL-A66I-01	2	2	12	16	15	2	7	0
TCGA-OL-A66J-01	9	2	20	1	1	11	9	15
TCGA-OL-A66K-01	3	1	22	3	10	4	0	4
TCGA-OL-A66L-01	46	23	13	0	4	8	0	0
TCGA-OL-A66N-01	2	1	24	8	0	5	18	0
TCGA-OL-A66O-01	1	1	15	0	7	4	10	0
TCGA-OL-A66P-01	2	0	11	18	25	19	2	46
TCGA-OL-A6VO-01	2	1	16	0	7	2	0	10
TCGA-OL-A6VQ-01	34	18	15	0	0	7	1	7
TCGA-OL-A6VR-01	1	0	7	0	3	4	0	2
TCGA-OL-A97C-01	2	1	14	2	15	13	23	0
TCGA-PE-A5DC-01	12	9	18	11	44	15	25	20
TCGA-PE-A5DD-01	25	15	16	17	0	3	0	9
TCGA-PE-A5DE-01	322	184	0	183	0	0	0	0
TCGA-PL-A8LV-01	14	26	7	16	36	15	18	23
TCGA-PL-A8LX-01	2	0	13	0	10	11	13	0
TCGA-PL-A8LY-01	0	0	0	0	0	3	4	0
TCGA-PL-A8LZ-01	14	0	6	25	33	10	2	46
TCGA-S3-A6ZF-01	2	5	27	0	4	0	8	6
TCGA-S3-A6ZG-01	0	0	15	35	5	4	1	0
TCGA-S3-A6ZH-01	2	0	16	12	12	3	0	0
TCGA-S3-AA0Z-01	12	7	19	0	0	8	0	31
TCGA-S3-AA10-01	10	14	6	1	75	9	35	0
TCGA-S3-AA11-01	2	0	1	22	1	10	15	45
TCGA-S3-AA12-01	5	3	12	3	0	0	32	5
TCGA-S3-AA14-01	3	3	13	0	5	0	0	0
TCGA-S3-AA15-01	13	18	3	18	6	2	0	0
TCGA-S3-AA17-01	7	13	9	9	33	14	56	0
TCGA-UL-AAZ6-01	10	13	11	2	18	20	40	26
TCGA-UU-A93S-01	10	11	27	4	51	19	0	74
TCGA-V7-A7HQ-01	1	4	6	1	12	0	7	0
TCGA-W8-A86G-01	2	1	9	0	0	3	20	0
TCGA-WT-AB41-01	21	1	10	3	2	3	22	0
TCGA-WT-AB44-01	1	0	25	1	0	6	1	26
TCGA-XX-A899-01	19	7	2	26	4	2	0	0
TCGA-XX-A89A-01	52	122	6	84	0	1	0	0
TCGA-Z7-A8R5-01	1	0	24	0	0	0	8	1
TCGA-Z7-A8R6-01	38	21	18	14	3	8	0	5
