Samples	SBS96A	SBS96B
TCGA-21-1081-01	188	73
TCGA-21-1082-01	286	207
TCGA-21-1083-01	719	197
TCGA-21-5782-01	281	204
TCGA-21-5783-01	309	220
TCGA-21-5784-01	198	62
TCGA-21-5786-01	431	53
TCGA-21-5787-01	426	82
TCGA-21-A5DI-01	92	80
TCGA-22-0940-01	182	85
TCGA-22-0944-01	106	58
TCGA-22-1000-01	60	62
TCGA-22-1002-01	264	33
TCGA-22-1005-01	280	66
TCGA-22-1011-01	14	119
TCGA-22-1012-01	256	92
TCGA-22-1016-01	372	77
TCGA-22-4591-01	194	75
TCGA-22-4593-01	144	87
TCGA-22-4594-01	393	46
TCGA-22-4595-01	260	142
TCGA-22-4596-01	130	44
TCGA-22-4599-01	377	72
TCGA-22-4601-01	151	83
TCGA-22-4604-01	209	97
TCGA-22-4605-01	83	30
TCGA-22-4607-01	23	61
TCGA-22-4609-01	212	39
TCGA-22-4613-01	678	104
TCGA-22-5471-01	204	94
TCGA-22-5472-01	506	0
TCGA-22-5473-01	496	513
TCGA-22-5474-01	33	76
TCGA-22-5477-01	40	182
TCGA-22-5478-01	192	32
TCGA-22-5479-01	274	369
TCGA-22-5480-01	153	49
TCGA-22-5481-01	292	78
TCGA-22-5482-01	160	50
TCGA-22-5483-01	226	74
TCGA-22-5485-01	219	36
TCGA-22-5489-01	228	79
TCGA-22-5491-01	135	284
TCGA-22-5492-01	240	50
TCGA-22-A5C4-01	346	91
TCGA-33-4532-01	317	180
TCGA-33-4533-01	257	117
TCGA-33-4538-01	140	86
TCGA-33-4547-01	21	228
TCGA-33-4566-01	1519	119
TCGA-33-4582-01	155	95
TCGA-33-4583-01	636	107
TCGA-33-4586-01	395	63
TCGA-33-4587-01	169	118
TCGA-33-4589-01	24	114
TCGA-33-6737-01	234	329
TCGA-33-6738-01	289	135
TCGA-33-A4WN-01	105	152
TCGA-33-A5GW-01	93	156
TCGA-33-AAS8-01	220	68
TCGA-33-AASB-01	398	59
TCGA-33-AASD-01	387	69
TCGA-33-AASI-01	339	161
TCGA-33-AASJ-01	58	170
TCGA-33-AASL-01	266	115
TCGA-34-2596-01	198	133
TCGA-34-2600-01	160	411
TCGA-34-2604-01	676	84
TCGA-34-2605-01	290	188
TCGA-34-2608-01	115	76
TCGA-34-2609-01	269	36
TCGA-34-5231-01	629	205
TCGA-34-5232-01	177	78
TCGA-34-5234-01	198	23
TCGA-34-5236-01	197	72
TCGA-34-5239-01	255	54
TCGA-34-5240-01	144	74
TCGA-34-5241-01	188	69
TCGA-34-5927-01	210	114
TCGA-34-5928-01	122	334
TCGA-34-5929-01	168	112
TCGA-34-7107-01	198	124
TCGA-34-8454-01	274	437
TCGA-34-8455-01	572	42
TCGA-34-8456-01	29	20
TCGA-34-A5IX-01	268	84
TCGA-37-3783-01	105	393
TCGA-37-3789-01	149	218
TCGA-37-3792-01	959	162
TCGA-37-4129-01	5	1
TCGA-37-4130-01	1336	83
TCGA-37-4132-01	323	62
TCGA-37-4133-01	247	116
TCGA-37-4135-01	321	69
TCGA-37-4141-01	347	58
TCGA-37-5819-01	816	110
TCGA-37-A5EL-01	396	135
TCGA-37-A5EM-01	329	103
TCGA-37-A5EN-01	216	83
TCGA-39-5011-01	685	108
TCGA-39-5016-01	366	115
TCGA-39-5019-01	170	56
TCGA-39-5021-01	148	49
TCGA-39-5022-01	35	218
TCGA-39-5024-01	83	182
TCGA-39-5028-01	48	174
TCGA-39-5029-01	90	92
TCGA-39-5030-01	127	150
TCGA-39-5031-01	98	719
TCGA-39-5034-01	706	73
TCGA-39-5035-01	67	133
TCGA-39-5036-01	236	92
TCGA-39-5037-01	221	78
TCGA-39-5039-01	165	44
TCGA-39-5040-01	517	74
TCGA-43-2576-01	589	66
TCGA-43-2578-01	374	57
TCGA-43-2581-01	1094	46
TCGA-43-3394-01	142	32
TCGA-43-3920-01	179	155
TCGA-43-5668-01	750	74
TCGA-43-5670-01	37	133
TCGA-43-6143-01	307	94
TCGA-43-6647-01	153	47
TCGA-43-6770-01	191	80
TCGA-43-6771-01	225	30
TCGA-43-6773-01	29	47
TCGA-43-7656-01	370	59
TCGA-43-7657-01	126	38
TCGA-43-7658-01	184	78
TCGA-43-8115-01	185	73
TCGA-43-8116-01	316	143
TCGA-43-8118-01	561	233
TCGA-43-A474-01	387	88
TCGA-43-A475-01	233	72
TCGA-43-A56U-01	143	176
TCGA-43-A56V-01	229	47
TCGA-46-3765-01	163	129
TCGA-46-3767-01	138	29
TCGA-46-3768-01	254	98
TCGA-46-3769-01	709	437
TCGA-46-6025-01	116	117
TCGA-46-6026-01	150	114
TCGA-51-4079-01	365	145
TCGA-51-4080-01	307	45
TCGA-51-4081-01	200	48
TCGA-51-6867-01	573	209
TCGA-52-7622-01	292	46
TCGA-52-7809-01	156	152
TCGA-52-7810-01	176	359
TCGA-52-7811-01	145	42
TCGA-52-7812-01	281	90
TCGA-56-1622-01	243	44
TCGA-56-5897-01	48	78
TCGA-56-5898-01	135	47
TCGA-56-6545-01	231	135
TCGA-56-6546-01	358	58
TCGA-56-7221-01	220	146
TCGA-56-7222-01	378	111
TCGA-56-7223-01	258	115
TCGA-56-7579-01	201	116
TCGA-56-7580-01	134	37
TCGA-56-7582-01	148	56
TCGA-56-7730-01	389	73
TCGA-56-7731-01	361	82
TCGA-56-7822-01	195	272
TCGA-56-7823-01	293	61
TCGA-56-8082-01	203	78
TCGA-56-8083-01	173	26
TCGA-56-8201-01	141	58
TCGA-56-8304-01	241	63
TCGA-56-8305-01	397	93
TCGA-56-8307-01	455	70
TCGA-56-8308-01	335	100
TCGA-56-8309-01	122	39
TCGA-56-8503-01	51	158
TCGA-56-8504-01	252	39
TCGA-56-8622-01	207	85
TCGA-56-8624-01	86	72
TCGA-56-8625-01	262	344
TCGA-56-8626-01	221	101
TCGA-56-8628-01	473	43
TCGA-56-8629-01	212	66
TCGA-56-A49D-01	197	179
TCGA-56-A4BW-01	160	130
TCGA-56-A4BY-01	148	40
TCGA-56-A4ZJ-01	115	29
TCGA-56-A4ZK-01	202	94
TCGA-56-A5DS-01	139	124
TCGA-56-A62T-01	541	89
TCGA-58-8386-01	229	85
TCGA-58-8387-01	97	137
TCGA-58-8388-01	180	46
TCGA-58-8391-01	349	80
TCGA-58-8393-01	0	341
TCGA-58-A46J-01	162	55
TCGA-58-A46K-01	41	154
TCGA-58-A46L-01	209	71
TCGA-58-A46M-01	367	165
TCGA-58-A46N-01	204	60
TCGA-60-2695-01	205	67
TCGA-60-2697-01	14	0
TCGA-60-2698-01	287	1108
TCGA-60-2703-01	256	110
TCGA-60-2704-01	148	104
TCGA-60-2707-01	70	71
TCGA-60-2708-01	155	103
TCGA-60-2709-01	165	46
TCGA-60-2710-01	187	67
TCGA-60-2711-01	113	44
TCGA-60-2712-01	66	46
TCGA-60-2713-01	212	112
TCGA-60-2714-01	912	188
TCGA-60-2715-01	96	64
TCGA-60-2716-01	9	13
TCGA-60-2719-01	205	75
TCGA-60-2720-01	301	223
TCGA-60-2721-01	47	223
TCGA-60-2722-01	247	145
TCGA-60-2723-01	301	53
TCGA-60-2724-01	390	55
TCGA-60-2725-01	153	36
TCGA-60-2726-01	296	132
TCGA-63-5128-01	297	78
TCGA-63-5131-01	244	150
TCGA-63-6202-01	365	51
TCGA-63-7020-01	189	38
TCGA-63-7021-01	229	79
TCGA-63-7022-01	168	71
TCGA-63-7023-01	142	41
TCGA-63-A5M9-01	80	55
TCGA-63-A5MB-01	305	110
TCGA-63-A5MG-01	106	34
TCGA-63-A5MH-01	99	184
TCGA-63-A5MI-01	119	148
TCGA-63-A5MJ-01	190	53
TCGA-63-A5ML-01	222	84
TCGA-63-A5MM-01	786	624
TCGA-63-A5MN-01	20	28
TCGA-63-A5MP-01	181	53
TCGA-63-A5MR-01	85	140
TCGA-63-A5MS-01	263	225
TCGA-63-A5MT-01	134	164
TCGA-63-A5MU-01	137	136
TCGA-63-A5MV-01	106	47
TCGA-63-A5MW-01	403	183
TCGA-63-A5MY-01	165	52
TCGA-66-2727-01	189	62
TCGA-66-2734-01	223	26
TCGA-66-2742-01	239	41
TCGA-66-2744-01	178	72
TCGA-66-2754-01	211	135
TCGA-66-2755-01	257	32
TCGA-66-2756-01	564	69
TCGA-66-2757-01	267	51
TCGA-66-2758-01	225	201
TCGA-66-2759-01	321	226
TCGA-66-2763-01	392	102
TCGA-66-2765-01	76	36
TCGA-66-2766-01	272	235
TCGA-66-2767-01	313	101
TCGA-66-2769-01	314	137
TCGA-66-2770-01	244	74
TCGA-66-2771-01	163	164
TCGA-66-2773-01	85	673
TCGA-66-2777-01	131	81
TCGA-66-2778-01	43	142
TCGA-66-2780-01	118	61
TCGA-66-2781-01	113	54
TCGA-66-2782-01	322	144
TCGA-66-2783-01	206	102
TCGA-66-2785-01	218	1249
TCGA-66-2786-01	137	146
TCGA-66-2787-01	486	86
TCGA-66-2788-01	166	90
TCGA-66-2789-01	329	107
TCGA-66-2791-01	213	169
TCGA-66-2792-01	124	53
TCGA-66-2793-01	323	61
TCGA-66-2794-01	82	121
TCGA-66-2795-01	278	85
TCGA-66-2800-01	199	59
TCGA-68-7755-01	256	82
TCGA-68-7756-01	96	22
TCGA-68-7757-01	348	30
TCGA-68-8250-01	305	71
TCGA-68-8251-01	100	291
TCGA-68-A59J-01	289	179
TCGA-6A-AB49-01	431	61
TCGA-70-6722-01	306	57
TCGA-70-6723-01	104	36
TCGA-77-6842-01	353	107
TCGA-77-6843-01	134	90
TCGA-77-6844-01	162	84
TCGA-77-6845-01	215	77
TCGA-77-7139-01	166	70
TCGA-77-7140-01	125	104
TCGA-77-7141-01	318	554
TCGA-77-7142-01	227	104
TCGA-77-7335-01	140	152
TCGA-77-7337-01	295	130
TCGA-77-7338-01	82	89
TCGA-77-7463-01	402	86
TCGA-77-7465-01	393	89
TCGA-77-8007-01	84	35
TCGA-77-8008-01	191	29
TCGA-77-8009-01	117	95
TCGA-77-8128-01	301	77
TCGA-77-8130-01	173	53
TCGA-77-8131-01	51	36
TCGA-77-8133-01	392	79
TCGA-77-8136-01	139	424
