Samples	SBS96A	SBS96B
TCGA-77-8138-01	96	30
TCGA-77-8139-01	187	76
TCGA-77-8140-01	300	157
TCGA-77-8143-01	139	44
TCGA-77-8144-01	375	107
TCGA-77-8145-01	86	64
TCGA-77-8146-01	151	53
TCGA-77-8148-01	242	87
TCGA-77-8150-01	115	34
TCGA-77-8153-01	173	49
TCGA-77-8154-01	183	73
TCGA-77-8156-01	215	56
TCGA-77-A5FZ-01	1	0
TCGA-77-A5G1-01	159	42
TCGA-77-A5G3-01	553	223
TCGA-77-A5G6-01	536	78
TCGA-77-A5G7-01	84	44
TCGA-77-A5G8-01	212	66
TCGA-77-A5GA-01	134	60
TCGA-77-A5GB-01	29	142
TCGA-77-A5GF-01	89	57
TCGA-77-A5GH-01	188	155
TCGA-79-5596-01	210	41
TCGA-85-6175-01	26	28
TCGA-85-6560-01	389	129
TCGA-85-6561-01	188	117
TCGA-85-6798-01	230	111
TCGA-85-7696-01	155	108
TCGA-85-7697-01	239	103
TCGA-85-7698-01	90	77
TCGA-85-7699-01	181	62
TCGA-85-7710-01	122	122
TCGA-85-7843-01	178	115
TCGA-85-7844-01	179	37
TCGA-85-7950-01	224	104
TCGA-85-8048-01	103	49
TCGA-85-8049-01	195	72
TCGA-85-8052-01	107	49
TCGA-85-8070-01	203	74
TCGA-85-8071-01	382	100
TCGA-85-8072-01	161	66
TCGA-85-8276-01	250	101
TCGA-85-8277-01	176	125
TCGA-85-8287-01	224	93
TCGA-85-8288-01	219	86
TCGA-85-8350-01	301	99
TCGA-85-8351-01	132	55
TCGA-85-8352-01	233	94
TCGA-85-8353-01	170	52
TCGA-85-8354-01	125	146
TCGA-85-8355-01	217	65
TCGA-85-8479-01	93	55
TCGA-85-8481-01	322	66
TCGA-85-8580-01	290	52
TCGA-85-8582-01	349	45
TCGA-85-8584-01	268	62
TCGA-85-8664-01	207	74
TCGA-85-8666-01	214	82
TCGA-85-A4CL-01	5	1029
TCGA-85-A4CN-01	190	49
TCGA-85-A4JB-01	493	93
TCGA-85-A4JC-01	158	167
TCGA-85-A4PA-01	10	3
TCGA-85-A4QQ-01	68	328
TCGA-85-A4QR-01	154	125
TCGA-85-A50M-01	69	35
TCGA-85-A50Z-01	464	107
TCGA-85-A510-01	165	20
TCGA-85-A511-01	203	61
TCGA-85-A512-01	118	82
TCGA-85-A513-01	13	15
TCGA-85-A53L-01	210	34
TCGA-85-A5B5-01	409	57
TCGA-90-7766-01	83	52
TCGA-90-7767-01	92	46
TCGA-90-7769-01	520	109
TCGA-90-7964-01	360	235
TCGA-90-A4ED-01	368	2372
TCGA-90-A4EE-01	190	263
TCGA-90-A59Q-01	329	25
TCGA-92-7340-01	303	254
TCGA-92-7341-01	144	71
TCGA-92-8063-01	376	64
TCGA-92-8064-01	210	63
TCGA-92-8065-01	0	356
TCGA-94-7033-01	51	105
TCGA-94-7557-01	25	114
TCGA-94-7943-01	60	193
TCGA-94-8035-01	160	91
TCGA-94-8490-01	790	344
TCGA-94-8491-01	442	237
TCGA-94-A4VJ-01	419	93
TCGA-94-A5I4-01	242	71
TCGA-94-A5I6-01	158	56
TCGA-96-7544-01	343	155
TCGA-96-7545-01	101	48
TCGA-96-8169-01	165	49
TCGA-96-8170-01	191	140
TCGA-96-A4JK-01	429	205
TCGA-96-A4JL-01	30	42
TCGA-98-7454-01	182	79
TCGA-98-8020-01	35	83
TCGA-98-8021-01	107	1183
TCGA-98-8022-01	182	125
TCGA-98-8023-01	196	55
TCGA-98-A538-01	628	214
TCGA-98-A539-01	146	82
TCGA-98-A53A-01	321	70
TCGA-98-A53B-01	113	77
TCGA-98-A53C-01	4	0
TCGA-98-A53H-01	36	1
TCGA-98-A53I-01	354	135
TCGA-98-A53J-01	67	77
TCGA-J1-A4AH-01	106	128
TCGA-L3-A4E7-01	107	19
TCGA-L3-A524-01	383	51
TCGA-LA-A446-01	302	117
TCGA-LA-A7SW-01	41	82
TCGA-MF-A522-01	123	633
TCGA-NC-A5HD-01	459	107
TCGA-NC-A5HE-01	193	60
TCGA-NC-A5HF-01	254	61
TCGA-NC-A5HG-01	380	406
TCGA-NC-A5HH-01	349	87
TCGA-NC-A5HI-01	393	151
TCGA-NC-A5HJ-01	453	52
TCGA-NC-A5HK-01	297	45
TCGA-NC-A5HL-01	182	88
TCGA-NC-A5HM-01	275	79
TCGA-NC-A5HN-01	563	177
TCGA-NC-A5HO-01	236	72
TCGA-NC-A5HP-01	385	125
TCGA-NC-A5HQ-01	337	91
TCGA-NC-A5HR-01	346	63
TCGA-NC-A5HT-01	331	83
TCGA-NK-A5CR-01	282	100
TCGA-NK-A5CT-01	269	138
TCGA-NK-A5CX-01	199	16
TCGA-NK-A5D1-01	91	69
TCGA-NK-A7XE-01	0	132
TCGA-O2-A52N-01	482	153
TCGA-O2-A52Q-01	931	294
TCGA-O2-A52S-01	271	200
TCGA-O2-A52V-01	268	64
TCGA-O2-A52W-01	88	42
TCGA-O2-A5IB-01	266	48
TCGA-XC-AA0X-01	155	76
