Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M
TCGA-CG-4455-01	3	6	15	0	3	0	13	1	0	0	7	3	3
TCGA-CG-4460-01	22	0	0	0	0	839	1034	212	2	89	0	3	0
TCGA-CG-4462-01	1	2	0	1	0	21	41	10	4	0	3	14	0
TCGA-CG-4465-01	9	23	0	69	7	236	109	28	0	147	17	42	0
TCGA-CG-4466-01	8	4	0	6	7	27	37	10	12	0	28	109	0
TCGA-CG-4469-01	9	8	0	12	7	60	60	15	8	0	33	169	4
TCGA-CG-4474-01	0	2	0	0	4	32	45	12	6	2	4	0	0
TCGA-CG-4475-01	3	0	0	0	2	5	19	4	4	7	23	2	4
TCGA-CG-4476-01	2	5	12	9	12	18	33	4	13	7	24	2	5
TCGA-CG-4477-01	7	0	4	4	1	7	21	3	5	0	16	3	0
TCGA-CG-5716-01	0	0	1	2	0	3	10	4	0	3	1	0	0
TCGA-CG-5717-01	5	9	16	6	5	12	2	3	28	20	43	10	5
TCGA-CG-5718-01	7	12	24	0	7	18	23	6	3	4	0	3	0
TCGA-CG-5719-01	4	2	1	0	7	13	44	4	8	2	2	0	3
TCGA-CG-5720-01	6	2	15	5	2	15	35	2	8	6	1	6	0
TCGA-CG-5721-01	66	2	0	0	14	639	951	155	0	3125	0	0	12
TCGA-CG-5722-01	1	4	15	2	6	15	37	10	4	2	6	2	0
TCGA-CG-5723-01	32	19	0	4	9	761	469	102	7	438	0	32	0
TCGA-CG-5724-01	3	8	0	6	2	25	40	10	3	0	9	33	4
TCGA-CG-5725-01	1	4	14	4	1	7	11	6	0	0	0	2	0
TCGA-CG-5726-01	26	19	0	31	13	670	254	122	0	280	0	13	0
TCGA-CG-5727-01	12	0	13	11	5	36	58	25	12	0	24	7	0
TCGA-CG-5728-01	14	6	0	60	5	547	506	82	6	275	0	34	0
TCGA-CG-5730-01	13	7	13	3	24	46	57	15	10	3	11	0	0
TCGA-CG-5732-01	6	2	10	4	2	5	27	3	3	4	8	5	0
TCGA-CG-5733-01	17	26	0	84	5	377	338	86	0	233	0	27	0
TCGA-CG-5734-01	6	5	13	0	1	32	25	11	1	4	0	14	0
TCGA-D7-5577-01	12	9	13	1	4	18	38	10	3	0	13	16	7
TCGA-D7-5578-01	1	6	22	0	12	49	85	13	23	4	0	78	0
TCGA-D7-5579-01	1	7	16	12	10	22	15	19	9	8	17	38	0
TCGA-D7-6518-01	4	4	0	6	5	25	25	7	6	0	10	12	0
TCGA-D7-6519-01	1	5	14	7	4	5	14	8	2	1	5	1	0
TCGA-D7-6520-01	1	6	4	0	2	16	21	5	9	3	0	6	3
TCGA-D7-6521-01	1	3	7	0	12	20	23	17	1	0	4	0	0
TCGA-D7-6522-01	0	0	4	0	3	14	25	2	1	0	8	9	0
TCGA-D7-6524-01	0	2	14	3	1	22	51	20	0	0	11	0	0
TCGA-D7-6525-01	3	8	13	11	12	33	23	14	6	0	12	47	19
TCGA-D7-6526-01	6	8	51	4	18	29	45	11	9	0	22	65	0
TCGA-D7-6527-01	7	1	7	2	11	35	33	5	16	0	16	129	5
TCGA-D7-6528-01	18	14	25	0	15	48	21	12	27	3	36	181	22
TCGA-D7-6815-01	5	10	17	7	3	48	65	3	4	0	0	5	4
TCGA-D7-6817-01	3	2	0	4	0	21	27	0	3	5	31	9	0
TCGA-D7-6818-01	4	6	15	2	4	24	17	0	1	5	0	110	4
TCGA-D7-6820-01	6	7	4	2	11	12	28	2	11	7	28	3	0
TCGA-D7-6822-01	7	6	18	1	13	26	39	10	9	16	15	137	10
TCGA-D7-8570-01	3	7	16	0	3	26	38	7	13	0	36	5	0
TCGA-D7-8572-01	12	8	46	2	3	22	45	16	11	0	38	9	10
TCGA-D7-8573-01	1	6	8	0	1	21	36	9	3	7	5	8	0
TCGA-D7-8574-01	0	3	8	0	0	8	26	0	1	0	0	3	0
TCGA-D7-8575-01	0	7	4	0	0	6	18	7	4	1	4	0	6
TCGA-D7-8576-01	4	0	0	0	2	21	25	3	2	4	10	0	0
TCGA-D7-8578-01	0	5	9	0	0	24	24	5	0	0	0	0	0
TCGA-D7-8579-01	3	1	3	0	0	33	31	9	1	4	0	58	0
TCGA-D7-A4YT-01	12	18	35	44	15	33	24	12	33	9	110	15	4
TCGA-D7-A4YU-01	8	10	10	14	5	45	69	19	10	0	28	67	0
TCGA-D7-A4YV-01	10	0	0	40	1	422	370	65	3	70	0	19	0
TCGA-D7-A4YX-01	4	0	4	0	1	22	55	7	7	0	0	0	0
TCGA-D7-A4YY-01	17	14	0	41	0	182	129	27	0	59	11	70	0
TCGA-D7-A4Z0-01	4	0	0	0	2	32	19	2	4	0	0	303	0
TCGA-D7-A6ET-01	2	2	4	1	2	3	12	2	2	0	2	0	2
TCGA-D7-A6EV-01	6	7	0	7	0	44	63	14	14	3	19	27	0
TCGA-D7-A6EX-01	6	2	33	8	6	25	29	17	5	0	11	11	0
TCGA-D7-A6EY-01	5	3	28	52	7	507	381	42	0	412	0	124	0
TCGA-D7-A6EZ-01	10	11	59	7	7	36	15	9	40	17	81	22	0
TCGA-D7-A6F0-01	3	8	8	5	12	44	19	15	10	0	20	13	0
TCGA-D7-A6F2-01	1	0	11	0	3	13	37	4	2	2	15	2	0
TCGA-D7-A747-01	2	13	3	2	5	10	19	4	5	0	1	62	0
TCGA-D7-A748-01	0	2	6	0	1	16	14	5	0	0	0	7	0
TCGA-D7-A74A-01	4	9	7	0	15	19	64	12	62	0	0	3	0
TCGA-D7-A74B-01	5	0	0	1	2	3	15	3	0	6	4	3	0
TCGA-EQ-5647-01	4	2	29	1	17	16	20	9	1	0	2	9	0
TCGA-EQ-8122-01	11	10	17	5	17	47	56	13	9	3	17	13	10
TCGA-EQ-A4SO-01	4	7	32	14	1	18	11	6	32	17	56	7	0
TCGA-F1-6177-01	11	0	0	31	5	533	580	72	0	145	0	18	0
TCGA-F1-6874-01	9	33	0	113	5	310	322	59	4	122	0	14	0
TCGA-F1-6875-01	1	6	2	3	5	13	51	8	3	6	9	8	0
TCGA-F1-A448-01	8	0	0	30	0	245	220	28	0	122	0	15	0
TCGA-F1-A72C-01	5	0	6	0	1	18	21	0	2	0	0	7	1
TCGA-FP-7735-01	2	2	0	6	14	1	29	6	3	0	8	0	0
TCGA-FP-7829-01	13	10	34	20	2	57	80	14	4	0	0	27	45
TCGA-FP-7916-01	1	2	2	12	4	40	42	9	5	0	5	3	0
TCGA-FP-7998-01	0	7	2	6	7	19	19	8	5	0	4	4	0
TCGA-FP-8099-01	7	3	0	4	7	45	57	29	2	1	16	2	0
TCGA-FP-8209-01	0	0	0	0	0	1	0	0	0	0	0	0	0
TCGA-FP-8210-01	0	0	2	0	0	0	0	0	0	3	0	0	0
TCGA-FP-8211-01	1	5	5	17	2	10	0	3	11	6	41	5	10
TCGA-FP-8631-01	1	8	0	8	10	8	12	8	7	2	40	9	7
TCGA-FP-A4BE-01	7	0	0	79	0	590	683	86	0	165	0	31	0
TCGA-FP-A4BF-01	7	0	16	0	4	44	28	5	0	0	0	8	10
TCGA-FP-A8CX-01	1	5	8	14	4	13	32	12	3	2	8	12	0
TCGA-FP-A9TM-01	0	17	39	4	13	45	79	5	0	0	6	0	0
TCGA-HF-7131-01	3	2	14	3	21	5	15	0	15	1	12	24	0
TCGA-HF-7132-01	11	19	0	72	3	584	422	81	1	161	0	26	0
TCGA-HF-7133-01	10	3	13	0	0	24	28	0	7	2	0	2	0
TCGA-HF-7134-01	12	10	31	14	13	45	92	13	6	0	2	105	12
TCGA-HF-7136-01	1	0	30	5	1	29	15	6	5	0	0	4	0
TCGA-HF-A5NB-01	11	18	0	32	0	578	467	60	0	348	0	42	0
TCGA-HJ-7597-01	9	0	0	15	0	285	405	42	0	120	0	0	0
TCGA-HU-8238-01	3	9	9	4	13	32	41	15	9	0	14	53	0
TCGA-HU-8243-01	12	0	0	0	1	35	67	10	13	5	15	3	0
TCGA-HU-8244-01	8	0	0	0	1	27	106	8	4	0	3	8	0
TCGA-HU-8245-01	3	0	1	4	1	18	19	2	2	13	6	6	2
TCGA-HU-8249-01	2	3	13	2	2	50	60	13	14	0	0	4	12
TCGA-HU-8602-01	15	0	0	94	0	590	633	111	0	300	0	18	0
TCGA-HU-8604-01	10	6	21	11	2	60	69	24	5	0	6	44	0
TCGA-HU-8608-01	6	1	11	1	5	31	19	6	6	9	8	1	1
TCGA-HU-8610-01	3	0	2	1	4	21	13	11	2	0	4	8	0
TCGA-HU-A4G2-01	1	4	0	6	1	7	24	8	0	2	0	0	10
TCGA-HU-A4G3-01	9	4	8	0	2	25	48	11	0	1	8	10	0
TCGA-HU-A4G6-01	3	6	14	4	0	22	31	8	2	0	0	6	0
TCGA-HU-A4G8-01	16	0	0	17	7	573	599	88	5	308	0	8	0
TCGA-HU-A4G9-01	9	2	0	24	0	267	315	53	0	158	0	23	0
TCGA-HU-A4GC-01	7	0	1	0	5	53	54	16	1	0	13	20	0
TCGA-HU-A4GD-01	2	0	0	1	13	8	42	0	4	6	28	3	0
TCGA-HU-A4GF-01	2	7	21	0	6	48	23	12	3	6	15	26	0
TCGA-HU-A4GH-01	16	10	0	6	15	37	5	0	9	4	11	846	0
TCGA-HU-A4GJ-01	0	2	0	0	0	0	4	0	0	0	0	0	0
TCGA-HU-A4GN-01	20	22	0	95	4	496	388	68	0	185	0	21	0
TCGA-HU-A4GP-01	5	1	46	11	5	62	59	16	7	0	23	12	16
TCGA-HU-A4GQ-01	20	3	0	74	0	711	859	93	0	238	0	32	0
TCGA-HU-A4GT-01	15	6	0	79	0	490	398	52	2	405	0	39	0
TCGA-HU-A4GU-01	18	0	0	90	20	1296	0	13	6	102	0	112	69
TCGA-HU-A4GX-01	11	0	0	63	0	464	518	87	0	186	0	0	0
TCGA-HU-A4GY-01	2	5	6	1	1	19	41	0	0	0	0	4	0
TCGA-HU-A4H0-01	5	9	0	2	2	27	79	6	4	11	38	6	27
TCGA-HU-A4H2-01	9	5	24	7	6	50	58	8	0	5	25	31	0
TCGA-HU-A4H3-01	6	26	0	105	4	333	282	43	0	154	0	30	0
TCGA-HU-A4H4-01	7	13	1	51	9	171	127	14	3	286	11	74	0
TCGA-HU-A4H5-01	8	9	64	18	3	27	29	8	14	11	113	11	13
TCGA-HU-A4H6-01	4	5	1	0	2	31	67	11	3	0	13	11	0
TCGA-HU-A4H8-01	8	9	0	45	6	594	517	47	0	46	0	16	0
TCGA-HU-A4HB-01	0	1	3	0	0	0	5	0	0	0	0	4	0
TCGA-HU-A4HD-01	8	6	36	1	13	29	44	9	12	11	20	15	22
TCGA-IN-7806-01	1	0	8	2	9	9	42	0	0	2	7	1	8
TCGA-IN-7808-01	5	6	15	3	2	35	33	12	2	0	3	15	0
TCGA-IN-8462-01	1	3	28	14	6	31	34	5	7	4	0	10	0
TCGA-IN-8663-01	5	19	29	0	3	35	42	6	9	0	7	73	0
TCGA-IN-A6RI-01	4	10	8	0	1	16	30	0	2	8	3	43	5
TCGA-IN-A6RJ-01	0	12	15	0	0	17	33	8	9	6	16	51	0
TCGA-IN-A6RL-01	7	0	15	66	3	33	25	11	29	55	64	58	198
TCGA-IN-A6RN-01	2	7	4	18	11	9	26	9	13	3	42	11	0
TCGA-IN-A6RO-01	4	17	39	36	17	35	57	30	35	0	44	30	18
TCGA-IN-A6RP-01	11	0	23	0	16	54	58	15	15	0	0	10	0
TCGA-IN-A6RR-01	4	25	3	19	12	29	52	6	2	2	6	37	0
TCGA-IN-A6RS-01	5	11	11	0	5	41	36	6	3	0	8	2	4
TCGA-IN-A7NR-01	0	10	0	0	1	24	15	6	1	0	12	44	0
TCGA-IN-A7NT-01	0	9	19	0	8	32	17	3	9	4	4	31	0
TCGA-IN-A7NU-01	3	7	8	0	0	19	30	4	2	4	8	24	8
TCGA-IN-AB1V-01	4	5	12	0	5	16	14	5	0	2	10	2	0
TCGA-IN-AB1X-01	10	4	11	13	2	13	40	10	5	2	0	26	5
TCGA-IP-7968-01	2	1	9	1	3	33	62	6	5	0	0	11	0
TCGA-KB-A6F5-01	0	17	7	1	3	20	25	6	1	0	1	2	0
TCGA-KB-A6F7-01	1	2	25	14	0	17	20	2	9	5	21	8	0
TCGA-KB-A93G-01	5	14	27	5	6	23	24	10	9	0	3	1	0
TCGA-KB-A93H-01	8	19	35	0	8	62	55	21	4	8	16	48	0
TCGA-KB-A93J-01	0	4	0	3	1	19	8	4	2	2	6	3	3
TCGA-MX-A5UG-01	1	0	0	0	5	21	13	8	1	0	7	0	0
TCGA-MX-A5UJ-01	18	10	0	24	3	608	606	90	0	151	0	24	0
TCGA-MX-A663-01	5	2	11	8	8	25	11	10	10	0	14	2	0
TCGA-MX-A666-01	3	10	13	4	11	14	26	10	12	0	20	11	7
TCGA-R5-A7O7-01	4	7	26	1	7	29	39	11	8	3	4	12	0
TCGA-R5-A7ZE-01	10	15	9	0	5	36	35	18	7	0	25	41	0
TCGA-R5-A7ZF-01	6	0	3	0	0	25	30	5	2	7	6	1	0
TCGA-R5-A7ZI-01	3	0	0	47	8	346	254	72	6	180	0	16	0
TCGA-R5-A7ZR-01	4	2	16	0	2	15	32	9	3	3	0	4	0
TCGA-R5-A804-01	2	0	15	9	4	12	35	4	2	0	0	10	0
TCGA-R5-A805-01	0	4	0	0	6	10	31	3	5	0	4	95	0
TCGA-RD-A7BS-01	2	1	0	6	4	12	25	3	5	0	0	2	11
TCGA-RD-A7BT-01	7	14	14	1	7	19	14	5	13	0	25	164	0
TCGA-RD-A7BW-01	2	0	0	4	6	6	37	6	5	6	16	2	0
TCGA-RD-A7C1-01	10	9	6	1	4	60	141	13	14	2	24	53	0
TCGA-RD-A8MV-01	7	0	16	0	0	28	6	12	5	0	0	11	0
TCGA-RD-A8MW-01	6	2	14	2	4	21	10	0	9	0	13	11	1
TCGA-RD-A8N0-01	0	0	1	0	0	1	0	0	0	0	0	0	0
TCGA-RD-A8N1-01	4	7	14	10	1	1	10	5	15	21	30	10	2
TCGA-RD-A8N2-01	0	0	0	0	0	1	0	0	0	0	0	0	1
TCGA-RD-A8N4-01	0	0	0	0	2	4	0	0	1	0	2	0	0
TCGA-RD-A8N5-01	3	0	7	0	0	6	15	6	0	0	3	3	0
TCGA-RD-A8N6-01	6	0	2	2	8	34	67	15	13	13	31	2	0
TCGA-RD-A8N9-01	2	5	25	4	2	28	57	14	1	0	5	14	0
TCGA-RD-A8NB-01	1	29	0	48	0	242	224	48	0	123	0	18	0
TCGA-SW-A7EA-01	11	21	0	35	7	207	189	30	11	137	0	39	0
TCGA-SW-A7EB-01	3	5	28	3	5	35	4	11	25	0	40	3	16
TCGA-VQ-A8DL-01	0	0	11	3	2	21	6	2	3	1	14	5	0
TCGA-VQ-A8DT-01	13	5	33	3	3	33	61	17	3	0	3	57	0
TCGA-VQ-A8DU-01	6	2	3	0	4	25	45	4	3	2	12	68	0
TCGA-VQ-A8DV-01	1	10	7	2	1	10	28	6	2	0	0	6	4
TCGA-VQ-A8DZ-01	3	1	8	16	9	14	14	2	0	5	16	10	9
TCGA-VQ-A8E0-01	0	0	33	0	7	11	24	6	4	1	3	9	25
TCGA-VQ-A8E2-01	3	12	8	0	0	33	34	0	10	4	14	28	1
TCGA-VQ-A8E3-01	4	0	0	58	9	237	236	23	0	208	0	24	0
TCGA-VQ-A8E7-01	0	0	16	2	3	45	49	9	5	0	0	11	0
TCGA-VQ-A8P2-01	371	513	0	881	90	3297	1990	585	7	617	0	31	553
TCGA-VQ-A8P3-01	3	4	1	0	3	26	31	6	2	0	7	278	0
TCGA-VQ-A8P5-01	10	0	0	4	19	79	42	6	15	0	4	80	3
TCGA-VQ-A8P8-01	1	0	15	0	6	38	55	6	2	0	3	4	0
TCGA-VQ-A8PB-01	7	8	0	18	3	294	356	72	0	131	0	0	0
TCGA-VQ-A8PC-01	9	0	8	6	3	21	23	5	4	9	7	55	10
TCGA-VQ-A8PD-01	2	0	0	0	1	36	36	7	3	0	7	12	0
TCGA-VQ-A8PE-01	6	1	4	3	9	18	54	1	14	0	19	9	15
TCGA-VQ-A8PF-01	2	6	6	0	5	27	31	13	1	0	16	28	0
TCGA-VQ-A8PH-01	2	7	112	0	5	18	17	4	12	15	36	13	0
TCGA-VQ-A8PJ-01	3	9	13	1	9	18	16	11	8	8	13	75	2
TCGA-VQ-A8PK-01	6	3	8	1	4	12	0	8	9	0	8	49	8
TCGA-VQ-A8PM-01	1	0	0	0	1	13	11	0	1	0	0	22	17
TCGA-VQ-A8PO-01	12	6	0	86	7	229	199	18	0	284	25	36	0
TCGA-VQ-A8PP-01	16	41	0	61	2	524	378	47	0	457	0	42	0
TCGA-VQ-A8PQ-01	0	0	0	0	2	1	9	0	0	2	2	1	0
TCGA-VQ-A8PS-01	3	8	0	0	7	9	14	5	0	1	10	2	0
TCGA-VQ-A8PT-01	26	47	0	130	19	597	320	53	0	235	0	6	0
TCGA-VQ-A8PU-01	1	7	7	16	3	8	25	1	7	1	66	1	13
TCGA-VQ-A8PX-01	7	0	0	24	0	212	93	24	1	290	0	39	0
TCGA-VQ-A8PY-01	1	6	14	10	4	26	14	11	0	4	0	17	7
TCGA-VQ-A8PZ-01	3	2	0	1	2	27	60	5	1	0	1	5	0
TCGA-VQ-A91A-01	0	0	24	8	2	37	41	7	8	3	14	11	2
TCGA-VQ-A91D-01	30	7	0	38	23	1129	849	109	11	422	0	3	0
TCGA-VQ-A91E-01	12	0	0	54	5	227	218	36	0	277	0	31	0
TCGA-VQ-A91K-01	23	45	0	92	14	467	550	82	11	133	23	29	0
TCGA-VQ-A91N-01	5	0	2	4	8	41	28	7	9	0	24	15	12
TCGA-VQ-A91Q-01	3	0	13	7	6	9	28	0	5	0	41	9	16
TCGA-VQ-A91S-01	4	7	10	16	26	23	1	16	37	0	58	114	0
TCGA-VQ-A91U-01	3	2	13	2	6	48	54	15	6	0	33	7	0
TCGA-VQ-A91V-01	5	10	0	4	8	28	16	11	7	0	0	209	0
TCGA-VQ-A91W-01	4	2	0	5	3	8	17	1	0	0	0	7	2
TCGA-VQ-A91X-01	5	14	21	6	5	51	24	5	3	7	11	103	0
TCGA-VQ-A91Y-01	0	2	0	1	4	15	22	4	2	0	0	2	4
TCGA-VQ-A91Z-01	5	9	30	7	12	17	57	4	0	0	13	17	0
TCGA-VQ-A922-01	7	11	14	0	12	25	17	12	7	13	22	47	20
TCGA-VQ-A923-01	1	0	32	0	3	19	48	15	2	0	0	0	7
TCGA-VQ-A924-01	19	15	0	195	4	354	403	43	4	258	0	28	0
TCGA-VQ-A925-01	9	3	25	7	15	11	14	8	9	2	21	31	0
TCGA-VQ-A927-01	1	0	6	5	0	10	12	3	2	6	7	15	0
TCGA-VQ-A928-01	4	3	17	13	1	12	8	5	4	3	6	0	0
TCGA-VQ-A92D-01	4	6	14	8	8	22	33	8	4	10	18	5	23
TCGA-VQ-A94O-01	6	5	0	2	4	8	40	6	2	6	0	0	0
TCGA-VQ-A94P-01	0	0	0	2	5	7	18	2	3	0	0	63	0
TCGA-VQ-A94R-01	20	25	1	15	32	45	67	17	11	11	54	60	14
TCGA-VQ-A94T-01	7	0	13	4	1	27	21	8	0	0	0	0	19
TCGA-VQ-A94U-01	16	13	21	0	2	37	67	1	6	0	1	29	0
TCGA-VQ-AA64-01	9	14	54	30	13	27	9	3	58	11	50	26	5
TCGA-VQ-AA68-01	10	1	34	0	4	25	50	0	8	0	0	76	0
TCGA-VQ-AA69-01	1	5	7	5	4	26	28	3	2	0	0	0	0
TCGA-VQ-AA6A-01	1	7	0	0	3	16	39	8	1	3	18	26	0
TCGA-VQ-AA6B-01	3	3	8	0	1	32	27	1	6	0	8	3	8
TCGA-VQ-AA6D-01	18	2	54	0	23	555	0	13	18	128	0	69	30
TCGA-VQ-AA6F-01	3	0	14	0	4	17	4	6	2	1	0	0	11
TCGA-VQ-AA6G-01	3	6	9	7	0	33	60	9	2	1	0	26	10
TCGA-VQ-AA6I-01	6	3	11	0	3	40	19	9	7	0	17	11	0
TCGA-VQ-AA6J-01	2	0	13	7	7	33	34	0	2	0	9	69	0
TCGA-VQ-AA6K-01	5	1	7	13	1	17	26	3	3	2	7	1	6
TCGA-ZA-A8F6-01	0	0	0	0	4	9	13	4	8	0	13	0	7
TCGA-ZQ-A9CR-01	3	0	33	4	0	21	19	10	3	8	19	24	0
