NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	63.652	98.38	11.12	65.172	0.943	0.653	50000.0
2	63.406	98.478	11.057	64.831	0.94	0.656	40000.0
3	63.099	96.982	11.015	63.859	0.931	0.673	60000.0
4	64.56	99.269	11.414	65.564	0.931	0.653	30000.0
5	65.804	99.808	11.913	66.333	0.929	0.643	30000.0
6	64.34	99.395	11.341	65.472	0.934	0.652	40000.0
7	66.625	101.079	12.168	67.316	0.941	0.636	30000.0
8	64.492	99.195	11.353	65.493	0.934	0.651	30000.0
9	64.045	98.22	11.098	64.786	0.94	0.658	50000.0
10	64.842	99.57	11.371	65.615	0.941	0.648	30000.0
11	64.275	98.572	11.244	64.792	0.93	0.66	50000.0
12	66.453	100.692	12.048	66.955	0.943	0.639	40000.0
13	63.693	97.615	11.112	64.108	0.929	0.668	30000.0
14	63.792	97.963	11.018	64.117	0.936	0.666	60000.0
15	63.994	98.335	11.249	65.111	0.921	0.657	70000.0
16	66.112	100.445	12.028	66.703	0.938	0.641	40000.0
17	64.501	98.753	11.444	65.169	0.933	0.656	30000.0
18	64.286	99.096	11.369	65.169	0.936	0.654	40000.0
19	64.07	98.812	11.348	65.237	0.932	0.654	40000.0
20	64.166	98.552	11.32	65.102	0.929	0.656	30000.0
21	64.203	98.585	11.309	64.932	0.935	0.661	40000.0
22	64.512	98.878	11.39	65.103	0.928	0.655	80000.0
23	63.806	98.551	11.211	64.82	0.926	0.658	60000.0
24	64.339	99.405	11.369	65.71	0.941	0.649	40000.0
25	64.423	99.06	11.322	65.047	0.934	0.654	50000.0
26	64.438	99.01	11.371	65.358	0.928	0.653	40000.0
27	64.016	98.914	11.255	65.066	0.929	0.656	50000.0
28	63.979	98.296	11.204	65.024	0.928	0.656	50000.0
29	64.061	98.626	11.278	65.0	0.934	0.656	40000.0
30	63.825	98.422	11.101	64.463	0.93	0.663	40000.0
31	64.287	99.031	11.403	65.348	0.933	0.651	50000.0
32	63.931	98.98	11.238	65.167	0.941	0.655	40000.0
33	64.025	98.034	11.228	64.093	0.933	0.671	50000.0
34	64.402	98.115	11.333	64.505	0.931	0.667	30000.0
35	64.869	99.152	11.503	65.649	0.929	0.651	50000.0
36	64.618	99.334	11.384	65.625	0.937	0.648	40000.0
37	63.18	97.601	10.963	64.301	0.931	0.664	40000.0
38	64.329	99.344	11.343	65.564	0.941	0.649	40000.0
39	64.23	98.835	11.38	65.222	0.928	0.654	40000.0
40	64.793	99.29	11.343	65.54	0.932	0.65	50000.0
41	64.243	99.292	11.277	65.712	0.937	0.648	50000.0
42	63.309	98.023	10.859	63.992	0.941	0.665	40000.0
