NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	156.48	40.934	30.42	25.376	0.311	0.916	60000.0
2	160.055	40.964	32.322	25.602	0.311	0.917	120000.0
3	155.615	41.024	29.75	25.352	0.315	0.913	50000.0
4	155.17	40.503	30.077	25.363	0.308	0.913	70000.0
5	155.191	40.525	29.971	25.098	0.308	0.918	100000.0
6	154.074	40.197	29.595	24.946	0.307	0.915	130000.0
7	154.55	40.408	29.964	25.141	0.303	0.917	100000.0
8	157.601	40.676	31.275	25.442	0.307	0.917	60000.0
9	157.136	40.59	30.806	25.333	0.305	0.917	90000.0
10	160.27	40.882	32.49	25.815	0.305	0.916	80000.0
11	157.584	40.693	32.155	25.781	0.305	0.916	110000.0
12	154.628	40.589	30.257	25.49	0.307	0.914	50000.0
13	152.786	40.68	29.316	25.448	0.311	0.912	70000.0
14	160.914	41.323	33.032	26.202	0.308	0.914	40000.0
15	163.237	41.341	33.699	26.411	0.307	0.913	100000.0
16	162.515	41.188	33.246	25.885	0.3	0.918	60000.0
17	152.464	40.287	28.762	24.702	0.309	0.917	70000.0
18	162.453	41.431	33.74	26.291	0.31	0.912	80000.0
19	158.133	40.855	31.468	25.906	0.309	0.912	80000.0
20	159.597	41.131	32.999	26.164	0.309	0.915	100000.0
21	155.358	40.499	30.281	25.203	0.301	0.917	90000.0
22	162.289	41.244	33.834	26.552	0.308	0.913	110000.0
23	152.305	40.094	29.09	24.856	0.304	0.918	70000.0
24	162.045	41.509	33.632	26.274	0.305	0.916	70000.0
25	162.766	41.311	33.885	26.202	0.305	0.916	60000.0
26	151.511	40.11	28.377	24.592	0.309	0.917	60000.0
27	161.77	40.99	33.491	25.865	0.308	0.915	110000.0
28	155.711	40.651	29.744	25.352	0.308	0.916	50000.0
29	162.295	41.031	33.058	25.837	0.304	0.918	90000.0
30	162.868	41.688	34.011	26.747	0.31	0.911	60000.0
31	162.798	41.211	33.58	26.145	0.303	0.917	100000.0
32	158.951	40.81	31.649	25.707	0.308	0.914	50000.0
33	161.789	41.36	33.308	26.21	0.303	0.916	80000.0
34	159.608	40.916	32.133	25.592	0.306	0.917	70000.0
35	154.224	40.61	29.742	25.142	0.31	0.918	90000.0
36	160.517	41.31	32.743	26.031	0.31	0.912	50000.0
37	160.686	41.472	32.734	26.267	0.312	0.914	50000.0
38	160.8	40.517	32.812	25.466	0.297	0.92	50000.0
39	156.65	40.415	30.519	25.122	0.305	0.919	60000.0
40	156.282	40.706	30.802	25.473	0.308	0.916	90000.0
41	161.394	40.873	33.186	25.716	0.301	0.918	80000.0
42	156.264	40.822	30.495	25.482	0.306	0.915	100000.0
43	153.781	40.478	29.408	25.035	0.314	0.917	70000.0
44	156.006	40.546	30.219	25.358	0.306	0.917	110000.0
45	158.3	40.53	31.578	25.462	0.306	0.917	170000.0
46	155.559	40.286	30.088	25.053	0.3	0.921	120000.0
47	160.456	41.409	33.263	26.548	0.313	0.91	100000.0
48	158.674	40.615	31.754	25.672	0.304	0.918	40000.0
49	156.781	40.87	30.74	25.446	0.318	0.914	100000.0
50	159.525	41.089	32.399	25.934	0.306	0.915	100000.0
51	157.568	40.894	31.182	25.56	0.305	0.916	70000.0
52	161.141	41.229	33.271	26.064	0.306	0.913	50000.0
53	154.574	40.477	29.737	25.017	0.309	0.915	130000.0
54	155.027	40.427	30.079	25.05	0.301	0.919	90000.0
55	155.219	40.281	30.034	25.1	0.307	0.916	60000.0
56	154.502	40.633	30.102	25.314	0.305	0.916	90000.0
57	160.05	40.926	32.034	25.831	0.308	0.915	60000.0
58	153.915	40.069	29.577	24.947	0.307	0.917	80000.0
59	157.52	40.573	31.232	25.509	0.305	0.917	100000.0
60	160.562	40.882	33.276	25.873	0.31	0.917	70000.0
61	162.867	41.525	33.89	26.405	0.309	0.912	50000.0
62	153.757	40.436	29.831	25.26	0.308	0.915	50000.0
63	159.896	40.8	32.594	25.967	0.301	0.917	60000.0
64	162.019	41.572	33.603	26.268	0.308	0.914	60000.0
65	159.522	40.837	32.387	25.868	0.304	0.916	100000.0
66	160.169	41.088	32.776	26.2	0.302	0.914	90000.0
67	161.483	41.304	32.888	26.025	0.304	0.917	60000.0
68	155.342	40.358	30.158	25.167	0.306	0.918	60000.0
69	151.95	40.148	28.859	24.743	0.307	0.92	140000.0
70	162.94	41.103	33.8	25.959	0.303	0.919	130000.0
71	153.651	40.272	29.598	24.86	0.302	0.92	80000.0
72	158.098	40.609	31.383	25.664	0.304	0.917	70000.0
73	161.912	40.888	33.309	26.035	0.309	0.915	40000.0
74	155.165	40.39	30.504	25.398	0.309	0.915	140000.0
75	159.322	40.974	31.844	25.824	0.31	0.916	90000.0
76	155.865	40.396	30.797	25.357	0.308	0.916	80000.0
77	156.804	40.771	30.832	25.543	0.308	0.914	60000.0
78	161.948	41.368	33.681	26.598	0.308	0.912	80000.0
79	161.404	41.116	33.094	26.049	0.302	0.915	60000.0
80	157.569	40.562	31.291	25.48	0.302	0.918	70000.0
81	154.106	40.123	29.785	24.866	0.304	0.92	70000.0
82	155.455	40.647	30.259	25.321	0.308	0.914	50000.0
83	156.451	40.053	30.482	24.732	0.3	0.924	50000.0
84	161.03	40.977	33.424	26.208	0.303	0.914	60000.0
85	155.327	40.659	30.342	25.333	0.308	0.913	70000.0
86	153.75	40.612	29.326	25.221	0.312	0.914	80000.0
87	154.449	40.604	29.77	24.996	0.312	0.916	50000.0
88	161.919	41.134	33.467	26.417	0.313	0.912	40000.0
89	161.764	41.152	33.853	26.134	0.301	0.917	50000.0
90	154.3	40.294	29.711	25.138	0.304	0.916	70000.0
91	155.268	40.343	29.745	25.014	0.3	0.919	80000.0
92	162.08	41.544	33.45	26.118	0.307	0.917	150000.0
93	154.809	40.222	29.829	24.831	0.306	0.917	60000.0
94	157.978	40.183	31.897	25.465	0.304	0.921	80000.0
95	152.883	40.401	29.103	25.063	0.31	0.916	110000.0
96	161.737	41.357	33.518	26.356	0.307	0.914	70000.0
97	156.442	40.854	30.618	25.331	0.314	0.916	90000.0
98	155.479	40.522	30.33	25.383	0.307	0.915	90000.0
99	154.372	40.67	29.561	25.174	0.309	0.916	80000.0
100	158.252	40.74	31.688	25.802	0.307	0.917	50000.0
