NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	60.742	93.797	10.752	62.631	0.873	0.684	30000.0
2	61.879	94.191	10.941	62.705	0.854	0.687	30000.0
3	61.043	94.003	10.821	63.177	0.855	0.681	30000.0
4	60.653	92.95	10.711	61.83	0.854	0.698	60000.0
5	61.355	94.167	10.773	62.385	0.857	0.689	70000.0
6	62.478	95.699	11.147	63.813	0.857	0.675	80000.0
7	60.684	94.095	10.566	62.695	0.861	0.686	50000.0
8	61.482	94.581	10.821	62.823	0.872	0.684	60000.0
9	61.181	94.261	10.794	62.938	0.851	0.684	40000.0
10	61.953	95.484	11.052	63.728	0.865	0.674	60000.0
11	61.707	94.342	10.894	62.701	0.862	0.689	50000.0
12	61.115	93.675	10.669	62.264	0.871	0.69	60000.0
13	61.36	94.597	10.894	63.511	0.866	0.676	50000.0
14	61.741	94.981	10.793	63.148	0.875	0.681	40000.0
15	62.248	94.943	11.09	63.328	0.859	0.679	30000.0
16	62.235	95.779	11.109	63.734	0.864	0.677	40000.0
17	60.925	94.093	10.672	62.624	0.862	0.684	30000.0
18	59.672	92.058	10.374	61.214	0.863	0.705	70000.0
19	61.479	94.982	10.778	62.787	0.875	0.684	70000.0
20	60.047	92.704	10.471	62.001	0.861	0.691	40000.0
21	61.671	94.966	10.9	62.904	0.867	0.685	30000.0
22	61.524	94.023	10.898	62.618	0.86	0.69	40000.0
23	60.482	94.359	10.64	62.954	0.877	0.683	60000.0
24	60.937	93.535	10.73	62.164	0.861	0.691	50000.0
25	60.166	92.728	10.475	62.016	0.859	0.69	50000.0
26	60.989	93.769	10.876	62.726	0.864	0.685	50000.0
27	59.401	93.0	10.335	61.929	0.871	0.69	70000.0
28	60.76	93.094	10.602	61.651	0.861	0.697	30000.0
29	60.208	92.953	10.393	61.876	0.866	0.695	40000.0
30	59.649	91.128	10.325	60.461	0.867	0.712	50000.0
31	61.347	94.698	10.842	63.43	0.869	0.676	40000.0
32	61.655	95.213	10.849	63.513	0.865	0.675	40000.0
33	60.564	94.274	10.472	62.571	0.873	0.685	30000.0
34	60.478	91.923	10.608	61.256	0.862	0.702	40000.0
35	61.569	94.496	10.91	63.128	0.868	0.682	90000.0
36	58.58	90.634	10.204	60.227	0.869	0.709	30000.0
37	60.929	94.027	10.675	62.642	0.866	0.686	40000.0
38	61.027	93.252	10.823	62.041	0.853	0.694	70000.0
39	61.09	93.895	10.8	62.639	0.851	0.687	50000.0
40	62.358	95.093	11.152	63.847	0.857	0.674	70000.0
41	61.241	94.228	10.717	62.381	0.863	0.69	20000.0
42	61.886	94.718	11.051	63.485	0.865	0.675	50000.0
43	60.184	92.903	10.433	62.232	0.869	0.688	40000.0
44	60.351	93.649	10.654	62.546	0.87	0.685	70000.0
45	61.631	95.311	10.929	63.486	0.866	0.677	50000.0
46	61.864	95.016	10.978	63.368	0.856	0.679	50000.0
47	60.012	92.774	10.473	61.96	0.858	0.694	40000.0
48	61.586	95.062	10.899	63.168	0.866	0.682	70000.0
49	61.13	94.458	10.665	62.695	0.871	0.685	100000.0
50	60.867	93.532	10.679	61.971	0.86	0.694	30000.0
51	61.296	94.136	10.907	62.822	0.865	0.686	30000.0
52	62.202	95.42	11.074	63.986	0.862	0.673	30000.0
53	59.584	93.723	10.322	62.199	0.882	0.688	50000.0
