NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	224.305	74.928	36.704	62.211	0.556	0.62	20000.0
2	224.872	75.142	36.692	62.237	0.556	0.619	20000.0
3	225.252	75.359	36.8	62.333	0.559	0.617	20000.0
4	225.141	75.159	36.791	62.205	0.557	0.619	20000.0
5	224.818	74.936	36.747	62.146	0.553	0.621	30000.0
6	224.637	75.105	36.715	62.264	0.557	0.619	20000.0
7	224.147	74.875	36.684	62.147	0.555	0.62	30000.0
8	225.433	75.279	36.871	62.296	0.557	0.619	40000.0
9	224.925	75.004	36.729	62.298	0.553	0.617	20000.0
10	224.587	74.855	36.659	62.086	0.55	0.622	20000.0
11	224.431	74.923	36.721	62.084	0.551	0.622	20000.0
12	225.241	75.187	36.941	62.316	0.556	0.619	20000.0
13	225.049	75.202	36.815	62.348	0.557	0.618	20000.0
14	225.161	75.109	36.813	62.194	0.557	0.621	20000.0
15	224.374	75.051	36.599	61.998	0.554	0.622	20000.0
16	225.075	75.237	36.828	62.344	0.558	0.618	20000.0
17	224.624	74.893	36.769	62.133	0.551	0.621	20000.0
18	224.477	75.001	36.726	62.181	0.554	0.619	20000.0
19	224.768	75.002	36.801	62.206	0.554	0.62	20000.0
20	225.007	75.162	36.772	62.298	0.559	0.617	30000.0
21	225.331	75.147	36.815	62.289	0.554	0.619	30000.0
22	224.301	74.954	36.724	62.196	0.553	0.62	40000.0
23	224.261	74.909	36.7	62.169	0.556	0.62	30000.0
24	225.165	75.17	36.705	62.185	0.555	0.62	30000.0
25	225.109	75.134	36.989	62.493	0.554	0.616	20000.0
26	224.208	74.973	36.667	62.155	0.556	0.62	20000.0
27	225.201	75.066	36.789	62.197	0.554	0.619	20000.0
28	226.24	75.486	36.988	62.464	0.559	0.616	20000.0
29	225.552	75.287	36.935	62.371	0.555	0.618	30000.0
30	226.163	75.387	36.921	62.354	0.558	0.618	30000.0
31	225.43	75.333	36.872	62.372	0.556	0.618	20000.0
32	225.423	75.273	36.762	62.266	0.556	0.618	20000.0
33	224.612	75.174	36.881	62.411	0.557	0.616	20000.0
34	225.515	75.169	36.799	62.264	0.553	0.62	20000.0
35	224.726	75.105	36.702	62.27	0.557	0.617	20000.0
36	224.896	75.214	36.812	62.247	0.555	0.62	20000.0
37	225.081	75.181	36.805	62.289	0.555	0.619	20000.0
38	224.87	74.906	36.621	62.033	0.551	0.621	20000.0
39	224.699	75.159	36.796	62.276	0.555	0.619	20000.0
40	225.921	75.28	36.939	62.354	0.555	0.619	30000.0
41	225.712	75.544	36.85	62.385	0.559	0.616	20000.0
42	224.924	74.985	36.817	62.089	0.554	0.621	20000.0
43	224.64	75.049	36.754	62.21	0.554	0.62	20000.0
44	225.624	75.381	36.956	62.524	0.561	0.615	20000.0
45	225.373	75.255	36.792	62.288	0.554	0.618	20000.0
46	224.398	74.915	36.69	62.092	0.553	0.621	20000.0
47	225.297	75.23	36.926	62.292	0.554	0.619	20000.0
48	224.784	75.029	36.684	62.17	0.553	0.619	40000.0
49	224.94	75.288	36.727	62.259	0.56	0.618	30000.0
50	225.334	75.237	36.895	62.392	0.555	0.618	20000.0
51	224.529	74.886	36.763	62.151	0.554	0.621	30000.0
52	224.596	74.941	36.682	62.213	0.555	0.619	20000.0
53	224.961	75.043	36.848	62.234	0.555	0.62	20000.0
54	224.495	74.968	36.729	62.182	0.554	0.619	20000.0
55	224.326	75.058	36.822	62.182	0.553	0.621	20000.0
56	224.195	75.04	36.689	62.213	0.557	0.618	20000.0
57	225.586	75.117	36.925	62.352	0.555	0.617	20000.0
58	224.279	74.964	36.712	62.205	0.556	0.62	30000.0
59	224.945	75.087	36.87	62.276	0.555	0.621	40000.0
60	224.956	74.898	36.855	62.256	0.552	0.62	20000.0
61	224.832	74.969	36.777	62.242	0.553	0.62	20000.0
62	224.848	75.104	36.797	62.318	0.556	0.618	30000.0
63	225.413	74.97	36.698	62.217	0.551	0.619	20000.0
64	224.66	75.304	36.714	62.337	0.559	0.618	30000.0
65	223.969	75.079	36.597	62.155	0.56	0.619	20000.0
66	225.276	75.063	36.898	62.362	0.552	0.618	20000.0
67	225.399	75.14	36.813	62.331	0.556	0.617	30000.0
68	225.66	75.489	36.898	62.469	0.562	0.616	20000.0
69	225.605	75.297	36.808	62.313	0.555	0.619	30000.0
70	224.802	74.858	36.72	62.199	0.554	0.619	40000.0
71	224.1	74.965	36.589	62.112	0.553	0.62	30000.0
72	224.534	74.797	36.584	62.076	0.551	0.621	40000.0
73	224.735	75.021	36.842	62.301	0.553	0.619	20000.0
74	225.398	75.219	36.935	62.329	0.555	0.619	20000.0
75	224.937	75.026	36.752	62.208	0.555	0.619	20000.0
76	224.866	75.041	36.742	62.208	0.555	0.62	20000.0
77	225.424	75.143	36.844	62.248	0.553	0.619	30000.0
78	225.009	75.128	36.804	62.21	0.553	0.62	20000.0
79	225.249	75.009	36.87	62.212	0.553	0.62	20000.0
80	225.215	75.06	36.893	62.366	0.556	0.618	20000.0
81	226.051	75.312	36.929	62.362	0.556	0.617	20000.0
82	225.794	75.363	36.918	62.395	0.558	0.617	30000.0
83	224.615	75.067	36.773	62.189	0.557	0.62	30000.0
84	224.564	75.204	36.705	62.248	0.558	0.618	20000.0
85	224.523	74.824	36.673	62.1	0.552	0.62	20000.0
86	224.729	75.072	36.791	62.231	0.558	0.619	20000.0
87	226.103	75.138	36.964	62.324	0.555	0.618	30000.0
88	224.636	75.025	36.827	62.217	0.553	0.62	30000.0
89	225.408	75.278	36.764	62.357	0.558	0.618	30000.0
90	224.434	74.945	36.828	62.142	0.557	0.62	20000.0
91	224.667	75.078	36.745	62.201	0.554	0.62	20000.0
92	226.006	75.179	36.755	62.279	0.559	0.618	30000.0
93	225.266	75.259	36.91	62.341	0.558	0.619	20000.0
94	225.731	75.313	36.871	62.345	0.555	0.619	20000.0
95	225.141	74.918	36.902	62.291	0.554	0.619	20000.0
96	224.984	75.058	36.753	62.142	0.556	0.62	20000.0
97	224.668	75.015	36.81	62.261	0.556	0.62	40000.0
98	226.097	75.389	36.899	62.48	0.557	0.616	30000.0
99	224.385	74.97	36.62	62.189	0.555	0.619	20000.0
100	225.263	75.21	36.758	62.31	0.556	0.618	20000.0
