NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	161.463	60.114	23.908	48.396	0.398	0.772	40000.0
2	161.102	60.07	23.623	48.109	0.398	0.773	90000.0
3	163.044	60.689	24.278	48.964	0.401	0.765	60000.0
4	163.125	60.565	24.201	48.678	0.4	0.768	90000.0
5	160.802	59.723	23.696	47.95	0.396	0.776	80000.0
6	160.618	60.029	23.626	48.164	0.398	0.773	90000.0
7	161.996	60.301	24.059	48.514	0.401	0.769	120000.0
8	162.749	60.558	24.21	48.781	0.4	0.768	90000.0
9	161.449	60.189	23.777	48.356	0.398	0.772	50000.0
10	162.679	60.319	24.077	48.518	0.393	0.77	90000.0
11	160.238	59.612	23.423	47.637	0.397	0.778	50000.0
12	162.416	60.406	24.163	48.541	0.397	0.771	70000.0
13	163.792	60.859	24.381	49.077	0.401	0.764	80000.0
14	162.542	60.312	24.085	48.453	0.395	0.771	70000.0
15	162.002	60.182	23.982	48.256	0.394	0.774	60000.0
16	162.557	60.511	24.099	48.747	0.399	0.768	70000.0
17	162.181	60.074	24.044	48.446	0.394	0.771	50000.0
18	162.574	60.469	24.139	48.603	0.398	0.771	60000.0
19	162.356	60.217	24.062	48.357	0.396	0.772	80000.0
20	163.265	60.681	24.239	48.818	0.402	0.767	70000.0
21	162.903	60.396	24.145	48.551	0.397	0.77	60000.0
22	162.493	60.258	24.165	48.647	0.398	0.769	90000.0
23	161.653	60.314	23.953	48.553	0.403	0.77	110000.0
24	162.663	60.42	24.161	48.546	0.4	0.771	60000.0
25	162.737	60.315	24.277	48.738	0.395	0.768	90000.0
26	162.082	60.135	24.09	48.561	0.396	0.77	80000.0
27	161.533	60.028	23.71	48.038	0.399	0.773	50000.0
28	162.956	60.526	24.207	48.685	0.401	0.769	60000.0
29	163.087	60.646	24.229	48.698	0.399	0.769	60000.0
30	163.871	60.784	24.35	48.963	0.399	0.767	70000.0
31	163.726	60.892	24.392	49.05	0.4	0.764	100000.0
32	162.129	60.398	24.073	48.691	0.397	0.769	50000.0
33	163.242	60.566	24.388	48.921	0.399	0.766	70000.0
34	163.586	60.536	24.338	48.78	0.395	0.769	60000.0
35	162.55	60.537	24.081	48.667	0.399	0.767	60000.0
36	162.986	60.646	24.26	48.757	0.397	0.768	90000.0
37	162.394	60.546	24.088	48.567	0.397	0.77	80000.0
38	162.85	60.517	24.076	48.61	0.399	0.768	60000.0
39	161.662	60.112	23.767	48.109	0.4	0.773	60000.0
40	162.841	60.461	24.236	48.641	0.398	0.77	50000.0
41	163.865	60.842	24.366	48.979	0.401	0.765	70000.0
42	162.075	60.147	24.054	48.321	0.395	0.772	70000.0
43	162.88	60.579	24.196	48.741	0.399	0.769	70000.0
44	162.491	60.59	24.004	48.513	0.402	0.77	110000.0
45	161.216	59.934	23.658	47.883	0.396	0.776	100000.0
46	162.412	60.155	24.077	48.498	0.395	0.77	90000.0
47	161.945	60.201	24.012	48.382	0.396	0.771	110000.0
48	162.46	60.442	24.135	48.703	0.398	0.768	90000.0
49	162.805	60.739	24.121	48.737	0.404	0.767	130000.0
50	162.405	60.262	24.119	48.579	0.396	0.77	100000.0
51	161.147	59.786	23.759	48.005	0.395	0.774	50000.0
52	162.683	60.46	24.205	48.765	0.396	0.767	90000.0
53	162.816	60.575	24.279	48.933	0.399	0.765	60000.0
54	162.333	60.371	24.052	48.571	0.398	0.769	70000.0
55	162.688	60.226	24.163	48.533	0.395	0.771	80000.0
56	162.529	60.472	24.098	48.719	0.4	0.768	70000.0
57	163.077	60.315	24.259	48.621	0.394	0.77	60000.0
58	161.485	60.271	23.948	48.527	0.397	0.77	50000.0
59	161.528	59.943	23.795	47.998	0.398	0.775	70000.0
60	162.548	60.624	24.169	48.873	0.401	0.766	70000.0
61	162.134	60.271	23.999	48.539	0.396	0.769	50000.0
62	163.111	60.736	24.306	48.904	0.401	0.766	110000.0
63	162.834	60.323	24.171	48.724	0.395	0.768	80000.0
64	162.05	60.496	23.994	48.545	0.4	0.77	90000.0
65	161.972	60.571	24.113	48.693	0.399	0.768	40000.0
66	162.074	60.31	24.133	48.707	0.397	0.768	80000.0
67	162.782	60.403	24.187	48.706	0.398	0.767	90000.0
68	163.167	60.887	24.354	49.121	0.403	0.763	60000.0
69	162.972	60.26	24.2	48.525	0.394	0.771	70000.0
70	160.745	59.749	23.583	47.894	0.398	0.775	70000.0
71	162.135	60.46	24.091	48.673	0.4	0.769	90000.0
72	162.935	60.325	24.097	48.517	0.396	0.771	70000.0
73	162.405	60.379	24.118	48.67	0.397	0.769	100000.0
74	162.868	60.7	24.246	48.832	0.398	0.767	40000.0
75	162.744	60.532	24.124	48.77	0.398	0.767	100000.0
76	161.159	59.85	23.639	47.942	0.397	0.775	40000.0
77	163.303	60.592	24.268	48.777	0.397	0.768	70000.0
78	161.18	59.965	23.732	48.01	0.396	0.775	70000.0
79	163.108	60.533	24.308	48.892	0.398	0.767	60000.0
80	161.908	60.187	23.923	48.457	0.398	0.77	80000.0
81	160.854	59.754	23.63	47.896	0.398	0.776	90000.0
82	163.266	60.606	24.198	48.76	0.401	0.767	70000.0
83	160.927	60.059	23.675	47.986	0.404	0.775	40000.0
84	161.027	60.14	23.612	48.047	0.403	0.773	120000.0
85	161.786	60.244	23.938	48.434	0.397	0.771	80000.0
86	162.297	60.389	24.018	48.575	0.4	0.77	90000.0
87	162.832	60.492	24.192	48.803	0.398	0.767	80000.0
88	162.747	60.215	24.185	48.537	0.393	0.771	50000.0
89	161.663	60.159	23.903	48.357	0.398	0.773	40000.0
90	162.123	60.189	24.079	48.472	0.398	0.77	40000.0
91	161.242	60.064	23.729	48.087	0.395	0.774	70000.0
92	162.866	60.413	24.102	48.502	0.401	0.769	70000.0
93	162.451	60.558	24.209	48.744	0.399	0.768	40000.0
94	162.511	60.469	24.077	48.575	0.399	0.77	40000.0
95	162.677	60.372	24.195	48.782	0.396	0.767	60000.0
96	162.505	60.471	24.164	48.813	0.396	0.767	60000.0
97	162.391	60.358	24.101	48.495	0.398	0.771	70000.0
98	163.548	60.599	24.334	48.877	0.399	0.766	100000.0
99	162.593	60.223	24.059	48.571	0.399	0.77	60000.0
100	163.339	60.689	24.253	48.914	0.398	0.766	60000.0
