Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E
TCGA-E2-A15K-01	3	2	17	25	6
TCGA-E2-A15L-01	0	4	5	20	5
TCGA-E2-A15M-01	22	21	22	32	11
TCGA-E2-A15O-01	4	0	11	17	2
TCGA-E2-A15P-01	4	0	5	11	8
TCGA-E2-A15R-01	9	1	6	31	0
TCGA-E2-A15S-01	11	6	27	7	17
TCGA-E2-A15T-01	1	4	7	24	4
TCGA-E2-A1AZ-01	11	25	21	15	7
TCGA-E2-A1B0-01	10	6	5	24	15
TCGA-E2-A1B1-01	26	22	3	15	0
TCGA-E2-A1B4-01	15	0	12	8	7
TCGA-E2-A1B5-01	19	11	0	14	2
TCGA-E2-A1B6-01	0	2	33	13	8
TCGA-E2-A1BC-01	0	3	19	11	8
TCGA-E2-A1BD-01	0	1	12	30	0
TCGA-E2-A1IE-01	0	0	14	12	4
TCGA-E2-A1IF-01	0	0	9	7	8
TCGA-E2-A1IG-01	21	0	13	23	0
TCGA-E2-A1IH-01	20	27	10	11	17
TCGA-E2-A1II-01	0	2	16	11	5
TCGA-E2-A1IJ-01	0	0	5	11	2
TCGA-E2-A1IK-01	1	2	4	8	2
TCGA-E2-A1IL-01	2	0	14	13	2
TCGA-E2-A1IN-01	100	125	0	7	16
TCGA-E2-A1IO-01	2	0	0	14	0
TCGA-E2-A1IU-01	11	2	8	10	0
TCGA-E2-A1L6-01	7	0	7	8	6
TCGA-E2-A1L7-01	4	3	52	11	11
TCGA-E2-A1L8-01	6	4	10	9	9
TCGA-E2-A1L9-01	5	0	8	10	5
TCGA-E2-A1LA-01	0	10	63	11	23
TCGA-E2-A1LB-01	20	16	6	7	6
TCGA-E2-A1LG-01	47	151	0	21	0
TCGA-E2-A1LH-01	9	57	126	17	22
TCGA-E2-A1LI-01	6	9	17	3	2
TCGA-E2-A1LK-01	0	4	0	46	4
TCGA-E2-A1LL-01	0	6	29	15	11
TCGA-E2-A2P6-01	119	43	0	18	6
TCGA-E2-A56Z-01	6	0	15	23	16
TCGA-E2-A570-01	1	1	12	16	0
TCGA-E2-A572-01	0	3	5	15	6
TCGA-E2-A573-01	2	5	32	16	17
TCGA-E2-A574-01	52	40	21	41	2
TCGA-E2-A576-01	2	1	23	40	4
TCGA-E2-A9RU-01	20	12	9	55	11
TCGA-E9-A1N3-01	0	3	16	4	8
TCGA-E9-A1N4-01	7	9	3	14	1
TCGA-E9-A1N5-01	11	10	3	1	14
TCGA-E9-A1N8-01	4	11	8	3	10
TCGA-E9-A1N9-01	10	2	26	20	8
TCGA-E9-A1NA-01	10	19	62	22	4
TCGA-E9-A1NE-01	4	4	40	6	8
TCGA-E9-A1NF-01	34	6	5	14	2
TCGA-E9-A1NG-01	2	0	7	10	2
TCGA-E9-A1NH-01	2	2	9	15	9
TCGA-E9-A1QZ-01	0	0	12	6	5
TCGA-E9-A1R0-01	6	7	0	22	0
TCGA-E9-A1R2-01	0	16	29	7	14
TCGA-E9-A1R3-01	6	0	5	8	6
TCGA-E9-A1R4-01	75	51	5	11	11
TCGA-E9-A1R5-01	5	3	14	23	6
TCGA-E9-A1R6-01	3	1	9	22	1
TCGA-E9-A1R7-01	13	5	25	12	8
TCGA-E9-A1RA-01	10	0	6	8	1
TCGA-E9-A1RB-01	0	0	14	10	14
TCGA-E9-A1RC-01	2	1	14	27	11
TCGA-E9-A1RD-01	8	2	3	8	2
TCGA-E9-A1RE-01	4	1	9	38	14
TCGA-E9-A1RF-01	2	20	99	40	9
TCGA-E9-A1RG-01	6	6	14	8	7
TCGA-E9-A1RH-01	12	11	47	31	10
TCGA-E9-A1RI-01	9	0	7	9	4
TCGA-E9-A226-01	27	32	0	19	1
TCGA-E9-A227-01	4	2	9	4	0
TCGA-E9-A228-01	9	7	4	28	4
TCGA-E9-A229-01	0	7	6	13	4
TCGA-E9-A22A-01	6	6	15	8	1
TCGA-E9-A22B-01	18	5	17	31	5
TCGA-E9-A22D-01	5	4	0	30	1
TCGA-E9-A22E-01	11	31	75	18	9
TCGA-E9-A22G-01	1	9	70	2	35
TCGA-E9-A22H-01	4	0	2	18	2
TCGA-E9-A243-01	6	16	39	7	21
TCGA-E9-A244-01	0	5	65	29	22
TCGA-E9-A245-01	3	0	14	3	3
TCGA-E9-A247-01	0	1	0	34	12
TCGA-E9-A248-01	6	2	0	14	6
TCGA-E9-A249-01	1	0	3	15	6
TCGA-E9-A24A-01	0	0	10	12	0
TCGA-E9-A295-01	2	4	51	52	0
TCGA-E9-A2JS-01	5	0	24	59	1
TCGA-E9-A2JT-01	11	17	0	0	0
TCGA-E9-A3HO-01	4	7	46	4	11
TCGA-E9-A3QA-01	6	20	29	6	1
TCGA-E9-A3X8-01	2	7	15	13	0
TCGA-E9-A54Y-01	26	5	0	22	5
TCGA-E9-A5FK-01	4	1	16	13	5
TCGA-E9-A5FL-01	5	23	64	17	24
TCGA-E9-A5UO-01	0	1	14	18	5
TCGA-E9-A6HE-01	3	0	0	14	5
TCGA-EW-A1IW-01	63	36	5	20	3
TCGA-EW-A1IX-01	15	19	5	0	3
TCGA-EW-A1IY-01	27	4	0	6	1
TCGA-EW-A1IZ-01	9	0	0	206	220
TCGA-EW-A1J1-01	0	0	9	14	0
TCGA-EW-A1J3-01	6	0	12	6	6
TCGA-EW-A1J5-01	308	232	0	0	0
TCGA-EW-A1J6-01	2	0	24	18	0
TCGA-EW-A1OV-01	92	43	0	5	0
TCGA-EW-A1OX-01	4	4	5	5	3
TCGA-EW-A1OZ-01	10	6	17	37	6
TCGA-EW-A1P0-01	0	1	14	4	9
TCGA-EW-A1P1-01	0	0	2	1	0
TCGA-EW-A1P3-01	6	0	8	14	0
TCGA-EW-A1P4-01	0	11	34	16	16
TCGA-EW-A1P5-01	0	1	0	15	4
TCGA-EW-A1P6-01	3	0	5	14	4
TCGA-EW-A1P7-01	0	0	13	0	6
TCGA-EW-A1P8-01	3	0	18	10	8
TCGA-EW-A1PA-01	9	3	13	13	3
TCGA-EW-A1PB-01	26	72	73	9	2
TCGA-EW-A1PD-01	11	14	54	0	14
TCGA-EW-A1PE-01	12	1	8	9	8
TCGA-EW-A1PG-01	3	0	0	6	2
TCGA-EW-A1PH-01	4	7	16	30	5
TCGA-EW-A2FR-01	9	11	16	18	0
TCGA-EW-A2FS-01	1	2	13	16	13
TCGA-EW-A2FV-01	6	0	13	12	1
TCGA-EW-A2FW-01	4	0	1	20	1
TCGA-EW-A423-01	18	13	15	32	10
TCGA-EW-A6S9-01	5	1	6	15	4
TCGA-EW-A6SA-01	20	10	41	33	19
TCGA-EW-A6SB-01	3	7	26	27	18
TCGA-EW-A6SC-01	13	0	6	4	16
TCGA-EW-A6SD-01	22	21	0	10	15
TCGA-GI-A2C8-01	1	21	81	28	17
TCGA-GM-A2D9-01	390	255	0	0	0
TCGA-GM-A2DA-01	4	8	8	22	3
TCGA-GM-A2DB-01	7	9	66	36	10
TCGA-GM-A2DC-01	0	0	4	23	0
TCGA-GM-A2DD-01	4	4	28	14	18
TCGA-GM-A2DF-01	2	7	15	24	5
TCGA-GM-A2DH-01	24	96	82	19	11
TCGA-GM-A2DI-01	45	39	0	7	0
TCGA-GM-A2DK-01	11	0	4	11	11
TCGA-GM-A2DL-01	14	6	15	14	0
TCGA-GM-A2DM-01	11	0	7	0	9
TCGA-GM-A2DN-01	6	0	4	8	1
TCGA-GM-A2DO-01	116	94	0	10	0
TCGA-GM-A3NW-01	26	41	1	27	0
TCGA-GM-A3XL-01	1	45	67	15	16
TCGA-GM-A4E0-01	1	0	8	21	4
TCGA-GM-A5PV-01	15	2	16	8	6
TCGA-GM-A5PX-01	9	4	7	13	9
TCGA-HN-A2NL-01	0	10	51	20	10
TCGA-HN-A2OB-01	3	2	2	10	2
TCGA-JL-A3YX-01	22	8	0	12	7
TCGA-LD-A66U-01	3	0	7	17	17
TCGA-LD-A74U-01	214	121	0	17	0
TCGA-LD-A7W5-01	11	11	4	29	10
TCGA-LD-A7W6-01	5	1	13	18	9
TCGA-LD-A9QF-01	1	2	9	27	0
TCGA-LL-A440-01	2	0	0	4	0
TCGA-LL-A50Y-01	6	0	4	19	14
TCGA-LL-A5YL-01	48	15	0	30	0
TCGA-LL-A5YM-01	5	2	13	15	5
TCGA-LL-A5YN-01	3	0	16	20	4
TCGA-LL-A5YO-01	0	16	29	4	12
TCGA-LL-A5YP-01	13	8	64	6	14
TCGA-LL-A6FP-01	30	4	20	15	6
TCGA-LL-A6FQ-01	9	0	8	41	11
TCGA-LL-A6FR-01	3	3	19	25	13
TCGA-LL-A73Y-01	22	127	2	16	26
TCGA-LL-A73Z-01	4	1	15	20	8
TCGA-LL-A740-01	12	1	22	19	14
TCGA-LL-A7SZ-01	16	4	8	30	17
TCGA-LL-A7T0-01	13	6	6	39	13
TCGA-LL-A8F5-01	8	17	115	25	35
TCGA-LL-A9Q3-01	18	0	11	27	12
TCGA-OK-A5Q2-01	12	2	1	28	0
TCGA-OL-A5D6-01	13	3	15	26	0
TCGA-OL-A5D7-01	6	10	36	17	11
TCGA-OL-A5D8-01	3	2	10	16	8
TCGA-OL-A5DA-01	43	45	0	26	0
TCGA-OL-A5RU-01	2	1	13	25	5
TCGA-OL-A5RV-01	0	0	4	12	1
TCGA-OL-A5RW-01	29	105	82	3	34
TCGA-OL-A5RX-01	1	3	2	20	9
TCGA-OL-A5RY-01	0	2	0	5	6
TCGA-OL-A5RZ-01	17	11	52	62	10
TCGA-OL-A5S0-01	5	3	5	25	6
TCGA-OL-A66H-01	1	0	14	7	5
TCGA-OL-A66I-01	8	3	20	22	3
TCGA-OL-A66J-01	13	3	11	25	16
TCGA-OL-A66K-01	4	1	8	25	9
TCGA-OL-A66L-01	53	27	0	7	7
TCGA-OL-A66N-01	4	1	7	36	10
TCGA-OL-A66O-01	0	2	10	19	7
TCGA-OL-A66P-01	10	0	70	19	24
TCGA-OL-A6VO-01	1	2	11	20	4
TCGA-OL-A6VQ-01	41	22	0	11	8
TCGA-OL-A6VR-01	1	1	2	6	7
TCGA-OL-A97C-01	2	1	27	19	21
TCGA-PE-A5DC-01	21	11	72	28	22
TCGA-PE-A5DD-01	40	21	0	22	2
TCGA-PE-A5DE-01	451	235	0	3	0
TCGA-PL-A8LV-01	15	37	67	14	22
TCGA-PL-A8LX-01	1	0	15	16	17
TCGA-PL-A8LY-01	0	0	0	1	6
TCGA-PL-A8LZ-01	35	0	73	15	13
TCGA-S3-A6ZF-01	0	6	10	36	0
TCGA-S3-A6ZG-01	12	0	8	36	4
TCGA-S3-A6ZH-01	7	1	10	21	6
TCGA-S3-AA0Z-01	14	11	18	22	12
TCGA-S3-AA10-01	12	17	92	11	18
TCGA-S3-AA11-01	14	0	54	13	15
TCGA-S3-AA12-01	8	3	21	25	3
TCGA-S3-AA14-01	2	4	0	17	1
TCGA-S3-AA15-01	20	27	2	8	3
TCGA-S3-AA17-01	9	16	68	24	24
TCGA-UL-AAZ6-01	13	15	61	18	33
TCGA-UU-A93S-01	15	12	109	31	29
TCGA-V7-A7HQ-01	0	5	15	10	1
TCGA-W8-A86G-01	2	2	7	16	8
TCGA-WT-AB41-01	37	3	0	15	7
TCGA-WT-AB44-01	1	0	18	30	11
TCGA-XX-A899-01	37	12	0	11	0
TCGA-XX-A89A-01	57	172	0	36	0
TCGA-Z7-A8R5-01	0	0	0	31	3
TCGA-Z7-A8R6-01	51	27	0	19	10
