NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	71.749	107.545	12.833	69.466	1.058	0.603	30000.0
2	71.869	107.198	12.9	69.536	1.049	0.605	20000.0
3	71.39	107.048	12.75	69.295	1.051	0.606	30000.0
4	71.816	106.721	12.812	69.126	1.049	0.606	30000.0
5	71.942	107.503	12.886	69.474	1.053	0.606	30000.0
6	71.475	106.847	12.749	69.037	1.047	0.609	40000.0
7	71.62	107.711	12.723	69.653	1.059	0.602	20000.0
8	72.338	108.057	12.955	69.77	1.057	0.601	20000.0
9	71.222	107.253	12.695	69.319	1.049	0.607	20000.0
10	71.501	107.425	12.691	69.19	1.06	0.606	40000.0
11	72.024	108.048	12.813	69.665	1.06	0.601	20000.0
12	72.118	107.301	12.951	69.329	1.052	0.607	50000.0
13	72.063	107.741	12.906	69.673	1.06	0.601	20000.0
14	72.189	107.9	12.916	69.657	1.062	0.601	40000.0
15	71.797	107.121	12.847	69.34	1.049	0.606	30000.0
16	72.077	108.07	12.951	69.579	1.06	0.605	40000.0
17	71.887	107.646	12.849	69.46	1.057	0.601	40000.0
18	71.686	107.396	12.892	69.398	1.055	0.606	50000.0
19	72.187	108.723	12.869	70.141	1.076	0.592	20000.0
20	72.221	106.576	12.908	69.583	1.05	0.601	40000.0
21	71.863	107.709	12.864	69.464	1.058	0.604	20000.0
22	71.84	107.396	12.906	69.42	1.054	0.606	20000.0
23	72.003	107.87	12.906	69.662	1.063	0.602	20000.0
24	71.702	107.447	12.766	69.289	1.057	0.606	20000.0
25	71.953	107.056	12.874	69.473	1.052	0.603	30000.0
26	71.77	107.221	12.906	69.391	1.056	0.604	40000.0
27	71.392	107.51	12.831	69.518	1.055	0.603	30000.0
28	71.955	107.449	12.778	69.352	1.052	0.604	30000.0
29	72.083	107.77	12.868	69.844	1.057	0.599	30000.0
30	71.836	107.459	12.787	69.447	1.052	0.605	30000.0
31	72.177	107.809	12.885	69.76	1.062	0.6	30000.0
32	71.763	107.452	12.813	69.309	1.055	0.606	20000.0
33	72.082	107.715	12.867	69.635	1.059	0.6	30000.0
34	71.48	107.369	12.719	69.575	1.055	0.601	20000.0
35	72.067	107.777	12.954	69.797	1.056	0.602	50000.0
36	71.662	107.248	12.945	69.473	1.057	0.604	20000.0
37	71.942	107.869	12.906	69.771	1.065	0.6	20000.0
38	71.588	107.082	12.861	69.271	1.048	0.608	40000.0
39	71.725	107.82	12.797	69.6	1.057	0.601	20000.0
40	72.196	107.504	12.922	69.457	1.051	0.605	30000.0
41	71.467	107.148	12.794	69.447	1.055	0.603	20000.0
42	72.14	107.219	12.929	69.443	1.054	0.603	40000.0
43	71.9	107.508	12.839	69.564	1.061	0.601	30000.0
44	72.063	107.529	12.941	69.466	1.058	0.606	40000.0
45	71.474	107.093	12.739	69.33	1.047	0.608	50000.0
46	71.479	107.275	12.74	69.192	1.05	0.607	20000.0
47	71.607	107.148	12.79	69.255	1.051	0.608	20000.0
48	71.432	107.56	12.812	69.393	1.056	0.607	40000.0
49	71.721	107.57	12.794	69.471	1.061	0.603	20000.0
50	71.548	107.277	12.757	69.133	1.051	0.608	40000.0
51	71.629	107.409	12.848	69.356	1.052	0.608	20000.0
52	72.02	108.012	12.897	70.051	1.061	0.596	20000.0
53	71.68	107.664	12.854	69.69	1.063	0.602	20000.0
54	71.825	106.65	12.772	69.374	1.053	0.601	20000.0
55	71.824	107.325	12.842	69.442	1.059	0.602	40000.0
56	72.192	107.965	12.891	69.808	1.064	0.598	30000.0
57	71.892	107.35	12.877	69.465	1.057	0.605	30000.0
58	71.562	107.588	12.784	69.624	1.058	0.599	20000.0
59	71.427	106.513	12.704	69.22	1.053	0.602	20000.0
60	71.849	107.68	12.835	69.508	1.057	0.601	20000.0
61	71.513	107.075	12.784	69.027	1.051	0.61	20000.0
62	71.377	106.755	12.756	69.084	1.045	0.61	20000.0
63	72.235	107.94	12.806	69.685	1.058	0.6	30000.0
64	71.096	106.387	12.781	68.915	1.039	0.611	30000.0
65	71.696	107.652	12.758	69.478	1.057	0.602	20000.0
66	71.832	107.283	12.873	69.388	1.055	0.605	30000.0
67	71.739	107.414	12.837	69.541	1.054	0.604	30000.0
68	71.389	106.724	12.749	69.092	1.048	0.61	20000.0
