NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	64.658	99.322	11.428	65.532	0.935	0.649	30000.0
2	64.589	98.834	11.433	65.359	0.93	0.654	30000.0
3	63.556	98.195	11.174	64.857	0.928	0.659	40000.0
4	64.013	98.735	11.209	64.986	0.937	0.655	60000.0
5	64.424	99.16	11.364	65.557	0.928	0.654	70000.0
6	64.135	98.543	11.238	64.848	0.943	0.657	80000.0
7	64.168	99.288	11.25	65.518	0.933	0.651	40000.0
8	64.52	98.787	11.384	65.123	0.932	0.658	70000.0
9	63.81	98.563	11.195	65.054	0.921	0.657	40000.0
10	64.071	98.858	11.28	65.141	0.936	0.653	40000.0
11	64.613	99.368	11.354	65.383	0.935	0.653	70000.0
12	64.735	99.332	11.424	65.489	0.93	0.652	60000.0
13	64.419	98.957	11.363	65.623	0.939	0.65	50000.0
14	64.609	99.133	11.311	65.218	0.936	0.653	30000.0
15	64.392	98.483	11.332	64.896	0.929	0.658	40000.0
16	64.841	99.446	11.498	65.468	0.934	0.653	40000.0
17	64.259	99.193	11.298	65.337	0.932	0.651	70000.0
18	64.184	98.977	11.333	65.384	0.927	0.653	30000.0
19	65.045	100.732	11.431	66.317	0.954	0.639	40000.0
20	63.746	98.18	11.177	65.078	0.936	0.654	40000.0
21	63.39	98.283	10.989	64.468	0.942	0.661	60000.0
22	63.078	97.695	10.993	64.17	0.94	0.667	30000.0
23	64.183	98.985	11.233	65.086	0.94	0.655	50000.0
24	64.361	98.902	11.356	65.167	0.926	0.654	30000.0
25	64.702	98.743	11.394	65.349	0.926	0.653	30000.0
26	64.593	99.145	11.434	65.446	0.929	0.653	40000.0
27	62.732	96.768	10.85	63.824	0.936	0.671	30000.0
28	63.765	98.048	11.175	64.571	0.934	0.662	50000.0
29	64.725	99.285	11.425	65.797	0.931	0.649	30000.0
30	64.467	98.962	11.332	65.364	0.932	0.654	40000.0
31	63.944	98.566	11.085	64.659	0.941	0.66	60000.0
32	63.941	98.879	11.152	64.897	0.93	0.655	40000.0
33	64.659	99.786	11.327	65.893	0.938	0.647	90000.0
34	65.611	99.893	11.82	66.383	0.936	0.643	30000.0
35	64.797	99.346	11.458	65.66	0.931	0.651	30000.0
36	65.954	99.868	12.06	66.585	0.938	0.644	50000.0
37	63.308	97.396	11.009	64.031	0.938	0.667	70000.0
38	63.959	97.865	11.275	64.424	0.925	0.666	30000.0
39	63.586	98.366	11.184	65.07	0.931	0.653	40000.0
40	63.369	97.057	11.044	64.0	0.928	0.67	40000.0
41	64.153	98.984	11.227	65.488	0.939	0.651	50000.0
42	64.651	98.818	11.417	65.418	0.937	0.651	100000.0
43	64.045	99.109	11.24	65.582	0.936	0.652	50000.0
44	64.236	98.774	11.322	64.926	0.936	0.657	50000.0
45	63.568	97.74	11.078	63.942	0.929	0.671	60000.0
46	62.985	97.456	10.961	64.166	0.933	0.667	40000.0
47	63.522	97.77	11.145	64.7	0.928	0.661	40000.0
48	64.269	99.563	11.351	65.634	0.936	0.65	30000.0
49	64.484	99.277	11.362	65.477	0.938	0.649	40000.0
50	63.448	98.179	11.084	64.708	0.938	0.659	40000.0
51	65.589	99.637	11.922	66.195	0.93	0.649	30000.0
52	63.585	97.836	11.101	64.383	0.938	0.665	50000.0
53	64.167	99.376	11.341	65.482	0.937	0.651	30000.0
54	64.306	98.49	11.323	65.204	0.93	0.655	50000.0
55	64.616	99.084	11.453	65.447	0.937	0.65	30000.0
56	64.601	99.714	11.405	65.659	0.942	0.648	40000.0
57	64.718	99.105	11.461	65.486	0.931	0.653	40000.0
58	64.561	99.58	11.385	65.697	0.932	0.647	70000.0
59	63.885	98.352	11.215	64.953	0.925	0.658	30000.0
60	64.401	98.749	11.378	64.973	0.928	0.657	30000.0
61	64.357	99.108	11.3	65.017	0.929	0.657	50000.0
62	63.97	98.364	11.283	64.931	0.924	0.658	70000.0
63	66.113	100.432	11.886	66.663	0.937	0.639	60000.0
64	63.524	97.574	11.16	64.3	0.921	0.666	30000.0
65	64.57	99.342	11.363	65.385	0.933	0.651	60000.0
66	64.55	99.124	11.351	65.24	0.933	0.653	30000.0
67	64.103	98.57	11.229	64.86	0.931	0.657	20000.0
68	64.144	98.388	11.329	65.065	0.927	0.658	50000.0
69	64.264	97.864	11.2	64.561	0.937	0.663	50000.0
70	63.844	97.531	11.146	64.277	0.93	0.662	40000.0
71	63.782	98.858	11.178	65.055	0.933	0.658	80000.0
72	64.819	100.017	11.41	65.812	0.939	0.649	40000.0
73	64.385	98.867	11.297	64.952	0.923	0.659	50000.0
74	64.442	99.768	11.218	65.528	0.938	0.649	40000.0
75	64.559	98.915	11.368	65.169	0.932	0.654	50000.0
76	64.669	100.136	11.497	65.818	0.962	0.645	50000.0
77	64.242	98.728	11.406	65.29	0.927	0.656	30000.0
78	64.427	99.275	11.353	65.603	0.936	0.65	30000.0
79	63.285	97.432	10.997	64.137	0.93	0.665	70000.0
80	63.334	98.07	11.035	64.659	0.941	0.662	60000.0
81	63.875	99.064	11.175	65.147	0.937	0.652	60000.0
82	63.253	97.483	10.922	63.896	0.933	0.668	40000.0
83	64.466	99.388	11.274	65.473	0.936	0.652	50000.0
84	64.66	99.365	11.353	65.395	0.93	0.652	50000.0
85	64.448	98.811	11.427	65.16	0.921	0.656	90000.0
86	62.991	97.728	10.82	64.303	0.94	0.662	30000.0
87	64.462	99.106	11.39	65.344	0.93	0.653	40000.0
88	63.842	98.752	11.093	64.986	0.951	0.655	50000.0
89	64.553	98.893	11.346	65.118	0.928	0.656	40000.0
90	64.258	98.831	11.264	65.382	0.936	0.652	50000.0
91	63.953	99.062	11.234	65.428	0.929	0.649	50000.0
92	64.489	99.125	11.332	65.263	0.928	0.654	30000.0
93	63.474	98.04	11.114	65.059	0.926	0.657	60000.0
94	64.247	98.723	11.307	65.104	0.936	0.654	20000.0
95	65.807	100.279	11.917	66.757	0.929	0.643	40000.0
96	64.155	98.711	11.213	64.857	0.935	0.66	40000.0
97	63.968	99.007	11.257	65.425	0.948	0.65	20000.0
98	63.211	97.247	11.028	64.207	0.939	0.664	40000.0
99	64.156	98.282	11.267	64.694	0.919	0.659	40000.0
100	64.772	99.698	11.45	65.643	0.935	0.65	60000.0
