Samples	SBS96A	SBS96B	SBS96C
TCGA-GF-A2C7-01	92	7	4
TCGA-GF-A3OT-06	705	30	49
TCGA-GF-A4EO-06	313	20	13
TCGA-GF-A6C8-06	493	0	34
TCGA-GF-A6C9-06	3852	0	2
TCGA-GF-A769-01	175	17	23
TCGA-GN-A262-06	463	3	29
TCGA-GN-A263-01	599	4	0
TCGA-GN-A264-06	17	29	15
TCGA-GN-A265-06	303	0	7
TCGA-GN-A266-06	5213	107	27
TCGA-GN-A267-06	541	12	47
TCGA-GN-A268-06	413	18	20
TCGA-GN-A269-01	990	8	0
TCGA-GN-A26A-06	429	0	23
TCGA-GN-A26C-01	2497	3	7
TCGA-GN-A26D-06	15	27	16
TCGA-GN-A4U3-06	430	14	17
TCGA-GN-A4U4-06	972	0	3
TCGA-GN-A4U5-01	434	0	19
TCGA-GN-A4U7-06	282	36	29
TCGA-GN-A4U8-06	527	18	1
TCGA-GN-A4U9-06	8	24	45
TCGA-GN-A8LK-06	2732	0	60
TCGA-GN-A8LL-06	18	30	22
TCGA-GN-A8LN-01	330	13	17
TCGA-GN-A9SD-06	162	34	8
TCGA-HR-A2OG-06	226	0	28
TCGA-HR-A2OH-06	137	0	20
TCGA-HR-A5NC-01	49	18	26
TCGA-IH-A3EA-01	2015	0	0
TCGA-LH-A9QB-06	344	4	11
TCGA-OD-A75X-06	1404	0	51
TCGA-QB-A6FS-06	1595	0	9
TCGA-QB-AA9O-06	1967	23	106
TCGA-RP-A690-06	5	0	15
TCGA-RP-A693-06	1047	0	44
TCGA-RP-A694-06	903	41	31
TCGA-RP-A695-06	1185	0	0
TCGA-RP-A6K9-06	2	28	38
TCGA-W3-A824-06	1815	0	216
TCGA-W3-A825-06	1512	10	32
TCGA-W3-A828-06	1717	95	39
TCGA-W3-AA1O-06	1029	0	19
TCGA-W3-AA1Q-06	1238	0	31
TCGA-W3-AA1R-06	2307	24	60
TCGA-W3-AA1V-06	7273	152	64
TCGA-W3-AA1W-06	933	0	26
TCGA-W3-AA21-06	670	0	33
TCGA-WE-A8JZ-06	246	25	10
TCGA-WE-A8K1-06	420	6	34
TCGA-WE-A8K4-01	1124	0	35
TCGA-WE-A8K5-06	1530	0	60
TCGA-WE-A8K6-06	336	10	20
TCGA-WE-A8ZM-06	66	13	24
TCGA-WE-A8ZN-06	209	3	13
TCGA-WE-A8ZO-06	471	0	16
TCGA-WE-A8ZQ-06	175	32	43
TCGA-WE-A8ZR-06	14	7	15
TCGA-WE-A8ZT-06	623	1	4
TCGA-WE-A8ZX-06	777	23	0
TCGA-WE-A8ZY-06	313	15	18
TCGA-WE-AA9Y-06	93	2	9
TCGA-WE-AAA0-06	1975	0	7
TCGA-WE-AAA3-06	507	4	19
TCGA-WE-AAA4-06	288	0	24
TCGA-XV-A9VZ-01	4	9	5
TCGA-XV-A9W2-01	9	27	20
TCGA-XV-A9W5-01	99	21	15
TCGA-XV-AAZV-01	142	0	17
TCGA-XV-AAZW-01	161	28	25
TCGA-XV-AAZY-01	232	7	0
TCGA-YD-A89C-06	2385	2	18
TCGA-YD-A9TA-06	4589	0	47
TCGA-YD-A9TB-06	420	34	14
TCGA-YG-AA3N-01	2796	0	0
TCGA-YG-AA3O-06	1500	0	27
TCGA-YG-AA3P-06	16	44	38
TCGA-Z2-A8RT-06	4075	0	0
TCGA-Z2-AA3S-06	285	0	8
TCGA-Z2-AA3V-06	577	0	16
TCGA-3C-AAAU-01	5	8	32
TCGA-3C-AALI-01	184	623	1
TCGA-3C-AALJ-01	11	33	22
TCGA-3C-AALK-01	10	24	30
TCGA-4H-AAAK-01	4	4	25
TCGA-5L-AAT0-01	119	156	4
TCGA-5L-AAT1-01	588	1398	0
TCGA-5T-A9QA-01	8	7	38
TCGA-A1-A0SB-01	1	1	14
TCGA-A1-A0SD-01	4	10	26
TCGA-A1-A0SE-01	14	11	11
TCGA-A1-A0SF-01	28	28	8
TCGA-A1-A0SG-01	9	3	23
TCGA-A1-A0SH-01	41	92	5
TCGA-A1-A0SI-01	62	216	0
TCGA-A1-A0SJ-01	3	15	22
TCGA-A1-A0SK-01	8	36	40
TCGA-A1-A0SM-01	6	3	23
TCGA-A1-A0SN-01	16	36	24
TCGA-A1-A0SO-01	29	248	76
TCGA-A1-A0SP-01	18	17	35
TCGA-A2-A04N-01	15	13	25
TCGA-A2-A04R-01	8	64	30
TCGA-A2-A04U-01	9	23	35
TCGA-A2-A04W-01	49	121	17
TCGA-A2-A0CK-01	5	3	19
TCGA-A2-A0CL-01	44	136	20
TCGA-A2-A0CR-01	64	146	0
TCGA-A2-A0CS-01	1	10	37
TCGA-A2-A0CV-01	2	4	18
TCGA-A2-A0CW-01	20	43	21
TCGA-A2-A0D3-01	3	1	28
TCGA-A2-A0EN-01	11	5	23
TCGA-A2-A0EP-01	4	10	2
TCGA-A2-A0ES-01	7	2	10
TCGA-A2-A0EW-01	1	7	12
TCGA-A2-A0ST-01	3	13	12
TCGA-A2-A0SU-01	6	10	19
TCGA-A2-A0SX-01	9	14	18
TCGA-A2-A0SY-01	53	116	8
TCGA-A2-A0T0-01	19	141	57
TCGA-A2-A0T1-01	7	0	25
TCGA-A2-A0T3-01	3	18	23
TCGA-A2-A0T4-01	2	21	18
TCGA-A2-A0T5-01	1	1	11
TCGA-A2-A0T6-01	4	1	23
TCGA-A2-A0T7-01	5	4	20
TCGA-A2-A0YC-01	4	15	13
TCGA-A2-A0YD-01	30	41	16
TCGA-A2-A0YE-01	9	14	20
TCGA-A2-A0YF-01	7	13	19
TCGA-A2-A0YG-01	20	23	35
TCGA-A2-A0YH-01	20	63	17
TCGA-A2-A0YI-01	5	7	6
TCGA-A2-A0YJ-01	3	35	60
TCGA-A2-A0YK-01	113	365	0
TCGA-A2-A0YL-01	19	22	2
TCGA-A2-A0YM-01	15	54	40
TCGA-A2-A0YT-01	24	19	38
TCGA-A2-A1FV-01	15	9	26
TCGA-A2-A1FW-01	20	24	51
TCGA-A2-A1FX-01	8	5	15
TCGA-A2-A1FZ-01	0	9	20
TCGA-A2-A1G0-01	9	8	6
TCGA-A2-A1G1-01	8	17	14
TCGA-A2-A1G6-01	0	4	6
TCGA-A2-A259-01	12	7	10
TCGA-A2-A25A-01	34	89	6
TCGA-A2-A25B-01	24	63	41
TCGA-A2-A25C-01	8	24	7
TCGA-A2-A25D-01	12	30	22
TCGA-A2-A25E-01	7	31	23
TCGA-A2-A25F-01	0	6	0
TCGA-A2-A3KD-01	5	0	13
TCGA-A2-A3XT-01	6	97	19
TCGA-A2-A3XU-01	1	7	23
TCGA-A2-A3XV-01	10	7	31
TCGA-A2-A3XW-01	6	1	10
TCGA-A2-A3XX-01	7	14	31
TCGA-A2-A3XZ-01	12	26	14
TCGA-A2-A3Y0-01	21	161	61
TCGA-A2-A4S1-01	4	49	45
TCGA-A2-A4S2-01	7	16	20
TCGA-A2-A4S3-01	12	51	44
TCGA-A7-A0CE-01	14	28	19
TCGA-A7-A0CH-01	8	4	5
TCGA-A7-A0D9-01	6	2	4
TCGA-A7-A0DA-01	19	122	46
TCGA-A7-A0DB-01	7	27	19
TCGA-A7-A13D-01	20	76	44
TCGA-A7-A13E-01	5	13	62
TCGA-A7-A13F-01	6	8	31
TCGA-A7-A13G-01	4	13	15
TCGA-A7-A26E-01	20	19	28
TCGA-A7-A26F-01	8	13	25
TCGA-A7-A26G-01	12	44	12
TCGA-A7-A26H-01	29	94	27
TCGA-A7-A26I-01	12	22	12
TCGA-A7-A26J-01	5	23	14
TCGA-A7-A2KD-01	14	9	32
TCGA-A7-A3RF-01	2	19	19
TCGA-A7-A425-01	4	4	25
TCGA-A7-A4SC-01	8	11	19
TCGA-A7-A4SD-01	2	11	49
TCGA-A7-A4SE-01	17	113	16
TCGA-A7-A56D-01	59	125	41
TCGA-A7-A5ZV-01	24	157	87
TCGA-A7-A5ZW-01	4	18	14
TCGA-A7-A5ZX-01	12	13	17
TCGA-A7-A6VV-01	9	27	28
TCGA-A7-A6VW-01	18	44	30
TCGA-A7-A6VX-01	43	106	28
TCGA-A7-A6VY-01	19	82	35
TCGA-A8-A075-01	30	53	17
TCGA-AC-A23C-01	35	85	25
TCGA-AC-A23E-01	2	4	18
TCGA-AC-A23H-01	1432	4946	0
TCGA-AC-A2B8-01	32	91	5
TCGA-AC-A2BK-01	6	41	63
TCGA-AC-A2BM-01	0	11	15
TCGA-AC-A2FB-01	5	6	6
TCGA-AC-A2FF-01	3	7	1
TCGA-AC-A2FG-01	9	13	17
TCGA-AC-A2FK-01	1	2	0
TCGA-AC-A2FO-01	7	17	3
TCGA-AC-A2QH-01	0	8	19
TCGA-AC-A3HN-01	3	5	14
TCGA-AC-A3OD-01	12	8	19
TCGA-AC-A3QP-01	3	19	13
TCGA-AC-A3QQ-01	5	5	26
TCGA-AC-A3W5-01	42	130	39
TCGA-AC-A3YI-01	3	5	10
TCGA-AC-A3YJ-01	11	5	22
TCGA-AC-A4ZE-01	14	26	34
TCGA-AC-A5EH-01	25	126	54
TCGA-AC-A5EI-01	13	13	17
TCGA-AC-A5XS-01	222	493	0
TCGA-AC-A5XU-01	16	32	65
TCGA-AC-A62V-01	12	20	74
TCGA-AC-A62X-01	4	13	70
TCGA-AC-A62Y-01	13	47	29
TCGA-AC-A6IV-01	7	4	16
TCGA-AC-A6IW-01	46	141	44
TCGA-AC-A6IX-01	23	29	19
TCGA-AC-A6NO-01	9	7	27
TCGA-AC-A7VB-01	2	2	31
TCGA-AC-A7VC-01	6	1	19
TCGA-AC-A8OP-01	29	103	112
TCGA-AC-A8OQ-01	31	38	68
TCGA-AC-A8OR-01	1	9	22
TCGA-AC-A8OS-01	19	34	26
TCGA-AN-A0XL-01	9	10	21
TCGA-AN-A0XN-01	14	108	53
TCGA-AN-A0XO-01	18	11	14
TCGA-AN-A0XP-01	5	15	14
TCGA-AN-A0XR-01	7	17	14
TCGA-AN-A0XS-01	7	13	12
TCGA-AN-A0XT-01	3	2	17
TCGA-AN-A0XU-01	11	94	32
TCGA-AN-A0XV-01	5	16	23
TCGA-AN-A0XW-01	83	340	0
TCGA-AO-A03M-01	243	907	0
TCGA-AO-A03N-01	28	88	18
TCGA-AO-A03U-01	0	5	0
TCGA-AO-A03V-01	22	34	16
TCGA-AO-A0JG-01	7	12	2
TCGA-AO-A124-01	19	103	56
TCGA-AO-A125-01	7	12	26
TCGA-AO-A126-01	4	9	12
TCGA-AO-A128-01	15	143	1052
TCGA-AO-A129-01	16	96	32
TCGA-AO-A12A-01	2	5	12
TCGA-AO-A12B-01	0	6	17
TCGA-AO-A12D-01	32	29	12
TCGA-AO-A12E-01	7	3	23
TCGA-AO-A12F-01	0	2	38
TCGA-AO-A12G-01	5	13	24
TCGA-AO-A12H-01	7	1	22
TCGA-AO-A1KO-01	1	6	3
TCGA-AO-A1KR-01	8	53	28
TCGA-AO-A1KT-01	5	12	34
TCGA-AQ-A04H-01	6	13	62
TCGA-AQ-A0Y5-01	13	26	31
TCGA-AQ-A1H2-01	3	7	24
TCGA-AQ-A1H3-01	0	0	27
TCGA-AQ-A54O-01	2	9	14
TCGA-AQ-A7U7-01	26	58	12
TCGA-AR-A0TP-01	8	48	15
TCGA-AR-A0TQ-01	13	21	15
TCGA-AR-A0TR-01	11	5	26
TCGA-AR-A0TS-01	12	47	31
TCGA-AR-A0TT-01	16	24	35
TCGA-AR-A0TU-01	8	52	30
TCGA-AR-A0TV-01	13	24	42
TCGA-AR-A0TW-01	4	25	38
