Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-OD-A75X-06	856	427	0	0	0	0	54	118	0
TCGA-QB-A6FS-06	900	565	0	0	0	0	0	139	0
TCGA-QB-AA9O-06	986	837	0	0	0	0	17	238	18
TCGA-RP-A690-06	3	0	0	5	9	0	1	0	2
TCGA-RP-A693-06	496	528	0	0	0	0	5	60	2
TCGA-RP-A694-06	425	411	0	0	0	8	0	131	0
TCGA-RP-A695-06	629	482	0	0	0	0	6	68	0
TCGA-RP-A6K9-06	0	6	15	19	17	1	8	1	1
TCGA-W3-A824-06	965	861	0	36	0	0	18	151	0
TCGA-W3-A825-06	805	538	0	0	0	16	0	195	0
TCGA-W3-A828-06	822	944	39	0	0	0	23	1	22
TCGA-W3-AA1O-06	543	434	0	0	0	0	0	71	0
TCGA-W3-AA1Q-06	760	343	0	0	0	0	8	158	0
TCGA-W3-AA1R-06	1206	907	0	0	0	0	19	259	0
TCGA-W3-AA1V-06	3748	2981	0	0	0	23	0	737	0
TCGA-W3-AA1W-06	526	318	0	0	0	8	0	107	0
TCGA-W3-AA21-06	388	223	0	0	0	1	5	86	0
TCGA-WE-A8JZ-06	153	93	21	3	0	4	0	7	0
TCGA-WE-A8K1-06	225	132	8	0	0	0	12	83	0
TCGA-WE-A8K4-01	594	446	0	0	0	0	14	101	4
TCGA-WE-A8K5-06	784	603	0	0	0	9	0	194	0
TCGA-WE-A8K6-06	164	162	4	0	0	0	3	33	0
TCGA-WE-A8ZM-06	38	0	1	7	31	0	15	7	4
TCGA-WE-A8ZN-06	107	102	0	0	0	0	0	16	0
TCGA-WE-A8ZO-06	298	121	0	0	0	0	2	66	0
TCGA-WE-A8ZQ-06	87	101	24	11	0	0	6	19	2
TCGA-WE-A8ZR-06	8	0	9	8	0	0	0	11	0
TCGA-WE-A8ZT-06	334	251	0	0	0	0	1	42	0
TCGA-WE-A8ZX-06	452	252	0	0	0	29	0	67	0
TCGA-WE-A8ZY-06	172	118	13	0	0	0	12	28	3
TCGA-WE-AA9Y-06	52	40	5	2	0	0	0	2	3
TCGA-WE-AAA0-06	1001	852	0	0	0	0	0	129	0
TCGA-WE-AAA3-06	258	176	0	0	0	11	0	85	0
TCGA-WE-AAA4-06	140	109	0	0	0	0	8	50	5
TCGA-XV-A9VZ-01	2	3	0	3	6	4	0	0	0
TCGA-XV-A9W2-01	2	9	7	11	14	9	4	0	0
TCGA-XV-A9W5-01	46	46	13	0	0	3	0	27	0
TCGA-XV-AAZV-01	95	36	5	9	0	0	0	14	0
TCGA-XV-AAZW-01	87	71	11	4	2	8	3	26	2
TCGA-XV-AAZY-01	126	89	0	0	0	7	0	17	0
TCGA-YD-A89C-06	1242	943	0	0	0	6	0	214	0
TCGA-YD-A9TA-06	2567	1617	0	0	0	68	0	384	0
TCGA-YD-A9TB-06	227	147	0	0	6	23	0	61	4
TCGA-YG-AA3N-01	1520	1068	0	0	0	13	0	195	0
TCGA-YG-AA3O-06	886	506	0	0	0	7	13	113	2
TCGA-YG-AA3P-06	1	27	28	11	0	0	15	3	13
TCGA-Z2-A8RT-06	2454	1302	0	0	0	38	0	266	15
TCGA-Z2-AA3S-06	185	75	6	0	0	0	4	23	0
TCGA-Z2-AA3V-06	319	225	0	0	0	1	1	47	0
TCGA-3C-AAAU-01	0	8	0	17	10	3	4	3	0
TCGA-3C-AALI-01	45	48	0	0	127	473	0	115	0
TCGA-3C-AALJ-01	7	3	10	13	14	12	5	2	0
TCGA-3C-AALK-01	3	8	1	14	24	7	5	2	0
TCGA-4H-AAAK-01	0	0	2	11	6	0	5	9	0
TCGA-5L-AAT0-01	58	21	0	0	53	108	0	39	0
TCGA-5L-AAT1-01	204	211	0	0	285	1043	0	243	0
TCGA-5T-A9QA-01	3	11	2	21	12	0	4	0	0
TCGA-A1-A0SB-01	0	1	0	4	6	0	4	1	0
TCGA-A1-A0SD-01	0	5	0	10	22	0	1	2	0
TCGA-A1-A0SE-01	6	1	3	3	13	1	4	5	0
TCGA-A1-A0SF-01	11	10	0	4	15	17	0	6	1
TCGA-A1-A0SG-01	1	1	0	8	14	0	2	9	0
TCGA-A1-A0SH-01	23	13	8	6	34	54	0	0	0
TCGA-A1-A0SI-01	20	29	0	0	15	187	0	27	0
TCGA-A1-A0SJ-01	2	0	0	16	12	7	0	0	3
TCGA-A1-A0SK-01	4	0	10	15	53	0	0	2	0
TCGA-A1-A0SM-01	1	0	1	9	10	0	4	7	0
TCGA-A1-A0SN-01	5	3	0	15	15	24	1	11	2
TCGA-A1-A0SO-01	3	22	106	17	156	18	9	7	15
TCGA-A1-A0SP-01	15	0	11	19	20	0	5	0	0
TCGA-A2-A04N-01	3	8	3	9	18	1	0	10	1
TCGA-A2-A04R-01	0	9	32	13	23	10	3	5	7
TCGA-A2-A04U-01	4	0	6	15	28	2	2	4	6
TCGA-A2-A04W-01	20	12	4	13	8	94	7	29	0
TCGA-A2-A0CK-01	1	4	0	10	11	1	0	0	0
TCGA-A2-A0CL-01	8	22	0	13	31	104	0	22	0
TCGA-A2-A0CR-01	27	17	0	0	41	110	0	15	0
TCGA-A2-A0CS-01	0	0	1	19	24	0	1	2	1
TCGA-A2-A0CV-01	0	1	3	14	0	1	0	5	0
TCGA-A2-A0CW-01	10	1	4	10	35	17	0	6	1
TCGA-A2-A0D3-01	1	4	0	20	6	0	0	1	0
TCGA-A2-A0EN-01	3	6	0	8	15	0	4	3	0
TCGA-A2-A0EP-01	1	2	2	1	0	5	4	0	1
TCGA-A2-A0ES-01	4	0	0	4	9	0	2	0	0
TCGA-A2-A0EW-01	0	1	1	5	7	1	4	1	0
TCGA-A2-A0ST-01	0	7	5	7	3	3	2	1	0
TCGA-A2-A0SU-01	2	7	0	10	11	2	3	0	0
TCGA-A2-A0SX-01	8	0	4	14	1	6	3	0	5
TCGA-A2-A0SY-01	25	9	0	6	21	95	0	21	0
TCGA-A2-A0T0-01	10	0	41	14	92	17	31	2	10
TCGA-A2-A0T1-01	1	3	0	9	5	0	7	4	3
TCGA-A2-A0T3-01	1	0	10	12	18	1	0	2	0
TCGA-A2-A0T4-01	0	3	2	11	14	8	3	0	0
TCGA-A2-A0T5-01	0	1	0	5	5	0	0	1	1
TCGA-A2-A0T6-01	2	0	0	12	12	0	0	2	0
TCGA-A2-A0T7-01	0	5	0	7	11	0	0	4	2
TCGA-A2-A0YC-01	2	0	5	7	15	3	0	0	0
TCGA-A2-A0YD-01	10	8	0	7	10	32	0	20	0
TCGA-A2-A0YE-01	4	7	6	13	7	4	0	2	0
TCGA-A2-A0YF-01	4	0	5	9	18	0	0	1	2
TCGA-A2-A0YG-01	7	9	3	13	37	1	4	4	0
TCGA-A2-A0YH-01	6	10	0	11	26	40	0	7	0
TCGA-A2-A0YI-01	5	0	4	3	4	1	1	0	0
TCGA-A2-A0YJ-01	0	1	4	25	48	4	4	3	9
TCGA-A2-A0YK-01	40	37	0	0	46	313	0	42	0
TCGA-A2-A0YL-01	11	5	0	2	9	16	0	0	0
TCGA-A2-A0YM-01	2	8	3	25	28	29	2	12	0
TCGA-A2-A0YT-01	10	0	0	19	29	6	0	17	0
TCGA-A2-A1FV-01	8	2	0	12	24	1	2	1	0
TCGA-A2-A1FW-01	17	0	10	26	22	5	5	3	7
TCGA-A2-A1FX-01	4	4	6	8	2	0	0	3	1
TCGA-A2-A1FZ-01	0	1	0	8	12	1	6	0	1
TCGA-A2-A1G0-01	1	7	0	0	12	0	0	3	0
TCGA-A2-A1G1-01	2	7	5	4	18	0	2	1	0
TCGA-A2-A1G6-01	0	0	0	3	5	1	1	0	0
TCGA-A2-A259-01	4	8	0	3	9	2	0	3	0
TCGA-A2-A25A-01	15	17	14	5	24	50	0	4	0
TCGA-A2-A25B-01	12	1	30	16	52	4	5	7	1
TCGA-A2-A25C-01	6	0	11	1	7	2	12	0	0
TCGA-A2-A25D-01	3	12	8	8	17	5	5	1	5
TCGA-A2-A25E-01	0	3	1	4	35	3	10	4	1
TCGA-A2-A25F-01	0	0	4	0	2	0	0	0	0
TCGA-A2-A3KD-01	1	7	0	5	3	0	2	0	0
TCGA-A2-A3XT-01	0	3	14	5	45	34	14	0	7
TCGA-A2-A3XU-01	0	2	1	11	14	0	3	0	0
TCGA-A2-A3XV-01	5	2	4	13	8	0	10	4	2
TCGA-A2-A3XW-01	2	0	0	3	7	0	2	3	0
TCGA-A2-A3XX-01	2	0	1	14	28	0	1	6	0
TCGA-A2-A3XZ-01	5	0	0	9	12	19	0	7	0
TCGA-A2-A3Y0-01	7	0	17	23	101	52	35	0	8
TCGA-A2-A4S1-01	1	1	18	20	42	5	6	0	5
TCGA-A2-A4S2-01	2	5	0	7	24	1	4	0	0
TCGA-A2-A4S3-01	2	8	13	20	33	13	12	4	2
TCGA-A7-A0CE-01	10	0	9	8	22	4	7	0	1
TCGA-A7-A0CH-01	1	10	3	1	0	0	1	1	0
TCGA-A7-A0D9-01	4	0	0	3	1	2	1	0	1
TCGA-A7-A0DA-01	5	0	22	8	122	10	3	5	12
TCGA-A7-A0DB-01	1	2	0	9	21	13	0	2	5
TCGA-A7-A13D-01	10	0	6	16	85	15	7	0	1
TCGA-A7-A13E-01	5	0	2	43	25	5	0	0	0
TCGA-A7-A13F-01	1	4	1	16	6	4	4	9	0
TCGA-A7-A13G-01	0	4	0	7	16	4	0	0	1
TCGA-A7-A26E-01	5	4	0	10	29	6	0	13	0
TCGA-A7-A26F-01	0	7	0	8	25	0	0	6	0
TCGA-A7-A26G-01	7	0	20	7	16	13	3	2	0
TCGA-A7-A26H-01	10	16	0	20	31	66	0	7	0
TCGA-A7-A26I-01	6	2	7	4	17	4	3	2	1
TCGA-A7-A26J-01	1	3	4	5	25	3	0	0	1
TCGA-A7-A2KD-01	6	7	0	17	16	4	0	3	2
TCGA-A7-A3RF-01	0	2	2	6	26	0	4	0	0
TCGA-A7-A425-01	3	0	0	12	17	0	0	0	1
TCGA-A7-A4SC-01	4	2	7	10	8	0	0	4	3
TCGA-A7-A4SD-01	0	2	0	24	26	0	2	3	5
TCGA-A7-A4SE-01	7	0	17	4	60	39	15	0	4
TCGA-A7-A56D-01	18	25	0	21	68	70	0	23	0
TCGA-A7-A5ZV-01	8	5	40	33	107	33	19	3	20
TCGA-A7-A5ZW-01	0	1	0	6	8	10	6	5	0
TCGA-A7-A5ZX-01	4	0	1	4	20	0	3	6	4
TCGA-A7-A6VV-01	0	21	8	16	7	9	3	0	0
TCGA-A7-A6VW-01	6	8	9	7	40	4	13	2	3
TCGA-A7-A6VX-01	14	20	17	5	76	23	10	2	10
TCGA-A7-A6VY-01	5	5	16	10	58	18	16	6	2
TCGA-A8-A075-01	14	13	9	8	34	18	0	0	4
TCGA-AC-A23C-01	14	8	6	10	46	38	12	8	3
TCGA-AC-A23E-01	0	3	1	8	10	0	0	2	0
TCGA-AC-A23H-01	572	359	0	0	784	4195	0	468	0
TCGA-AC-A2B8-01	1	29	0	0	30	56	0	12	0
TCGA-AC-A2BK-01	4	0	20	34	33	4	12	3	0
TCGA-AC-A2BM-01	0	0	4	10	2	3	1	0	6
TCGA-AC-A2FB-01	0	10	0	2	1	1	3	0	0
TCGA-AC-A2FF-01	2	1	0	1	3	4	0	0	0
TCGA-AC-A2FG-01	2	3	0	6	19	4	1	4	0
TCGA-AC-A2FK-01	0	1	0	0	2	0	0	0	0
TCGA-AC-A2FO-01	0	7	0	0	9	7	0	4	0
TCGA-AC-A2QH-01	0	0	0	13	11	3	0	0	0
TCGA-AC-A3HN-01	2	0	1	7	3	2	3	1	3
TCGA-AC-A3OD-01	1	13	0	8	8	1	0	8	0
TCGA-AC-A3QP-01	0	0	6	2	16	0	6	5	0
TCGA-AC-A3QQ-01	0	11	0	15	5	1	0	0	4
TCGA-AC-A3W5-01	19	4	8	20	81	59	7	5	8
TCGA-AC-A3YI-01	0	3	4	3	1	0	3	4	0
TCGA-AC-A3YJ-01	5	10	0	12	7	2	2	0	0
TCGA-AC-A4ZE-01	7	2	7	16	29	2	8	3	0
TCGA-AC-A5EH-01	3	16	32	13	87	20	17	6	11
TCGA-AC-A5EI-01	0	13	0	6	15	3	1	5	0
TCGA-AC-A5XS-01	102	48	0	0	91	392	0	82	0
TCGA-AC-A5XU-01	6	14	8	45	24	12	0	3	1
TCGA-AC-A62V-01	12	1	10	57	12	9	1	1	3
TCGA-AC-A62X-01	2	8	5	49	14	4	0	0	5
TCGA-AC-A62Y-01	0	13	0	14	29	23	5	3	2
TCGA-AC-A6IV-01	0	8	3	5	3	0	2	6	0
TCGA-AC-A6IW-01	22	24	4	33	43	91	7	0	7
TCGA-AC-A6IX-01	7	15	0	8	19	16	4	2	0
TCGA-AC-A6NO-01	7	0	0	13	14	1	7	1	0
TCGA-AC-A7VB-01	0	9	0	19	4	0	3	0	0
TCGA-AC-A7VC-01	2	1	0	9	8	0	2	4	0
TCGA-AC-A8OP-01	13	0	42	55	68	21	18	19	8
TCGA-AC-A8OQ-01	12	8	1	31	59	7	0	13	6
TCGA-AC-A8OR-01	0	2	2	12	13	0	2	0	1
TCGA-AC-A8OS-01	4	15	0	7	32	9	6	1	5
TCGA-AN-A0XL-01	3	8	8	9	3	0	4	3	2
TCGA-AN-A0XN-01	7	0	35	16	63	16	22	2	14
TCGA-AN-A0XO-01	6	0	0	3	16	4	6	8	0
TCGA-AN-A0XP-01	2	1	1	6	9	5	7	1	2
TCGA-AN-A0XR-01	0	11	3	6	15	3	0	0	0
TCGA-AN-A0XS-01	0	6	1	3	15	1	1	5	0
TCGA-AN-A0XT-01	0	8	0	11	3	0	0	0	0
TCGA-AN-A0XU-01	0	15	33	8	48	17	7	5	4
TCGA-AN-A0XV-01	4	0	6	16	0	7	7	4	0
TCGA-AN-A0XW-01	32	29	0	0	40	306	0	16	0
TCGA-AO-A03M-01	90	64	0	0	76	831	0	89	0
TCGA-AO-A03N-01	4	19	1	11	25	59	0	15	0
TCGA-AO-A03U-01	0	0	0	0	2	2	0	0	1
TCGA-AO-A03V-01	13	3	8	8	14	15	2	5	4
TCGA-AO-A0JG-01	5	0	8	0	2	0	3	0	3
TCGA-AO-A124-01	7	0	35	16	88	6	9	6	11
TCGA-AO-A125-01	0	11	3	12	12	1	0	6	0
TCGA-AO-A126-01	0	0	0	3	18	0	0	4	0
TCGA-AO-A128-01	12	44	78	539	0	20	452	24	41
TCGA-AO-A129-01	8	0	19	13	53	30	11	0	10
TCGA-AO-A12A-01	0	4	0	7	6	2	0	0	0
TCGA-AO-A12B-01	0	1	3	9	9	0	0	0	1
TCGA-AO-A12D-01	14	5	0	4	23	15	0	12	0
TCGA-AO-A12E-01	6	0	0	15	11	0	0	1	0
TCGA-AO-A12F-01	0	0	0	23	10	0	1	3	3
TCGA-AO-A12G-01	1	5	0	10	16	5	5	0	0
TCGA-AO-A12H-01	3	0	0	8	14	0	4	1	0
TCGA-AO-A1KO-01	0	0	2	0	2	0	4	2	0
TCGA-AO-A1KR-01	0	5	7	7	49	9	8	4	0
TCGA-AO-A1KT-01	0	2	0	11	23	0	11	4	0
TCGA-AQ-A04H-01	3	2	4	41	17	4	2	5	3
TCGA-AQ-A0Y5-01	6	0	2	20	20	14	0	8	0
TCGA-AQ-A1H2-01	0	0	0	11	14	0	2	4	3
TCGA-AQ-A1H3-01	0	4	0	16	5	0	0	0	2
TCGA-AQ-A54O-01	0	2	0	5	15	1	0	0	2
TCGA-AQ-A7U7-01	7	8	0	6	20	41	0	13	1
TCGA-AR-A0TP-01	4	0	12	2	37	4	10	0	2
TCGA-AR-A0TQ-01	5	5	6	7	16	6	0	3	1
TCGA-AR-A0TR-01	7	0	1	13	8	0	10	3	0
TCGA-AR-A0TS-01	8	2	13	16	37	10	0	0	4
TCGA-AR-A0TT-01	3	13	0	16	19	9	7	6	2
TCGA-AR-A0TU-01	6	0	15	15	37	11	2	0	4
TCGA-AR-A0TV-01	2	18	0	18	33	3	5	0	0
TCGA-AR-A0TW-01	1	0	12	19	26	2	1	6	0
TCGA-AR-A0TX-01	43	19	0	0	62	236	0	47	0
TCGA-AR-A0TZ-01	1	0	3	11	18	18	0	15	1
TCGA-AR-A0U0-01	0	8	3	7	13	10	1	3	5
TCGA-AR-A0U1-01	3	1	26	4	35	16	19	0	5
TCGA-AR-A0U2-01	3	2	3	29	15	0	3	1	0
TCGA-AR-A0U3-01	9	0	6	19	0	0	2	3	1
TCGA-AR-A0U4-01	11	0	31	9	73	58	8	3	8
TCGA-AR-A1AH-01	1	1	38	19	21	10	20	2	8
TCGA-AR-A1AI-01	10	8	9	20	0	21	11	10	0
TCGA-AR-A1AJ-01	3	5	0	8	19	13	0	5	0
TCGA-AR-A1AK-01	6	13	5	11	10	28	0	9	0
TCGA-AR-A1AL-01	1	5	2	5	5	5	6	1	0
TCGA-AR-A1AN-01	0	0	0	14	11	4	0	2	0
TCGA-AR-A1AO-01	6	1	11	11	54	22	0	10	7
TCGA-AR-A1AP-01	9	0	0	20	6	9	0	5	2
TCGA-AR-A1AQ-01	2	2	5	11	13	3	5	0	0
TCGA-AR-A1AR-01	0	10	9	16	13	8	0	0	7
TCGA-AR-A1AS-01	0	6	0	6	15	7	1	6	0
TCGA-AR-A1AT-01	0	5	3	8	10	1	3	1	1
TCGA-AR-A1AU-01	4	0	0	10	8	1	2	0	1
TCGA-AR-A1AV-01	7	0	0	20	14	2	0	4	2
TCGA-AR-A1AW-01	1	9	1	11	8	1	9	0	1
TCGA-AR-A1AX-01	6	0	1	6	12	0	1	6	0
TCGA-AR-A1AY-01	2	13	8	14	19	8	4	3	1
TCGA-AR-A24H-01	6	8	25	13	63	27	6	0	4
TCGA-AR-A24K-01	2	0	4	6	16	0	4	2	0
TCGA-AR-A24L-01	1	4	9	4	21	7	5	0	2
TCGA-AR-A24M-01	0	0	3	6	12	0	4	0	0
TCGA-AR-A24N-01	7	7	5	16	7	2	3	0	0
TCGA-AR-A24O-01	1	0	0	5	13	0	2	0	1
TCGA-AR-A24P-01	2	0	0	7	4	0	1	5	0
TCGA-AR-A24Q-01	17	0	56	9	91	32	17	4	6
TCGA-AR-A24R-01	0	8	0	10	4	0	3	0	1
TCGA-AR-A24S-01	8	0	0	15	21	6	5	1	1
TCGA-AR-A24T-01	1	3	2	9	6	1	0	2	0
TCGA-AR-A24U-01	6	1	0	9	10	14	0	4	0
TCGA-AR-A24V-01	0	1	3	10	4	4	1	5	0
TCGA-AR-A24W-01	2	4	2	2	3	0	0	1	0
TCGA-AR-A24X-01	3	0	4	9	6	0	4	6	2
TCGA-AR-A24Z-01	0	5	6	11	29	3	0	2	0
TCGA-AR-A250-01	9	7	5	36	15	65	0	18	0
TCGA-AR-A251-01	13	1	41	10	82	37	14	0	7
TCGA-AR-A252-01	4	0	0	9	2	0	4	0	0
TCGA-AR-A254-01	8	0	1	12	15	1	0	5	0
TCGA-AR-A255-01	8	1	14	8	17	25	5	10	1
TCGA-AR-A256-01	5	25	40	7	96	22	11	6	12
TCGA-AR-A2LE-01	39	62	0	0	62	178	0	53	0
TCGA-AR-A2LH-01	13	6	0	4	11	27	0	10	0
TCGA-AR-A2LK-01	3	8	2	18	16	0	0	1	0
TCGA-AR-A2LL-01	0	6	3	12	14	0	0	2	0
TCGA-AR-A2LM-01	0	1	2	0	9	0	1	4	0
TCGA-AR-A2LN-01	16	4	0	5	10	10	2	7	0
TCGA-AR-A2LO-01	2	0	2	5	3	2	0	1	2
TCGA-AR-A2LQ-01	0	4	0	4	4	0	1	0	0
TCGA-AR-A2LR-01	4	8	11	17	24	0	0	3	3
TCGA-AR-A5QM-01	4	2	11	12	6	0	0	1	0
TCGA-AR-A5QN-01	6	7	0	20	6	0	5	5	0
TCGA-AR-A5QP-01	4	3	0	8	13	0	4	2	0
TCGA-AR-A5QQ-01	0	15	4	8	38	8	17	0	6
TCGA-B6-A0I1-01	3	0	2	14	55	0	0	6	0
TCGA-B6-A0IH-01	8	0	0	21	3	0	5	4	0
TCGA-B6-A0RH-01	1	2	0	4	25	9	0	3	1
TCGA-B6-A0RL-01	0	18	0	16	20	8	0	5	2
TCGA-B6-A0RM-01	4	2	0	11	14	1	2	2	0
TCGA-B6-A0RN-01	0	0	0	12	16	0	3	2	0
TCGA-B6-A0RO-01	1	9	0	2	15	0	6	9	1
TCGA-B6-A0RP-01	3	8	5	8	4	0	2	0	0
TCGA-B6-A0RQ-01	4	20	0	5	9	9	2	4	3
TCGA-B6-A0RT-01	0	2	16	8	13	24	4	2	3
TCGA-B6-A0RU-01	2	1	9	10	14	3	7	9	3
TCGA-B6-A0RV-01	0	10	0	1	18	31	0	7	0
TCGA-B6-A0WS-01	0	1	0	2	5	2	7	0	1
TCGA-B6-A0WT-01	2	1	0	7	1	0	4	5	2
TCGA-B6-A0WV-01	3	2	0	5	15	4	5	0	3
TCGA-B6-A0WW-01	0	8	0	6	19	6	3	5	0
TCGA-B6-A0WX-01	0	0	6	11	14	1	7	5	1
TCGA-B6-A0WY-01	0	0	2	9	9	5	5	5	0
TCGA-B6-A0WZ-01	9	15	0	0	28	33	0	10	0
TCGA-B6-A0X0-01	0	2	4	2	14	0	0	3	0
TCGA-B6-A0X1-01	7	7	5	4	27	17	17	8	0
TCGA-B6-A0X4-01	4	0	2	4	2	0	0	10	0
TCGA-B6-A0X5-01	0	0	7	3	10	3	8	15	2
TCGA-B6-A0X7-01	0	7	0	5	6	2	0	3	0
TCGA-B6-A1KN-01	8	4	15	15	18	3	6	0	3
TCGA-B6-A2IU-01	10	3	0	12	8	5	4	12	0
TCGA-B6-A401-01	2	5	4	12	0	1	0	2	2
TCGA-B6-A409-01	6	0	7	16	19	4	0	2	2
TCGA-B6-A40B-01	12	7	5	10	20	9	3	0	0
TCGA-B6-A40C-01	3	6	1	18	24	1	0	0	1
TCGA-BH-A0AU-01	2	0	4	8	5	3	0	0	1
TCGA-BH-A0AV-01	8	15	13	4	13	15	15	1	3
TCGA-BH-A0AY-01	1	6	1	7	21	2	0	8	0
TCGA-BH-A0AZ-01	7	0	12	1	28	13	3	0	6
TCGA-BH-A0B0-01	4	20	0	0	18	36	0	21	0
TCGA-BH-A0B3-01	0	0	4	7	4	2	0	1	0
TCGA-BH-A0B6-01	148	144	0	0	153	714	0	131	0
TCGA-BH-A0B7-01	3	2	0	12	7	7	0	7	4
TCGA-BH-A0B8-01	1	8	0	2	21	0	0	2	0
TCGA-BH-A0BA-01	2	0	0	5	15	4	2	1	0
TCGA-BH-A0BC-01	0	8	0	9	19	5	0	4	0
TCGA-BH-A0BF-01	0	1	0	8	11	7	3	2	1
TCGA-BH-A0BG-01	0	7	4	6	23	5	0	0	0
TCGA-BH-A0BJ-01	0	0	1	2	11	0	1	2	0
TCGA-BH-A0BL-01	0	2	19	12	27	1	0	5	3
TCGA-BH-A0BM-01	2	4	2	1	8	1	0	0	1
TCGA-BH-A0BO-01	2	2	0	7	0	6	11	2	1
TCGA-BH-A0BP-01	24	0	25	32	57	40	0	18	0
TCGA-BH-A0BQ-01	0	6	2	8	11	0	0	3	0
TCGA-BH-A0BS-01	1	6	0	3	10	0	2	0	1
TCGA-BH-A0BT-01	4	6	0	15	14	2	3	4	0
TCGA-BH-A0BV-01	9	5	0	4	4	1	1	0	0
TCGA-BH-A0BW-01	5	4	13	12	41	9	13	2	4
TCGA-BH-A0BZ-01	13	9	59	25	116	38	23	0	13
TCGA-BH-A0C0-01	4	0	19	7	8	2	6	2	0
TCGA-BH-A0C1-01	0	13	0	17	12	2	3	2	1
TCGA-BH-A0C3-01	0	1	0	2	9	0	5	1	0
TCGA-BH-A0C7-01	1	5	5	18	21	2	3	3	0
TCGA-BH-A0DD-01	2	3	0	16	7	4	1	4	0
TCGA-BH-A0DE-01	3	16	3	2	5	0	3	1	0
TCGA-BH-A0DG-01	1	2	4	1	9	11	6	11	2
TCGA-BH-A0DH-01	8	0	0	14	19	5	0	4	2
TCGA-BH-A0DI-01	7	0	0	13	25	17	0	0	0
TCGA-BH-A0DK-01	4	0	11	8	19	5	4	1	1
TCGA-BH-A0DL-01	4	2	0	18	21	10	3	3	4
TCGA-BH-A0DO-01	2	0	2	7	8	4	2	5	0
TCGA-BH-A0DP-01	0	4	0	0	12	1	0	2	0
TCGA-BH-A0DQ-01	0	15	4	10	0	0	6	0	0
TCGA-BH-A0DT-01	2	1	0	4	7	1	0	0	0
TCGA-BH-A0DV-01	2	5	2	0	2	1	2	0	1
TCGA-BH-A0DX-01	7	8	0	5	28	22	0	7	0
TCGA-BH-A0DZ-01	11	21	0	0	20	139	0	26	0
TCGA-BH-A0E0-01	2	2	0	10	4	1	0	2	3
TCGA-BH-A0E1-01	0	0	0	6	4	5	0	4	0
TCGA-BH-A0E9-01	4	0	3	13	8	0	0	0	0
TCGA-BH-A0EA-01	4	1	0	8	10	1	4	4	0
TCGA-BH-A0EI-01	0	8	0	8	4	0	3	1	0
TCGA-BH-A0H3-01	3	1	0	3	10	0	0	0	0
TCGA-BH-A0H5-01	18	25	0	0	15	86	0	25	0
TCGA-BH-A0H7-01	1	0	0	7	0	5	3	1	0
TCGA-BH-A0H9-01	4	0	3	2	7	0	1	1	5
TCGA-BH-A0HA-01	1	37	0	137	24	25	141	12	5
TCGA-BH-A0HI-01	0	9	0	6	12	3	1	3	1
TCGA-BH-A0HK-01	4	16	0	6	14	15	0	8	0
TCGA-BH-A0HN-01	0	7	0	8	12	1	0	6	0
TCGA-BH-A0HP-01	18	62	0	0	25	216	0	36	0
TCGA-BH-A0RX-01	0	4	0	19	18	0	0	8	0
TCGA-BH-A0W3-01	0	6	1	2	11	2	1	0	0
TCGA-BH-A0W4-01	5	0	0	4	15	4	2	8	1
TCGA-BH-A0W5-01	0	0	1	10	12	0	3	3	0
TCGA-BH-A0W7-01	6	47	0	0	22	160	0	26	0
TCGA-BH-A0WA-01	9	14	7	4	61	9	8	0	1
TCGA-BH-A18F-01	1	20	0	6	23	5	0	12	0
TCGA-BH-A18G-01	24	75	58	655	37	0	773	29	17
TCGA-BH-A18H-01	8	5	0	5	14	7	11	2	2
TCGA-BH-A18I-01	0	2	0	11	9	3	0	6	0
TCGA-BH-A18J-01	7	16	0	1	34	46	1	6	0
TCGA-BH-A18K-01	13	2	0	3	22	18	4	4	2
TCGA-BH-A18L-01	6	0	3	28	19	3	4	2	0
TCGA-BH-A18M-01	2	2	0	7	2	4	0	1	0
TCGA-BH-A18N-01	0	0	0	16	17	0	8	1	1
TCGA-BH-A18P-01	55	38	0	0	73	222	0	50	0
TCGA-BH-A18Q-01	3	0	28	4	57	7	6	0	2
TCGA-BH-A18R-01	1	1	3	0	27	4	3	2	1
TCGA-BH-A18S-01	2	0	8	5	5	3	10	3	1
TCGA-BH-A18T-01	7	0	24	9	38	15	8	1	0
TCGA-BH-A18U-01	4	36	0	13	69	45	1	10	0
TCGA-BH-A18V-01	13	0	26	0	97	93	7	2	12
TCGA-BH-A1EO-01	1	9	2	20	14	0	0	4	0
TCGA-BH-A1ET-01	0	4	3	9	9	0	6	1	1
TCGA-BH-A1EU-01	0	6	0	5	13	1	7	1	1
TCGA-BH-A1EV-01	12	6	0	14	30	47	3	17	0
TCGA-BH-A1EW-01	4	2	1	2	5	1	3	3	0
TCGA-BH-A1EX-01	0	0	0	8	14	0	5	8	0
TCGA-BH-A1EY-01	4	0	0	10	12	13	8	8	0
TCGA-BH-A1F0-01	11	8	14	10	21	23	5	3	0
TCGA-BH-A1F2-01	2	17	2	20	15	11	0	4	0
TCGA-BH-A1F5-01	0	15	1	7	16	0	0	5	0
TCGA-BH-A1F6-01	5	0	0	15	22	5	2	0	4
TCGA-BH-A1F8-01	12	38	0	0	52	71	0	19	0
TCGA-BH-A1FC-01	8	0	10	24	38	30	5	6	9
