Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I
TCGA-05-4403-01	6	24	67	31	21	4	9	3	3
TCGA-05-4405-01	15	21	284	30	64	24	29	6	9
TCGA-05-4410-01	29	58	800	7	268	114	44	25	3
TCGA-05-4415-01	2	24	168	10	27	6	13	0	0
TCGA-05-4417-01	0	14	217	11	87	5	15	0	3
TCGA-05-4418-01	16	46	178	9	40	12	33	0	0
TCGA-05-4420-01	3	31	231	12	42	12	28	9	3
TCGA-05-4422-01	5	4	7	3	16	10	0	9	0
TCGA-05-4424-01	31	24	563	20	104	103	32	17	7
TCGA-05-4425-01	6	0	0	33	11	1	0	0	2
TCGA-05-4426-01	0	7	5	15	18	4	3	2	1
TCGA-05-4427-01	24	68	777	20	215	60	32	4	50
TCGA-05-4430-01	9	0	224	14	60	17	10	3	4
TCGA-05-4432-01	18	57	437	23	133	23	49	0	13
TCGA-05-4433-01	0	0	0	26	12	2	4	1	0
TCGA-05-4434-01	6	4	1	7	16	7	10	8	0
TCGA-05-5420-01	7	15	46	15	26	1	5	1	0
TCGA-05-5423-01	5	11	101	22	25	13	10	0	0
TCGA-05-5425-01	13	47	463	21	60	45	40	4	26
TCGA-05-5428-01	28	60	211	4	68	89	0	14	1
TCGA-05-5429-01	2	0	0	19	15	1	0	5	2
TCGA-05-5715-01	11	0	8	21	25	70	0	16	0
TCGA-35-3615-01	12	8	48	9	25	30	0	9	5
TCGA-35-4122-01	21	21	148	10	111	38	53	1	9
TCGA-35-4123-01	14	4	259	16	50	14	6	1	5
TCGA-35-5375-01	19	9	237	28	125	39	47	2	17
TCGA-38-4625-01	27	40	491	4	93	92	0	18	0
TCGA-38-4626-01	9	11	233	1	46	17	0	0	8
TCGA-38-4627-01	1	8	6	5	0	1	6	8	1
TCGA-38-4628-01	8	2	38	21	55	14	2	5	4
TCGA-38-4629-01	11	51	143	16	77	26	12	4	10
TCGA-38-4630-01	8	24	15	23	24	48	0	19	4
TCGA-38-4631-01	12	43	664	9	141	23	29	0	6
TCGA-38-4632-01	45	16	370	15	133	23	44	0	9
TCGA-38-6178-01	7	10	15	7	37	5	4	4	2
TCGA-38-7271-01	3	10	53	3	0	44	3	0	0
TCGA-38-A44F-01	1	3	0	5	9	0	0	0	0
TCGA-44-2655-01	12	7	170	7	10	11	4	0	7
TCGA-44-2656-01	15	71	787	41	68	18	32	11	15
TCGA-44-2657-01	13	12	329	22	82	35	15	14	0
TCGA-44-2659-01	9	27	382	28	40	11	5	3	3
TCGA-44-2661-01	0	12	3	4	16	3	4	4	4
TCGA-44-2662-01	20	11	40	0	43	119	6	18	11
TCGA-44-2665-01	0	8	0	7	22	9	10	5	0
TCGA-44-2666-01	2	2	0	7	11	5	11	3	2
TCGA-44-2668-01	12	15	243	0	109	44	6	14	0
TCGA-44-3396-01	11	16	44	19	74	64	0	17	0
TCGA-44-3398-01	4	1	90	11	56	51	21	14	0
TCGA-44-3917-01	4	54	156	9	21	25	3	0	2
TCGA-44-3918-01	31	22	894	22	81	84	31	11	5
TCGA-44-3919-01	6	10	7	5	5	21	11	4	0
TCGA-44-4112-01	24	24	355	24	58	92	15	17	0
TCGA-44-5643-01	8	18	39	14	44	16	3	19	1
TCGA-44-5644-01	12	46	803	36	160	49	40	13	12
TCGA-44-5645-01	3	0	0	7	21	0	11	0	2
TCGA-44-6144-01	6	18	152	12	49	18	17	4	8
TCGA-44-6145-01	7	3	282	4	73	6	8	1	8
TCGA-44-6146-01	12	0	5	15	9	0	5	0	1
TCGA-44-6147-01	17	0	109	11	16	6	0	0	2
TCGA-44-6148-01	2	0	1	2	0	0	3	0	0
TCGA-44-6774-01	11	0	284	5	58	4	7	0	1
TCGA-44-6775-01	0	19	22	4	12	6	17	6	0
TCGA-44-6776-01	5	10	167	9	26	7	18	9	0
TCGA-44-6777-01	28	53	210	13	68	71	16	18	2
TCGA-44-6778-01	0	33	288	13	109	8	22	4	10
TCGA-44-6779-01	2	19	44	19	32	5	1	0	3
TCGA-44-7659-01	9	6	103	4	25	12	21	0	3
TCGA-44-7660-01	0	28	189	19	122	40	63	1	7
TCGA-44-7661-01	2	35	181	6	33	65	10	10	0
TCGA-44-7662-01	33	22	422	14	100	66	38	7	13
TCGA-44-7667-01	2	47	346	30	117	13	8	0	16
TCGA-44-7669-01	22	17	332	21	106	11	43	0	9
TCGA-44-7670-01	53	49	883	23	94	147	28	23	34
TCGA-44-7671-01	4	30	153	12	55	9	15	13	0
TCGA-44-7672-01	8	0	108	0	63	3	4	11	0
TCGA-44-8117-01	15	28	681	39	82	36	39	5	5
TCGA-44-8119-01	19	18	460	50	152	16	41	5	12
TCGA-44-8120-01	8	44	536	20	87	23	27	0	0
TCGA-44-A479-01	12	3	281	19	19	18	19	6	0
TCGA-44-A47A-01	12	13	69	21	37	95	6	18	0
TCGA-44-A47B-01	7	0	13	19	13	1	3	1	3
TCGA-44-A47F-01	9	11	22	20	32	14	3	0	2
TCGA-44-A47G-01	11	4	21	10	28	17	4	2	4
TCGA-44-A4SS-01	13	51	304	12	100	59	39	3	13
TCGA-44-A4SU-01	5	13	88	21	33	3	18	5	1
TCGA-49-4486-01	24	12	23	3	32	102	4	8	5
TCGA-49-4487-01	13	18	233	1	83	55	15	9	5
TCGA-49-4488-01	9	13	240	6	37	24	18	6	14
TCGA-49-4490-01	1	4	0	16	21	12	7	7	0
TCGA-49-4494-01	0	21	126	15	62	7	0	1	0
TCGA-49-4501-01	1	8	0	26	18	7	2	10	0
TCGA-49-4505-01	1	8	147	28	56	15	6	8	5
TCGA-49-4506-01	4	3	75	12	20	3	20	3	0
TCGA-49-4507-01	15	11	85	13	67	32	0	17	9
TCGA-49-4510-01	4	0	22	2	9	6	21	1	1
TCGA-49-4512-01	3	4	5	15	19	3	0	3	3
TCGA-49-4514-01	36	13	164	14	76	85	3	22	0
TCGA-49-6742-01	32	33	37	11	59	106	0	29	47
TCGA-49-6743-01	45	102	369	2	181	165	51	21	9
TCGA-49-6744-01	11	15	199	1	46	6	6	1	0
TCGA-49-6745-01	29	3	0	26	36	65	5	6	0
TCGA-49-6761-01	11	41	62	13	36	64	10	6	3
TCGA-49-6767-01	13	22	397	18	66	35	38	3	2
TCGA-49-AAQV-01	2	10	5	8	19	38	6	0	0
TCGA-49-AAR0-01	16	0	75	15	30	15	5	9	11
TCGA-49-AAR2-01	10	27	377	15	33	15	6	0	5
TCGA-49-AAR3-01	0	10	78	13	30	12	20	7	1
TCGA-49-AAR4-01	33	65	416	0	85	83	5	20	5
TCGA-49-AAR9-01	18	26	581	18	139	8	3	15	0
TCGA-49-AARE-01	50	77	1188	31	161	80	64	12	8
TCGA-49-AARN-01	50	92	249	0	210	61	18	5	247
TCGA-49-AARO-01	10	15	618	0	35	34	9	10	7
TCGA-49-AARQ-01	46	28	611	10	87	77	17	7	6
TCGA-49-AARR-01	0	0	0	2	1	0	0	0	0
TCGA-4B-A93V-01	7	7	87	4	45	3	10	8	0
TCGA-50-5044-01	14	19	0	1	26	98	6	7	0
TCGA-50-5045-01	0	19	305	0	12	21	11	2	0
TCGA-50-5049-01	29	16	713	0	150	30	53	5	8
TCGA-50-5051-01	0	15	84	16	3	9	12	0	0
TCGA-50-5055-01	0	2	0	5	11	3	1	0	0
TCGA-50-5066-01	16	5	169	0	108	18	14	0	15
TCGA-50-5068-01	7	0	40	13	33	2	12	10	1
TCGA-50-5072-01	15	9	98	4	47	12	11	1	6
TCGA-50-5930-01	23	34	1090	22	100	23	45	11	11
TCGA-50-5931-01	13	3	225	16	67	21	32	4	0
TCGA-50-5932-01	4	15	69	2	0	0	0	0	0
TCGA-50-5933-01	40	17	351	30	138	26	7	15	8
TCGA-50-5935-01	7	28	0	5	26	41	11	5	0
TCGA-50-5936-01	4	14	21	0	48	40	2	15	2
TCGA-50-5939-01	9	15	8	8	34	14	11	1	4
TCGA-50-5941-01	13	19	273	10	99	36	26	0	6
TCGA-50-5942-01	0	11	24	6	24	0	3	0	3
TCGA-50-5944-01	0	17	13	22	17	10	5	0	0
TCGA-50-5946-01	32	34	420	26	108	132	49	14	1
TCGA-50-6590-01	53	29	595	4	166	175	34	18	10
TCGA-50-6591-01	7	12	8	11	12	2	1	5	8
TCGA-50-6592-01	15	29	121	5	101	49	20	8	8
TCGA-50-6593-01	12	23	237	12	55	11	35	0	5
TCGA-50-6594-01	6	36	434	3	77	46	17	11	4
TCGA-50-6595-01	20	11	19	6	29	19	9	5	0
TCGA-50-6597-01	4	17	0	10	24	11	0	11	1
TCGA-50-6673-01	3	6	1	16	18	5	11	0	2
TCGA-50-7109-01	9	11	180	18	54	5	22	6	3
TCGA-50-8457-01	6	6	26	7	8	4	5	3	2
TCGA-50-8459-01	6	0	62	14	30	2	5	0	0
TCGA-50-8460-01	1	6	4	7	12	3	0	2	1
TCGA-53-7624-01	34	86	569	11	105	127	43	30	7
TCGA-53-7626-01	13	0	311	5	47	43	27	0	4
TCGA-53-7813-01	0	13	115	14	28	0	13	3	0
TCGA-53-A4EZ-01	22	49	473	22	59	25	18	0	6
TCGA-55-1592-01	40	21	279	21	182	55	74	1	18
TCGA-55-1594-01	9	24	47	13	49	61	7	17	4
TCGA-55-1595-01	0	40	254	8	64	12	27	0	2
TCGA-55-1596-01	24	0	100	16	41	7	42	0	4
TCGA-55-5899-01	25	37	285	5	73	85	19	20	0
TCGA-55-6543-01	2	0	0	15	2	4	0	0	2
TCGA-55-6642-01	7	9	103	6	9	4	7	4	6
TCGA-55-6712-01	17	11	22	16	35	83	1	5	6
TCGA-55-6968-01	59	42	87	0	114	321	0	32	0
TCGA-55-6969-01	27	0	283	0	138	13	32	0	21
TCGA-55-6970-01	4	16	121	7	33	9	19	0	0
TCGA-55-6971-01	3	12	41	1	42	2	7	0	0
TCGA-55-6972-01	37	51	70	0	97	80	0	7	0
TCGA-55-6975-01	2	0	30	12	37	8	7	4	0
TCGA-55-6978-01	0	1	0	9	18	0	3	0	4
TCGA-55-6979-01	11	0	72	0	24	57	6	2	0
TCGA-55-6980-01	2	4	0	2	5	0	3	0	0
TCGA-55-6981-01	5	3	5	19	12	6	10	3	0
TCGA-55-6982-01	27	30	3	2	52	158	0	15	0
TCGA-55-6983-01	2	21	74	14	0	3	11	8	1
TCGA-55-6984-01	2	3	5	0	11	0	2	4	0
TCGA-55-6985-01	23	37	410	15	60	6	23	1	9
TCGA-55-6986-01	4	4	2	3	1	0	7	4	0
TCGA-55-6987-01	4	19	86	6	45	72	7	13	2
TCGA-55-7227-01	0	26	108	11	31	7	13	4	4
TCGA-55-7281-01	36	37	339	10	68	32	30	3	2
TCGA-55-7283-01	7	41	93	39	41	47	6	13	4
TCGA-55-7284-01	9	0	0	29	10	0	0	3	6
TCGA-55-7570-01	18	21	194	6	99	95	28	1	5
TCGA-55-7573-01	0	17	21	0	12	5	4	2	2
TCGA-55-7574-01	36	11	78	0	54	121	7	14	1
TCGA-55-7576-01	7	43	270	34	95	21	25	0	4
TCGA-55-7724-01	3	19	61	21	83	27	37	19	7
TCGA-55-7725-01	1	7	93	7	30	3	13	0	0
TCGA-55-7726-01	4	5	7	22	25	67	0	11	0
TCGA-55-7727-01	43	18	102	13	51	71	9	10	0
TCGA-55-7728-01	1	21	79	17	0	2	0	1	0
TCGA-55-7815-01	0	24	93	14	47	2	0	1	1
TCGA-55-7816-01	0	1	0	1	0	0	0	0	0
TCGA-55-7903-01	2	33	79	27	3	20	16	5	3
TCGA-55-7907-01	46	61	909	22	200	192	16	7	0
TCGA-55-7910-01	0	24	245	20	54	6	7	11	1
TCGA-55-7911-01	10	25	156	5	47	17	9	5	4
TCGA-55-7913-01	21	11	261	30	42	38	16	8	8
TCGA-55-7914-01	9	0	100	27	26	21	18	13	0
TCGA-55-7994-01	19	134	1332	48	184	78	83	11	1
TCGA-55-7995-01	33	55	407	0	193	74	40	10	10
TCGA-55-8085-01	7	39	95	13	71	83	1	19	0
TCGA-55-8087-01	9	0	0	13	3	4	4	3	1
TCGA-55-8089-01	66	90	720	5	277	321	0	57	10
TCGA-55-8090-01	6	9	56	9	18	3	11	0	1
TCGA-55-8091-01	0	6	1	16	9	0	1	2	0
TCGA-55-8092-01	53	76	309	33	130	84	14	24	2
TCGA-55-8094-01	12	11	374	20	65	18	19	6	32
TCGA-55-8096-01	10	1	85	12	58	9	0	1	3
TCGA-55-8097-01	6	10	57	38	6	10	1	5	6
TCGA-55-8203-01	6	14	366	34	86	3	16	5	0
TCGA-55-8204-01	31	1	64	12	73	62	14	13	0
TCGA-55-8205-01	36	0	260	10	108	171	28	26	9
TCGA-55-8206-01	0	3	4	9	13	4	2	2	1
TCGA-55-8207-01	12	6	242	32	50	18	24	0	3
TCGA-55-8208-01	38	42	74	0	102	146	25	17	0
TCGA-55-8299-01	5	28	164	3	43	7	19	3	1
TCGA-55-8301-01	18	6	202	19	48	30	32	0	7
TCGA-55-8302-01	18	80	612	11	62	18	34	8	2
TCGA-55-8505-01	4	0	0	10	16	10	4	4	0
TCGA-55-8506-01	24	132	1113	518	128	16	122	35	19
TCGA-55-8507-01	25	100	878	41	87	30	41	0	11
TCGA-55-8508-01	4	18	120	20	44	9	5	1	6
TCGA-55-8510-01	15	26	287	8	6	32	14	1	3
TCGA-55-8511-01	31	49	410	21	105	53	15	12	17
TCGA-55-8512-01	1	7	22	1	10	3	4	2	1
TCGA-55-8513-01	2	0	0	5	0	0	0	1	0
TCGA-55-8514-01	13	43	243	26	14	6	6	0	0
TCGA-55-8614-01	6	8	67	32	109	26	34	12	4
TCGA-55-8615-01	5	8	65	12	49	3	10	0	10
TCGA-55-8616-01	12	26	469	42	22	20	8	1	3
TCGA-55-8619-01	0	0	0	16	9	0	0	2	0
TCGA-55-8620-01	14	52	378	40	77	11	34	4	5
TCGA-55-8621-01	7	1	47	8	4	9	12	1	0
TCGA-55-A48X-01	24	49	352	4	22	25	6	0	1
TCGA-55-A48Y-01	39	48	0	0	87	218	0	52	0
TCGA-55-A48Z-01	1	16	15	16	9	3	3	1	4
TCGA-55-A490-01	28	53	1209	15	165	98	34	25	16
TCGA-55-A491-01	15	30	288	16	44	29	31	5	8
TCGA-55-A492-01	7	43	199	15	40	11	37	2	1
TCGA-55-A493-01	6	41	134	7	62	55	10	20	5
TCGA-55-A494-01	10	0	166	42	43	12	0	11	11
TCGA-55-A4DF-01	107	66	126	3	155	443	1	82	0
TCGA-55-A4DG-01	7	30	636	25	56	37	53	0	0
TCGA-55-A57B-01	2	0	2	11	22	1	1	10	0
TCGA-62-8394-01	7	1	23	13	58	42	13	6	10
TCGA-62-8395-01	12	0	4	22	23	14	8	3	0
TCGA-62-8397-01	0	8	4	8	9	0	0	0	3
TCGA-62-8398-01	0	20	41	13	10	7	8	0	4
TCGA-62-8399-01	5	47	228	30	96	197	10	30	18
TCGA-62-8402-01	8	5	2	19	31	3	4	0	1
TCGA-62-A46O-01	35	66	627	21	143	122	44	25	9
TCGA-62-A46P-01	7	0	259	32	31	8	7	4	5
TCGA-62-A46R-01	2	31	74	18	46	15	14	8	1
TCGA-62-A46S-01	14	6	71	22	26	5	0	8	7
TCGA-62-A46U-01	4	2	8	16	16	6	0	0	0
TCGA-62-A46V-01	6	0	5	18	34	0	2	4	2
TCGA-62-A46Y-01	1	6	2	9	18	0	0	0	3
TCGA-62-A470-01	11	0	51	27	23	8	11	9	7
TCGA-62-A471-01	2	27	3	3	26	49	9	29	0
TCGA-62-A472-01	9	3	19	5	23	0	5	6	2
TCGA-64-1676-01	15	27	539	25	96	18	18	0	2
TCGA-64-1679-01	16	14	404	3	130	40	0	4	3
TCGA-64-1680-01	0	8	1	10	25	17	0	11	4
TCGA-64-1681-01	4	22	4	3	23	23	2	2	23
TCGA-64-5774-01	5	0	121	25	10	9	6	0	0
TCGA-64-5775-01	24	16	434	32	39	18	24	2	0
TCGA-64-5778-01	11	35	376	13	88	26	25	5	0
TCGA-64-5779-01	7	12	322	35	6	17	28	3	7
TCGA-64-5781-01	42	99	841	0	289	97	6	27	4
TCGA-64-5815-01	7	15	130	15	42	3	0	0	1
TCGA-67-3770-01	8	15	163	8	46	2	30	1	0
TCGA-67-3771-01	73	123	514	8	203	281	79	30	9
TCGA-67-3773-01	11	0	73	11	13	0	8	6	3
TCGA-67-3774-01	5	17	64	0	52	3	7	2	0
TCGA-67-4679-01	21	0	218	14	85	9	2	0	3
TCGA-67-6215-01	4	16	0	0	16	3	9	0	89
TCGA-67-6216-01	12	0	3	9	1	13	6	0	1
TCGA-67-6217-01	14	11	137	20	17	10	11	2	12
TCGA-69-7760-01	1	7	13	18	17	5	12	6	9
TCGA-69-7761-01	0	0	7	3	18	0	3	2	3
TCGA-69-7763-01	4	9	35	32	13	2	2	0	3
TCGA-69-7764-01	0	16	37	12	22	6	22	1	0
TCGA-69-7765-01	21	55	494	0	90	50	20	14	3
TCGA-69-7973-01	12	4	225	22	35	7	1	2	1
TCGA-69-7974-01	22	19	405	26	110	30	25	2	1
TCGA-69-7978-01	16	40	365	10	114	175	14	31	1
TCGA-69-7979-01	20	98	1425	40	85	88	20	24	0
TCGA-69-7980-01	33	52	523	12	101	176	52	16	6
TCGA-69-8253-01	8	4	98	9	61	20	0	7	2
TCGA-69-8254-01	6	10	25	14	36	0	4	0	2
TCGA-69-8255-01	13	22	141	16	85	30	29	15	14
TCGA-69-A59K-01	6	43	437	36	69	35	6	5	0
TCGA-71-6725-01	8	8	1	33	12	4	7	0	0
TCGA-71-8520-01	5	0	19	30	9	17	9	10	6
TCGA-73-4658-01	5	79	139	9	78	106	2	30	0
TCGA-73-4659-01	6	13	149	7	70	5	2	6	4
TCGA-73-4662-01	5	21	154	7	47	14	14	2	4
TCGA-73-4666-01	10	12	287	21	72	24	25	0	20
TCGA-73-4668-01	5	17	420	21	110	16	40	0	0
TCGA-73-4670-01	25	32	241	14	46	17	36	7	23
TCGA-73-4675-01	2	0	19	11	23	5	18	3	3
TCGA-73-4676-01	5	7	26	12	36	0	22	0	4
TCGA-73-4677-01	12	23	176	12	52	8	18	0	3
TCGA-73-7498-01	12	0	78	16	23	1	4	0	5
TCGA-73-7499-01	8	3	5	17	25	19	4	0	2
TCGA-73-A9RS-01	32	31	870	7	136	61	24	3	8
TCGA-75-5122-01	19	6	49	25	37	25	6	0	0
TCGA-75-5125-01	4	11	62	7	43	34	20	24	5
TCGA-75-5126-01	19	47	367	0	146	150	19	31	2
TCGA-75-5146-01	4	14	160	0	45	6	10	0	0
TCGA-75-5147-01	1	2	0	12	19	10	0	0	3
TCGA-75-6203-01	0	3	0	7	7	0	0	2	0
TCGA-75-6205-01	1	7	3	3	30	4	5	3	4
TCGA-75-6206-01	7	2	46	2	22	15	9	6	0
TCGA-75-6207-01	11	0	12	14	22	14	9	2	0
TCGA-75-6211-01	3	21	276	16	75	20	17	10	4
TCGA-75-6212-01	4	3	0	4	5	0	3	2	0
TCGA-75-6214-01	55	47	434	15	145	153	23	27	0
TCGA-75-7025-01	4	0	0	14	10	2	4	4	0
TCGA-75-7027-01	7	25	179	5	63	2	18	3	1
TCGA-75-7030-01	0	2	3	6	2	0	2	1	2
TCGA-75-7031-01	8	24	107	18	44	25	18	1	14
TCGA-78-7145-01	7	19	141	13	24	17	6	5	5
TCGA-78-7146-01	33	13	185	21	102	88	7	10	5
TCGA-78-7147-01	17	38	164	19	113	36	29	2	9
TCGA-78-7148-01	15	20	139	13	36	6	35	1	9
TCGA-78-7149-01	21	11	32	6	35	71	11	13	0
TCGA-78-7150-01	21	74	130	7	108	118	11	34	6
TCGA-78-7152-01	19	18	73	2	29	74	11	26	3
TCGA-78-7153-01	11	4	27	23	54	21	8	3	5
TCGA-78-7154-01	25	21	40	34	76	90	19	16	7
TCGA-78-7155-01	59	22	1184	23	329	110	79	2	30
TCGA-78-7156-01	49	23	131	14	62	112	2	24	0
TCGA-78-7158-01	9	17	133	6	64	29	10	11	5
TCGA-78-7159-01	3	10	243	24	72	10	13	0	5
TCGA-78-7160-01	6	0	5	3	24	4	11	0	4
TCGA-78-7161-01	6	13	133	20	25	14	18	0	7
TCGA-78-7162-01	7	12	27	3	34	12	5	0	1
TCGA-78-7163-01	0	0	3	4	7	0	0	10	3
TCGA-78-7166-01	12	22	200	9	1	6	19	0	6
TCGA-78-7167-01	5	17	52	19	16	34	4	6	1
TCGA-78-7220-01	61	84	600	12	148	89	26	9	17
TCGA-78-7535-01	8	5	105	9	51	5	13	1	23
TCGA-78-7536-01	6	36	465	12	169	4	29	3	14
TCGA-78-7537-01	11	8	78	5	53	10	2	0	2
TCGA-78-7539-01	44	3	121	24	60	274	30	49	0
TCGA-78-7540-01	0	7	0	14	10	1	0	4	0
TCGA-78-7542-01	14	48	315	15	27	24	14	12	8
TCGA-78-7633-01	11	0	89	10	6	11	8	0	0
TCGA-78-8640-01	19	51	405	27	213	108	53	23	15
TCGA-78-8648-01	2	0	10	4	0	0	0	0	0
TCGA-78-8655-01	11	7	72	18	0	6	11	3	4
TCGA-78-8660-01	10	23	115	5	99	30	6	13	3
TCGA-78-8662-01	50	57	877	24	256	75	88	2	11
TCGA-80-5607-01	12	17	0	0	36	78	0	15	0
TCGA-80-5608-01	0	4	110	9	62	8	2	4	0
TCGA-80-5611-01	9	25	77	10	68	10	36	0	12
TCGA-83-5908-01	3	11	111	10	63	87	7	3	0
TCGA-86-6562-01	0	9	10	10	4	22	3	9	7
TCGA-86-6851-01	29	18	709	6	119	134	74	4	1
TCGA-86-7701-01	3	1	131	15	65	3	15	7	8
TCGA-86-7711-01	9	6	91	14	69	42	25	10	6
TCGA-86-7713-01	18	21	114	8	6	5	8	0	6
TCGA-86-7714-01	0	12	36	5	25	0	8	5	0
TCGA-86-7953-01	0	1	13	6	31	6	6	1	1
TCGA-86-7954-01	7	34	113	25	28	39	22	16	6
TCGA-86-7955-01	23	8	172	11	107	23	30	0	3
TCGA-86-8054-01	6	18	148	12	56	12	16	0	7
TCGA-86-8055-01	2	0	3	15	33	2	2	3	3
TCGA-86-8056-01	36	21	55	2	81	112	3	30	0
TCGA-86-8073-01	40	84	1373	11	170	86	74	7	0
TCGA-86-8074-01	5	10	16	8	18	5	3	0	14
TCGA-86-8075-01	1	2	0	15	25	4	8	6	1
TCGA-86-8076-01	5	11	17	17	8	20	4	0	2
TCGA-86-8278-01	7	15	0	5	30	68	1	18	0
TCGA-86-8279-01	12	2	444	25	75	20	52	0	6
TCGA-86-8280-01	11	6	9	11	11	1	6	0	0
TCGA-86-8281-01	15	8	200	30	14	39	23	4	4
TCGA-86-8358-01	36	65	907	46	235	28	45	0	14
TCGA-86-8359-01	10	11	121	13	29	8	4	2	2
TCGA-86-8585-01	11	20	374	5	111	108	38	32	11
TCGA-86-8668-01	2	0	0	14	25	1	2	0	1
TCGA-86-8669-01	6	15	65	12	34	6	13	15	4
TCGA-86-8671-01	4	4	2	7	9	9	4	5	3
TCGA-86-8672-01	12	53	199	16	58	33	0	2	3
TCGA-86-8673-01	18	52	336	5	125	34	31	0	4
TCGA-86-8674-01	7	29	260	8	35	28	7	5	3
TCGA-86-A456-01	28	23	300	11	23	27	35	5	0
TCGA-86-A4JF-01	42	135	306	413	83	139	463	52	13
TCGA-86-A4P7-01	3	8	3	12	33	24	1	0	0
TCGA-86-A4P8-01	0	2	0	0	0	0	0	0	0
TCGA-91-6828-01	9	7	202	17	59	26	6	2	8
TCGA-91-6829-01	23	65	444	9	136	49	64	0	15
TCGA-91-6830-01	35	19	6	0	54	174	3	24	0
TCGA-91-6831-01	16	22	163	15	64	10	38	6	6
TCGA-91-6835-01	6	1	26	8	39	16	16	0	1
TCGA-91-6836-01	12	57	381	23	53	23	25	1	4
TCGA-91-6840-01	5	9	3	9	33	65	4	14	0
TCGA-91-6847-01	4	3	2	24	41	13	10	6	2
TCGA-91-6848-01	18	43	354	5	158	90	60	4	9
TCGA-91-6849-01	8	1	69	1	46	3	6	6	1
TCGA-91-7771-01	28	0	103	7	59	21	20	0	13
TCGA-91-8496-01	1	6	0	11	16	3	3	1	0
TCGA-91-8497-01	15	0	11	9	17	0	4	0	0
TCGA-91-8499-01	22	25	144	17	63	84	23	13	4
TCGA-91-A4BC-01	7	27	378	32	72	24	10	2	11
TCGA-91-A4BD-01	0	4	0	7	7	1	8	0	0
TCGA-93-7347-01	5	9	86	8	14	11	10	0	0
TCGA-93-7348-01	13	0	43	19	26	12	17	0	3
TCGA-93-8067-01	53	61	30	0	114	328	0	88	0
TCGA-93-A4JN-01	0	15	13	14	33	9	4	4	6
TCGA-93-A4JO-01	6	0	8	9	7	14	10	4	7
TCGA-93-A4JP-01	0	15	10	8	24	16	0	7	2
TCGA-93-A4JQ-01	3	0	2	7	56	54	18	2	3
TCGA-95-7039-01	17	124	1056	28	134	65	77	8	33
TCGA-95-7043-01	48	52	988	41	93	55	32	7	3
TCGA-95-7562-01	13	8	358	21	41	8	10	0	2
TCGA-95-7567-01	25	22	381	279	0	42	364	0	30
TCGA-95-7944-01	40	17	5	0	53	165	0	27	0
TCGA-95-7947-01	49	36	172	0	159	155	37	57	0
TCGA-95-7948-01	18	0	0	5	40	96	0	24	0
TCGA-95-8039-01	2	21	27	19	18	18	11	0	2
TCGA-95-8494-01	6	16	1	21	24	44	0	18	3
TCGA-95-A4VK-01	18	7	202	22	55	2	6	4	2
TCGA-95-A4VN-01	7	15	394	3	118	32	5	17	0
TCGA-95-A4VP-01	0	19	96	10	8	3	17	4	4
TCGA-97-7546-01	1	35	249	11	8	18	28	0	2
TCGA-97-7547-01	9	27	96	12	15	54	4	7	2
TCGA-97-7552-01	2	1	3	16	8	0	6	4	7
TCGA-97-7553-01	1	14	15	11	9	1	0	0	0
TCGA-97-7554-01	27	36	367	20	53	14	37	3	2
TCGA-97-7937-01	9	20	391	37	31	26	25	18	7
TCGA-97-7938-01	12	9	321	19	58	49	28	9	0
TCGA-97-7941-01	3	11	54	15	19	14	5	0	0
TCGA-97-8171-01	3	8	9	20	17	1	7	2	0
TCGA-97-8172-01	16	14	200	32	47	0	12	7	3
TCGA-97-8174-01	10	0	103	27	24	26	11	10	2
TCGA-97-8175-01	6	0	4	2	28	0	0	0	1
TCGA-97-8176-01	3	36	53	10	34	39	5	14	3
TCGA-97-8177-01	5	5	3	9	19	4	2	0	0
TCGA-97-8179-01	9	2	129	2	42	12	11	0	1
TCGA-97-8547-01	0	14	5	19	8	12	1	6	5
TCGA-97-8552-01	2	4	6	9	6	1	1	0	0
TCGA-97-A4LX-01	2	0	130	0	62	6	14	0	5
TCGA-97-A4M0-01	16	31	276	6	63	62	36	1	9
TCGA-97-A4M1-01	2	2	5	14	23	9	0	0	0
TCGA-97-A4M2-01	5	0	6	4	9	8	0	0	0
TCGA-97-A4M3-01	2	14	158	9	19	24	12	8	4
TCGA-97-A4M5-01	18	19	1	0	55	80	0	17	0
TCGA-97-A4M6-01	2	4	1	6	15	4	9	0	1
TCGA-97-A4M7-01	2	22	283	12	35	14	15	0	1
TCGA-99-7458-01	20	53	386	8	38	15	54	0	3
TCGA-99-8025-01	26	55	232	38	78	126	31	9	4
TCGA-99-8028-01	1	9	403	10	64	9	39	7	0
TCGA-99-8032-01	6	16	309	28	87	24	2	13	7
TCGA-99-8033-01	3	19	110	11	62	5	7	6	0
TCGA-99-AA5R-01	0	12	51	0	7	0	1	1	1
TCGA-J2-8192-01	8	4	10	18	28	4	5	10	3
TCGA-J2-8194-01	6	23	75	16	52	0	8	9	1
TCGA-J2-A4AD-01	9	0	90	15	107	146	24	9	17
TCGA-J2-A4AE-01	1	7	0	11	23	11	5	1	3
TCGA-J2-A4AG-01	3	6	51	19	19	7	8	0	1
TCGA-L4-A4E5-01	0	45	299	2	37	7	15	7	7
