Samples	SBS96A	SBS96B	SBS96C
TCGA-EW-A1P1-01	0	1	2
TCGA-EW-A1P3-01	3	14	11
TCGA-EW-A1P4-01	9	25	43
TCGA-EW-A1P5-01	0	20	0
TCGA-EW-A1P6-01	1	16	9
TCGA-EW-A1P7-01	0	0	19
TCGA-EW-A1P8-01	3	16	20
TCGA-EW-A1PA-01	9	18	14
TCGA-EW-A1PB-01	86	0	96
TCGA-EW-A1PD-01	21	2	70
TCGA-EW-A1PE-01	9	17	12
TCGA-EW-A1PG-01	2	9	0
TCGA-EW-A1PH-01	9	36	17
TCGA-EW-A2FR-01	15	18	21
TCGA-EW-A2FS-01	1	25	19
TCGA-EW-A2FV-01	3	13	16
TCGA-EW-A2FW-01	3	22	1
TCGA-EW-A423-01	23	43	22
TCGA-EW-A6S9-01	5	19	7
TCGA-EW-A6SA-01	22	48	53
TCGA-EW-A6SB-01	8	42	31
TCGA-EW-A6SC-01	9	17	13
TCGA-EW-A6SD-01	38	23	7
TCGA-GI-A2C8-01	21	34	93
TCGA-GM-A2D9-01	645	0	0
TCGA-GM-A2DA-01	10	24	11
TCGA-GM-A2DB-01	13	40	75
TCGA-GM-A2DC-01	0	27	0
TCGA-GM-A2DD-01	7	26	35
TCGA-GM-A2DF-01	8	30	15
TCGA-GM-A2DH-01	109	12	111
TCGA-GM-A2DI-01	79	12	0
TCGA-GM-A2DK-01	7	21	9
TCGA-GM-A2DL-01	13	16	20
TCGA-GM-A2DM-01	7	7	13
TCGA-GM-A2DN-01	3	10	6
TCGA-GM-A2DO-01	194	26	0
TCGA-GM-A3NW-01	54	31	10
TCGA-GM-A3XL-01	45	17	82
TCGA-GM-A4E0-01	0	25	9
TCGA-GM-A5PV-01	12	14	21
TCGA-GM-A5PX-01	10	20	12
TCGA-HN-A2NL-01	9	22	60
TCGA-HN-A2OB-01	4	13	2
TCGA-JL-A3YX-01	24	24	1
TCGA-LD-A66U-01	1	31	12
TCGA-LD-A74U-01	303	49	0
TCGA-LD-A7W5-01	18	39	8
TCGA-LD-A7W6-01	4	25	17
TCGA-LD-A9QF-01	3	27	9
TCGA-LL-A440-01	2	4	0
TCGA-LL-A50Y-01	3	31	9
TCGA-LL-A5YL-01	46	41	6
TCGA-LL-A5YM-01	5	18	17
TCGA-LL-A5YN-01	1	24	18
TCGA-LL-A5YO-01	16	7	38
TCGA-LL-A5YP-01	16	10	79
TCGA-LL-A6FP-01	21	21	33
TCGA-LL-A6FQ-01	6	51	12
TCGA-LL-A6FR-01	5	36	22
TCGA-LL-A73Y-01	141	23	29
TCGA-LL-A73Z-01	3	27	18
TCGA-LL-A740-01	8	31	29
TCGA-LL-A7SZ-01	14	46	15
TCGA-LL-A7T0-01	15	54	8
TCGA-LL-A8F5-01	21	39	140
TCGA-LL-A9Q3-01	12	42	14
TCGA-OK-A5Q2-01	10	33	0
TCGA-OL-A5D6-01	10	27	20
TCGA-OL-A5D7-01	14	24	42
TCGA-OL-A5D8-01	4	23	12
TCGA-OL-A5DA-01	73	33	8
TCGA-OL-A5RU-01	2	29	15
TCGA-OL-A5RV-01	0	17	0
TCGA-OL-A5RW-01	126	7	120
TCGA-OL-A5RX-01	3	29	3
TCGA-OL-A5RY-01	2	10	1
TCGA-OL-A5RZ-01	22	75	55
TCGA-OL-A5S0-01	7	32	5
TCGA-OL-A66H-01	0	10	17
TCGA-OL-A66I-01	7	25	24
TCGA-OL-A66J-01	11	40	17
TCGA-OL-A66K-01	4	35	8
TCGA-OL-A66L-01	72	22	0
TCGA-OL-A66N-01	3	45	10
TCGA-OL-A66O-01	1	26	11
TCGA-OL-A66P-01	5	33	85
TCGA-OL-A6VO-01	3	24	11
TCGA-OL-A6VQ-01	55	27	0
TCGA-OL-A6VR-01	1	14	2
TCGA-OL-A97C-01	2	34	34
TCGA-PE-A5DC-01	24	41	89
TCGA-PE-A5DD-01	46	32	7
TCGA-PE-A5DE-01	689	0	0
TCGA-PL-A8LV-01	47	21	87
TCGA-PL-A8LX-01	0	30	19
TCGA-PL-A8LY-01	0	7	0
TCGA-PL-A8LZ-01	19	23	94
TCGA-S3-A6ZF-01	5	37	10
TCGA-S3-A6ZG-01	8	46	6
TCGA-S3-A6ZH-01	6	31	8
TCGA-S3-AA0Z-01	19	32	26
TCGA-S3-AA10-01	24	15	111
TCGA-S3-AA11-01	7	19	70
TCGA-S3-AA12-01	8	27	25
TCGA-S3-AA14-01	6	18	0
TCGA-S3-AA15-01	40	12	8
TCGA-S3-AA17-01	22	38	81
TCGA-UL-AAZ6-01	23	36	81
TCGA-UU-A93S-01	20	44	132
TCGA-V7-A7HQ-01	5	10	16
TCGA-W8-A86G-01	3	22	10
TCGA-WT-AB41-01	27	28	7
TCGA-WT-AB44-01	0	40	20
TCGA-XX-A899-01	37	18	5
TCGA-XX-A89A-01	209	32	24
TCGA-Z7-A8R5-01	0	34	0
TCGA-Z7-A8R6-01	68	39	0
