Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-C8-A3M7-01	39	96	17	59	0	4	6	0
TCGA-C8-A3M8-01	9	5	12	1	12	10	0	13
TCGA-C8-A8HP-01	107	101	8	56	0	1	0	0
TCGA-C8-A8HQ-01	140	160	25	46	0	1	0	0
TCGA-C8-A8HR-01	3	2	13	8	19	11	1	3
TCGA-C8-A9FZ-01	3	2	13	0	8	3	0	0
TCGA-D8-A13Y-01	10	11	8	15	11	12	7	8
TCGA-D8-A13Z-01	14	3	24	8	42	0	11	1
TCGA-D8-A140-01	3	24	24	19	0	14	29	21
TCGA-D8-A141-01	0	0	5	2	1	0	0	13
TCGA-D8-A142-01	15	0	40	22	41	5	6	37
TCGA-D8-A143-01	1	3	15	0	24	0	6	12
TCGA-D8-A145-01	3	1	15	0	6	7	0	15
TCGA-D8-A146-01	0	4	10	16	1	10	0	0
TCGA-D8-A147-01	46	14	0	32	77	14	12	5
TCGA-D8-A1J8-01	266	261	99	123	0	145	67	0
TCGA-D8-A1J9-01	104	106	0	45	0	1	22	0
TCGA-D8-A1JB-01	4	5	4	2	12	5	14	17
TCGA-D8-A1JC-01	34	31	9	36	9	2	0	1
TCGA-D8-A1JD-01	15	11	8	2	37	11	18	20
TCGA-D8-A1JE-01	1	2	11	0	0	5	13	8
TCGA-D8-A1JF-01	3	4	12	1	8	9	0	12
TCGA-D8-A1JG-01	6	2	22	46	0	0	93	0
TCGA-D8-A1JH-01	0	2	3	0	0	4	2	13
TCGA-D8-A1JI-01	0	0	0	13	0	7	1	21
TCGA-D8-A1JJ-01	17	32	14	12	2	8	0	13
TCGA-D8-A1JK-01	9	18	1	17	17	39	91	57
TCGA-D8-A1JL-01	11	2	2	14	36	20	13	29
TCGA-D8-A1JM-01	2	1	9	10	3	0	8	20
TCGA-D8-A1JN-01	48	85	8	59	0	0	8	0
TCGA-D8-A1JP-01	11	2	0	16	47	17	34	8
TCGA-D8-A1JS-01	0	2	6	5	0	4	11	1
TCGA-D8-A1JT-01	0	0	10	0	6	0	0	25
TCGA-D8-A1JU-01	0	2	5	0	3	5	0	5
TCGA-D8-A1X5-01	4	4	17	0	0	8	33	0
TCGA-D8-A1X6-01	0	4	19	0	11	2	6	0
TCGA-D8-A1X7-01	2	0	3	14	1	0	4	8
TCGA-D8-A1X9-01	8	1	1	0	4	16	48	24
TCGA-D8-A1XA-01	0	1	7	7	2	5	6	0
TCGA-D8-A1XB-01	2	8	18	6	1	8	4	3
TCGA-D8-A1XC-01	0	1	12	5	3	4	9	0
TCGA-D8-A1XF-01	3	0	18	21	0	2	7	0
TCGA-D8-A1XG-01	0	1	1	3	4	9	0	9
TCGA-D8-A1XK-01	13	5	60	0	12	1060	0	150
TCGA-D8-A1XL-01	5	5	9	4	36	18	26	7
TCGA-D8-A1XM-01	6	15	11	28	0	0	4	0
TCGA-D8-A1XO-01	5	6	5	0	0	0	0	13
TCGA-D8-A1XQ-01	29	20	210	34	122	471	46	99
TCGA-D8-A1XR-01	0	3	10	3	2	12	2	0
TCGA-D8-A1XS-01	1	4	6	13	2	0	0	0
TCGA-D8-A1XT-01	2	2	13	12	8	3	5	0
TCGA-D8-A1XU-01	2	11	4	0	6	1	0	11
TCGA-D8-A1XV-01	4	1	13	0	0	1	0	17
TCGA-D8-A1XW-01	10	9	10	1	53	11	0	28
TCGA-D8-A1XY-01	1	7	27	6	3	3	11	1
TCGA-D8-A1XZ-01	11	0	43	15	16	1	4	6
TCGA-D8-A1Y0-01	11	4	4	5	9	8	14	26
TCGA-D8-A1Y1-01	2	23	177	0	2	28	0	1
TCGA-D8-A1Y2-01	3	9	9	0	0	1	0	0
TCGA-D8-A1Y3-01	0	3	33	0	14	1	0	16
TCGA-D8-A27E-01	0	0	1	5	5	0	0	0
TCGA-D8-A27F-01	11	2	1	0	17	5	13	21
TCGA-D8-A27G-01	502	541	0	109	0	0	24	0
TCGA-D8-A27H-01	47	13	9	5	75	11	0	0
TCGA-D8-A27I-01	4	5	8	0	2	1	0	16
TCGA-D8-A27K-01	2	0	7	0	0	1	0	11
TCGA-D8-A27L-01	6	14	6	27	0	0	0	0
TCGA-D8-A27M-01	11	2	8	7	19	3	40	0
TCGA-D8-A27N-01	1	2	24	10	2	5	16	0
TCGA-D8-A27P-01	0	2	8	3	3	7	0	7
TCGA-D8-A27R-01	3	1	3	8	9	0	0	11
TCGA-D8-A27T-01	0	5	16	0	4	4	2	0
TCGA-D8-A27V-01	91	67	0	66	0	2	9	0
TCGA-D8-A27W-01	3	3	33	2	1	4	9	0
TCGA-D8-A3Z6-01	1	6	10	0	0	7	2	11
TCGA-D8-A4Z1-01	7	25	4	6	0	0	4	0
TCGA-D8-A73U-01	41	111	12	17	9	8	9	0
TCGA-D8-A73W-01	2	3	25	0	7	6	4	5
TCGA-D8-A73X-01	0	8	16	0	0	8	0	20
TCGA-E2-A105-01	2	8	18	1	12	8	6	12
TCGA-E2-A107-01	0	7	11	4	0	5	5	4
TCGA-E2-A108-01	74	59	5	0	12	11	10	15
TCGA-E2-A109-01	0	1	18	13	11	10	31	0
TCGA-E2-A10A-01	3	6	4	0	2	3	10	0
TCGA-E2-A10B-01	13	17	7	10	4	11	0	11
TCGA-E2-A10C-01	197	257	0	65	0	0	0	0
TCGA-E2-A10F-01	1	3	13	5	0	2	6	0
TCGA-E2-A14N-01	16	8	5	11	45	4	0	20
TCGA-E2-A14O-01	0	1	14	15	0	0	5	1
TCGA-E2-A14P-01	8	18	24	25	0	8	29	0
TCGA-E2-A14Q-01	1	5	12	0	0	1	5	16
TCGA-E2-A14R-01	17	0	5	14	43	18	24	22
TCGA-E2-A14T-01	5	5	13	3	0	6	0	11
TCGA-E2-A14V-01	38	23	23	23	10	5	0	19
TCGA-E2-A14W-01	12	0	2	22	40	7	11	8
TCGA-E2-A14X-01	2	6	21	4	3	1	0	0
TCGA-E2-A14Y-01	14	14	9	0	8	3	0	2
TCGA-E2-A14Z-01	7	23	7	16	14	0	13	15
TCGA-E2-A150-01	3	5	23	1	11	11	37	0
TCGA-E2-A152-01	60	48	0	62	0	1	0	0
TCGA-E2-A153-01	0	8	14	0	2	1	0	1
TCGA-E2-A154-01	1	0	20	11	3	0	23	0
TCGA-E2-A155-01	4	13	17	1	2	7	13	24
TCGA-E2-A156-01	1	4	3	0	0	2	1	14
TCGA-E2-A158-01	7	0	8	3	49	6	0	24
TCGA-E2-A159-01	80	64	13	9	19	4	10	2
TCGA-E2-A15A-01	2	3	15	1	1	4	36	0
TCGA-E2-A15C-01	1	2	19	2	5	4	0	17
TCGA-E2-A15D-01	1	0	15	1	0	8	9	0
TCGA-E2-A15E-01	6	1	12	0	4	9	4	4
TCGA-E2-A15F-01	1	0	9	5	4	2	0	7
TCGA-E2-A15G-01	0	9	11	8	7	5	0	33
TCGA-E2-A15H-01	1	0	12	5	0	4	0	11
TCGA-E2-A15I-01	0	5	18	1	0	0	12	7
TCGA-E2-A15J-01	0	0	7	1	3	3	8	0
TCGA-E2-A15K-01	2	0	14	13	0	4	13	7
TCGA-E2-A15L-01	4	0	15	5	0	3	3	4
TCGA-E2-A15M-01	15	19	26	0	10	7	22	9
TCGA-E2-A15O-01	0	2	9	3	1	0	0	19
TCGA-E2-A15P-01	0	2	8	2	0	5	1	10
TCGA-E2-A15R-01	1	3	16	17	3	0	1	6
TCGA-E2-A15S-01	5	8	5	0	15	11	0	24
TCGA-E2-A15T-01	2	1	11	1	0	0	0	25
TCGA-E2-A1AZ-01	20	6	3	28	13	9	0	0
TCGA-E2-A1B0-01	5	4	13	19	0	14	0	5
TCGA-E2-A1B1-01	18	15	8	21	4	0	0	0
TCGA-E2-A1B4-01	1	5	2	16	2	4	4	8
TCGA-E2-A1B5-01	8	15	11	2	0	2	0	8
TCGA-E2-A1B6-01	3	1	13	0	32	3	4	0
TCGA-E2-A1BC-01	3	0	9	0	4	4	13	8
TCGA-E2-A1BD-01	1	0	19	3	0	0	7	13
TCGA-E2-A1IE-01	0	0	7	2	6	2	0	13
TCGA-E2-A1IF-01	0	0	4	1	0	6	1	12
TCGA-E2-A1IG-01	0	7	9	24	5	1	2	9
TCGA-E2-A1IH-01	20	16	8	4	0	12	12	13
TCGA-E2-A1II-01	2	0	11	0	18	3	0	0
TCGA-E2-A1IJ-01	0	0	7	0	0	0	10	1
TCGA-E2-A1IK-01	1	0	2	10	2	2	0	0
TCGA-E2-A1IL-01	0	0	7	10	5	2	7	0
TCGA-E2-A1IN-01	98	91	16	0	24	11	0	8
TCGA-E2-A1IO-01	0	2	8	2	1	0	0	3
TCGA-E2-A1IU-01	1	4	2	16	8	0	0	0
TCGA-E2-A1L6-01	0	1	1	16	4	6	0	0
TCGA-E2-A1L7-01	3	2	4	0	12	7	24	29
TCGA-E2-A1L8-01	3	4	5	0	0	5	3	18
TCGA-E2-A1L9-01	0	3	8	2	9	4	2	0
TCGA-E2-A1LA-01	9	3	8	2	55	19	0	11
TCGA-E2-A1LB-01	12	11	3	16	0	4	9	0
TCGA-E2-A1LG-01	111	41	0	67	0	0	0	0
TCGA-E2-A1LH-01	46	15	12	13	79	20	46	0
TCGA-E2-A1LI-01	7	5	2	3	13	2	5	0
TCGA-E2-A1LK-01	4	0	36	12	0	2	0	0
TCGA-E2-A1LL-01	7	0	12	0	17	7	5	13
TCGA-E2-A2P6-01	36	83	16	44	0	7	0	0
TCGA-E2-A56Z-01	0	2	14	12	7	11	5	9
TCGA-E2-A570-01	1	0	8	8	7	1	0	5
TCGA-E2-A572-01	2	2	10	0	0	2	0	13
TCGA-E2-A573-01	4	2	14	4	17	11	20	0
TCGA-E2-A574-01	31	29	20	50	22	4	0	0
TCGA-E2-A576-01	1	0	23	13	5	0	4	24
TCGA-E2-A9RU-01	9	7	34	33	0	7	17	0
TCGA-E9-A1N3-01	2	1	3	0	0	4	13	8
TCGA-E9-A1N4-01	7	3	6	15	2	1	0	0
TCGA-E9-A1N5-01	6	9	2	0	5	9	0	8
TCGA-E9-A1N8-01	8	2	0	12	0	9	5	0
TCGA-E9-A1N9-01	1	8	17	0	26	6	8	0
TCGA-E9-A1NA-01	15	5	7	22	14	3	41	10
TCGA-E9-A1NE-01	3	4	6	0	29	4	16	0
TCGA-E9-A1NF-01	4	19	5	9	1	1	0	22
TCGA-E9-A1NG-01	0	1	4	0	0	0	0	16
TCGA-E9-A1NH-01	1	2	8	0	0	6	0	20
TCGA-E9-A1QZ-01	0	0	4	0	0	3	9	7
TCGA-E9-A1R0-01	5	3	13	14	0	0	0	0
TCGA-E9-A1R2-01	14	2	4	0	13	11	0	22
TCGA-E9-A1R3-01	0	4	7	2	7	5	0	0
TCGA-E9-A1R4-01	36	50	9	18	0	7	33	0
TCGA-E9-A1R5-01	2	3	14	6	5	4	1	16
TCGA-E9-A1R6-01	1	0	12	15	5	2	1	0
TCGA-E9-A1R7-01	4	9	7	0	7	4	8	24
TCGA-E9-A1RA-01	0	6	6	0	0	0	8	5
TCGA-E9-A1RB-01	0	0	10	0	7	12	9	0
TCGA-E9-A1RC-01	1	0	19	13	10	9	3	0
TCGA-E9-A1RD-01	1	6	7	0	6	1	2	0
TCGA-E9-A1RE-01	1	2	26	12	5	9	0	11
TCGA-E9-A1RF-01	17	4	27	11	55	4	39	13
TCGA-E9-A1RG-01	5	4	4	4	7	4	0	13
TCGA-E9-A1RH-01	9	7	17	15	21	7	17	18
TCGA-E9-A1RI-01	0	5	7	0	0	2	15	0
TCGA-E9-A226-01	25	14	5	34	0	1	0	0
TCGA-E9-A227-01	2	1	0	8	8	0	0	0
TCGA-E9-A228-01	5	8	25	0	3	1	10	0
TCGA-E9-A229-01	6	2	11	0	4	2	3	2
TCGA-E9-A22A-01	5	5	6	3	15	0	2	0
TCGA-E9-A22B-01	4	9	19	14	9	3	6	12
TCGA-E9-A22D-01	3	1	18	18	0	0	0	0
TCGA-E9-A22E-01	25	11	11	9	43	5	29	11
TCGA-E9-A22G-01	8	1	1	5	35	30	25	12
TCGA-E9-A22H-01	0	2	13	4	5	2	0	0
TCGA-E9-A243-01	13	5	6	8	27	16	14	0
TCGA-E9-A244-01	4	3	25	0	35	13	30	11
TCGA-E9-A245-01	0	0	0	5	0	2	16	0
TCGA-E9-A247-01	1	0	31	1	8	6	0	0
TCGA-E9-A248-01	1	5	14	0	0	3	5	0
TCGA-E9-A249-01	0	2	12	0	1	4	6	0
TCGA-E9-A24A-01	0	0	6	3	0	0	9	4
TCGA-E9-A295-01	1	2	35	0	0	0	71	0
TCGA-E9-A2JS-01	0	3	41	7	0	0	36	2
TCGA-E9-A2JT-01	14	13	0	0	1	0	0	0
TCGA-E9-A3HO-01	6	3	0	6	29	7	1	20
TCGA-E9-A3QA-01	15	9	1	0	18	0	0	19
TCGA-E9-A3X8-01	5	2	5	5	5	0	0	15
TCGA-E9-A54Y-01	3	16	17	6	0	3	13	0
TCGA-E9-A5FK-01	1	2	8	3	1	2	7	15
TCGA-E9-A5FL-01	19	7	10	12	39	19	14	13
TCGA-E9-A5UO-01	2	0	11	0	4	2	2	17
TCGA-E9-A6HE-01	0	0	10	8	1	3	0	0
TCGA-EW-A1IW-01	25	49	20	0	21	1	1	10
TCGA-EW-A1IX-01	14	13	0	2	4	3	6	0
TCGA-EW-A1IY-01	2	10	0	24	0	2	0	0
TCGA-EW-A1IZ-01	0	6	192	50	3	177	7	0
TCGA-EW-A1J1-01	0	0	10	4	4	0	5	0
TCGA-EW-A1J3-01	0	2	4	7	7	4	4	2
TCGA-EW-A1J5-01	211	284	2	36	7	0	0	0
TCGA-EW-A1J6-01	0	2	9	0	8	0	3	22
TCGA-EW-A1OV-01	35	73	11	3	11	0	0	7
TCGA-EW-A1OX-01	4	2	4	4	6	1	0	0
TCGA-EW-A1OZ-01	4	8	27	7	10	5	15	0
TCGA-EW-A1P0-01	1	0	1	0	2	5	2	17
TCGA-EW-A1P1-01	0	0	1	0	1	0	0	1
TCGA-EW-A1P3-01	0	2	4	3	0	0	0	19
TCGA-EW-A1P4-01	10	0	8	2	14	9	0	34
TCGA-EW-A1P5-01	1	0	13	0	0	1	5	0
TCGA-EW-A1P6-01	0	1	5	4	0	0	0	16
TCGA-EW-A1P7-01	0	0	1	0	14	4	0	0
TCGA-EW-A1P8-01	1	0	6	11	16	5	0	0
TCGA-EW-A1PA-01	3	1	3	21	9	4	0	0
TCGA-EW-A1PB-01	58	26	3	17	40	1	37	0
TCGA-EW-A1PD-01	12	7	0	10	26	11	25	2
TCGA-EW-A1PE-01	0	8	8	2	7	6	7	0
TCGA-EW-A1PG-01	0	0	1	8	0	2	0	0
TCGA-EW-A1PH-01	5	2	18	16	14	6	1	0
TCGA-EW-A2FR-01	9	5	9	11	5	0	5	10
TCGA-EW-A2FS-01	1	0	13	2	0	10	11	8
TCGA-EW-A2FV-01	0	1	1	14	0	1	0	15
TCGA-EW-A2FW-01	0	4	16	0	0	0	6	0
TCGA-EW-A423-01	11	11	22	17	17	8	0	2
TCGA-EW-A6S9-01	0	4	13	1	1	2	10	0
TCGA-EW-A6SA-01	8	10	22	22	10	13	34	4
TCGA-EW-A6SB-01	6	0	14	22	15	16	0	8
TCGA-EW-A6SC-01	0	8	5	0	2	11	2	11
TCGA-EW-A6SD-01	15	19	12	0	0	11	11	0
TCGA-GI-A2C8-01	16	7	23	0	50	11	30	11
TCGA-GM-A2D9-01	221	305	0	105	0	3	11	0
TCGA-GM-A2DA-01	7	3	12	7	1	1	0	14
TCGA-GM-A2DB-01	8	4	17	9	10	3	31	46
TCGA-GM-A2DC-01	0	0	13	0	0	0	0	14
TCGA-GM-A2DD-01	4	3	9	6	16	13	2	15
TCGA-GM-A2DF-01	6	1	16	11	15	4	0	0
TCGA-GM-A2DH-01	75	34	12	9	41	7	45	9
TCGA-GM-A2DI-01	32	33	1	25	0	0	0	0
TCGA-GM-A2DK-01	0	4	5	7	0	8	0	13
TCGA-GM-A2DL-01	3	7	8	6	0	0	25	0
TCGA-GM-A2DM-01	0	5	0	5	0	7	8	2
TCGA-GM-A2DN-01	0	2	3	5	0	0	0	9
TCGA-GM-A2DO-01	76	81	0	63	0	0	0	0
TCGA-GM-A3NW-01	31	20	17	21	3	0	3	0
TCGA-GM-A3XL-01	36	8	5	12	45	13	0	25
TCGA-GM-A4E0-01	0	0	11	6	0	1	0	16
TCGA-GM-A5PV-01	1	8	3	6	10	4	0	15
TCGA-GM-A5PX-01	3	6	9	3	6	7	0	8
TCGA-HN-A2NL-01	8	3	12	0	14	8	25	21
TCGA-HN-A2OB-01	1	3	6	0	1	0	0	8
TCGA-JL-A3YX-01	6	16	14	0	0	5	8	0
TCGA-LD-A66U-01	0	2	14	0	0	10	10	8
TCGA-LD-A74U-01	103	168	17	63	1	0	0	0
TCGA-LD-A7W5-01	8	9	21	5	2	5	0	15
TCGA-LD-A7W6-01	1	2	12	6	2	5	10	8
TCGA-LD-A9QF-01	2	1	15	6	5	0	0	10
TCGA-LL-A440-01	0	1	1	0	0	0	0	4
TCGA-LL-A50Y-01	0	3	13	0	0	6	0	21
TCGA-LL-A5YL-01	11	24	13	40	0	0	0	5
TCGA-LL-A5YM-01	3	1	7	11	3	2	0	13
TCGA-LL-A5YN-01	0	0	9	12	8	4	0	10
TCGA-LL-A5YO-01	13	3	3	3	13	9	13	4
TCGA-LL-A5YP-01	7	7	1	7	23	8	33	19
TCGA-LL-A6FP-01	3	12	1	19	0	4	10	26
TCGA-LL-A6FQ-01	0	4	28	12	0	7	13	5
TCGA-LL-A6FR-01	2	1	15	10	17	8	0	10
TCGA-LL-A73Y-01	94	33	5	34	0	22	0	5
TCGA-LL-A73Z-01	1	3	13	0	7	2	0	22
TCGA-LL-A740-01	1	6	12	7	7	9	8	18
TCGA-LL-A7SZ-01	2	7	18	17	0	13	6	12
TCGA-LL-A7T0-01	4	8	32	11	4	7	11	0
TCGA-LL-A8F5-01	17	2	9	26	76	26	2	42
TCGA-LL-A9Q3-01	0	10	21	8	13	9	2	5
TCGA-OK-A5Q2-01	1	4	13	22	2	1	0	0
TCGA-OL-A5D6-01	2	6	10	12	0	0	0	27
TCGA-OL-A5D7-01	8	7	14	0	28	8	3	12
TCGA-OL-A5D8-01	2	3	15	0	10	5	4	0
TCGA-OL-A5DA-01	34	26	8	43	0	3	0	0
TCGA-OL-A5RU-01	1	0	15	10	1	2	5	12
TCGA-OL-A5RV-01	0	0	9	0	5	0	0	3
TCGA-OL-A5RW-01	82	33	0	28	71	26	0	13
TCGA-OL-A5RX-01	2	1	14	5	0	7	3	3
TCGA-OL-A5RY-01	1	1	6	0	2	3	0	0
TCGA-OL-A5RZ-01	8	12	47	13	23	6	43	0
TCGA-OL-A5S0-01	2	4	18	4	7	3	0	6
TCGA-OL-A66H-01	0	0	6	2	10	3	6	0
TCGA-OL-A66I-01	3	2	11	18	14	2	0	6
TCGA-OL-A66J-01	2	9	21	0	1	10	15	10
TCGA-OL-A66K-01	1	3	20	6	8	4	5	0
TCGA-OL-A66L-01	22	45	12	3	5	7	0	0
TCGA-OL-A66N-01	1	2	23	9	0	6	2	15
TCGA-OL-A66O-01	1	1	16	0	7	4	3	6
TCGA-OL-A66P-01	0	2	10	18	17	19	46	11
TCGA-OL-A6VO-01	1	2	17	0	5	2	11	0
TCGA-OL-A6VQ-01	17	35	15	0	0	7	5	3
TCGA-OL-A6VR-01	0	1	7	0	0	4	5	0
TCGA-OL-A97C-01	1	2	14	1	11	13	2	26
TCGA-PE-A5DC-01	10	12	19	10	47	15	19	22
TCGA-PE-A5DD-01	15	26	12	17	0	2	0	13
TCGA-PE-A5DE-01	195	323	0	171	0	0	0	0
TCGA-PL-A8LV-01	28	16	11	6	36	16	32	10
TCGA-PL-A8LX-01	0	2	13	0	12	11	0	11
TCGA-PL-A8LY-01	0	0	0	0	0	4	0	3
TCGA-PL-A8LZ-01	0	13	4	26	30	10	41	12
TCGA-S3-A6ZF-01	5	2	25	0	3	0	1	16
TCGA-S3-A6ZG-01	0	1	16	32	6	5	0	0
TCGA-S3-A6ZH-01	1	3	15	11	12	3	0	0
TCGA-S3-AA0Z-01	7	12	18	0	0	8	25	7
TCGA-S3-AA10-01	15	10	5	1	72	10	0	37
TCGA-S3-AA11-01	0	2	0	24	0	10	41	19
TCGA-S3-AA12-01	3	4	11	5	0	0	3	34
TCGA-S3-AA14-01	3	3	13	0	5	0	0	0
TCGA-S3-AA15-01	20	13	3	16	6	2	0	0
TCGA-S3-AA17-01	14	8	10	8	36	15	0	50
TCGA-UL-AAZ6-01	13	10	10	5	17	20	23	42
TCGA-UU-A93S-01	10	9	26	9	51	19	72	0
TCGA-V7-A7HQ-01	4	1	6	1	14	0	0	5
TCGA-W8-A86G-01	1	2	10	0	0	3	0	19
TCGA-WT-AB41-01	1	21	11	3	3	3	0	20
TCGA-WT-AB44-01	0	0	24	3	0	5	22	6
TCGA-XX-A899-01	9	19	2	26	2	2	0	0
TCGA-XX-A89A-01	129	56	9	69	0	2	0	0
TCGA-Z7-A8R5-01	0	1	24	0	0	0	0	9
TCGA-Z7-A8R6-01	21	38	17	16	3	8	4	0
