Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H
TCGA-WE-A8ZT-06	210	230	152	0	22	0	8	6
TCGA-WE-A8ZX-06	405	167	58	167	0	0	3	0
TCGA-WE-A8ZY-06	133	74	60	41	0	17	16	5
TCGA-WE-AA9Y-06	12	26	32	22	0	0	8	4
TCGA-WE-AAA0-06	680	553	566	146	0	0	13	24
TCGA-WE-AAA3-06	383	82	33	0	15	2	4	11
TCGA-WE-AAA4-06	177	43	43	0	0	33	8	8
TCGA-XV-A9VZ-01	0	0	2	2	12	0	2	0
TCGA-XV-A9W2-01	8	0	0	0	34	0	14	0
TCGA-XV-A9W5-01	94	0	5	0	0	14	22	0
TCGA-XV-AAZV-01	52	52	14	17	6	1	17	0
TCGA-XV-AAZW-01	86	22	28	23	34	1	17	3
TCGA-XV-AAZY-01	99	24	38	78	0	0	0	0
TCGA-YD-A89C-06	1110	476	466	326	0	0	24	3
TCGA-YD-A9TA-06	1881	1004	727	899	84	0	6	35
TCGA-YD-A9TB-06	296	36	25	78	8	0	14	11
TCGA-YG-AA3N-01	1181	726	524	351	0	0	14	0
TCGA-YG-AA3O-06	524	526	230	136	82	0	11	18
TCGA-YG-AA3P-06	0	0	17	0	27	6	27	21
TCGA-Z2-A8RT-06	1310	848	626	1276	0	0	0	15
TCGA-Z2-AA3S-06	100	134	36	0	3	14	6	0
TCGA-Z2-AA3V-06	184	124	124	135	1	11	12	2
