NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	118.946	61.617	19.855	43.955	0.479	0.82	80000.0
2	119.311	61.696	19.841	43.779	0.484	0.821	100000.0
3	112.724	59.201	18.514	42.598	0.483	0.828	60000.0
4	119.797	62.056	20.042	44.113	0.482	0.819	70000.0
5	115.836	60.293	19.247	42.997	0.487	0.826	60000.0
6	120.731	62.299	20.376	44.527	0.482	0.815	50000.0
7	119.997	62.108	20.17	44.362	0.482	0.817	50000.0
8	119.015	61.692	20.214	44.659	0.486	0.813	110000.0
9	116.725	60.613	19.281	43.246	0.48	0.825	60000.0
10	122.001	63.019	20.621	45.111	0.485	0.811	130000.0
11	118.392	61.578	19.619	43.92	0.483	0.819	50000.0
12	118.814	61.722	19.985	44.325	0.486	0.815	80000.0
13	117.578	61.401	19.378	43.631	0.483	0.822	100000.0
14	118.527	61.439	19.666	43.772	0.478	0.822	50000.0
15	117.936	61.495	19.521	43.991	0.484	0.818	90000.0
16	118.738	61.497	19.773	43.891	0.481	0.821	90000.0
17	120.131	61.997	20.463	44.5	0.484	0.815	80000.0
18	121.912	62.79	20.612	44.799	0.48	0.814	100000.0
19	120.179	62.014	20.274	44.261	0.484	0.817	50000.0
20	116.974	60.839	19.264	43.475	0.482	0.822	70000.0
21	115.09	60.344	18.839	43.027	0.489	0.826	40000.0
22	117.348	60.854	19.658	43.308	0.485	0.826	60000.0
23	115.464	59.803	19.207	42.796	0.477	0.829	80000.0
24	121.242	62.134	21.066	44.572	0.483	0.817	70000.0
25	121.269	62.991	20.373	44.749	0.484	0.814	60000.0
26	118.359	61.861	19.869	44.556	0.487	0.812	130000.0
27	123.679	63.977	20.943	45.533	0.487	0.807	170000.0
28	117.955	61.345	19.798	44.322	0.487	0.815	70000.0
29	121.15	62.671	20.423	44.57	0.483	0.817	100000.0
30	121.363	62.79	20.636	44.774	0.483	0.815	70000.0
31	117.497	59.777	19.756	42.567	0.474	0.832	50000.0
32	120.069	61.653	20.48	44.506	0.482	0.818	50000.0
33	122.378	62.944	20.592	44.803	0.48	0.814	60000.0
34	113.946	59.4	18.999	42.924	0.486	0.825	110000.0
35	125.159	64.131	21.607	45.863	0.487	0.805	60000.0
36	121.508	62.837	20.695	45.094	0.487	0.81	60000.0
37	116.061	60.115	19.132	43.086	0.477	0.826	70000.0
38	121.41	62.227	20.804	44.422	0.481	0.818	40000.0
39	123.123	63.221	20.993	45.079	0.479	0.812	70000.0
40	115.938	60.38	19.618	43.734	0.48	0.82	60000.0
41	119.526	61.716	20.262	44.362	0.485	0.816	40000.0
42	122.193	62.908	20.786	44.756	0.48	0.815	80000.0
43	119.086	61.454	19.848	43.8	0.479	0.821	70000.0
44	117.819	61.393	19.622	43.888	0.484	0.819	70000.0
45	116.532	60.703	19.285	43.238	0.48	0.825	90000.0
46	118.216	61.144	19.617	43.501	0.48	0.823	60000.0
47	118.403	61.549	19.55	43.759	0.483	0.821	110000.0
48	116.377	60.477	19.235	43.38	0.48	0.824	120000.0
49	122.285	63.277	20.767	45.248	0.489	0.809	100000.0
50	121.155	62.67	20.366	44.389	0.484	0.817	40000.0
51	120.319	62.392	20.388	44.799	0.483	0.812	40000.0
52	123.24	63.509	20.926	45.236	0.486	0.81	130000.0
53	118.315	61.319	19.548	43.565	0.479	0.823	140000.0
54	122.344	62.093	20.931	44.422	0.478	0.819	100000.0
55	117.636	61.252	19.42	43.551	0.48	0.823	90000.0
56	120.766	62.673	20.406	44.835	0.487	0.813	90000.0
57	121.152	62.517	20.438	44.488	0.485	0.816	90000.0
58	118.936	61.777	19.794	43.99	0.48	0.819	140000.0
59	124.525	64.224	21.503	46.025	0.487	0.803	60000.0
60	123.151	63.738	20.888	45.278	0.487	0.809	80000.0
61	118.015	61.508	19.903	44.38	0.488	0.814	70000.0
62	118.984	61.764	19.826	43.827	0.487	0.821	50000.0
63	117.193	60.688	19.602	43.48	0.482	0.822	120000.0
64	121.223	62.773	20.537	44.763	0.487	0.814	50000.0
65	121.959	63.046	20.734	44.972	0.484	0.812	80000.0
66	117.652	61.26	19.618	43.717	0.49	0.821	60000.0
67	119.551	61.914	20.186	44.513	0.478	0.814	60000.0
68	122.621	63.298	20.623	45.009	0.484	0.812	60000.0
69	122.64	63.525	20.812	45.396	0.486	0.807	70000.0
70	118.825	61.94	19.744	44.195	0.488	0.818	140000.0
71	119.011	62.199	19.795	44.204	0.489	0.816	60000.0
72	117.527	60.743	19.901	43.748	0.483	0.821	40000.0
73	119.134	61.73	20.098	44.223	0.484	0.819	90000.0
74	123.797	63.82	20.949	45.312	0.485	0.81	120000.0
75	116.765	60.209	19.555	43.297	0.484	0.824	110000.0
76	115.672	60.178	19.071	43.174	0.483	0.825	130000.0
77	118.758	61.147	20.042	43.831	0.482	0.82	60000.0
78	118.027	61.323	19.518	43.692	0.48	0.821	170000.0
79	117.137	60.968	19.436	43.624	0.482	0.821	50000.0
80	119.131	61.603	19.838	43.86	0.48	0.82	120000.0
81	117.528	61.043	19.366	43.495	0.48	0.824	80000.0
82	120.486	62.212	20.169	44.391	0.48	0.817	50000.0
83	120.516	62.234	20.507	44.7	0.482	0.814	100000.0
84	116.483	60.768	19.24	43.462	0.48	0.822	80000.0
85	122.388	63.276	20.689	45.014	0.482	0.812	40000.0
86	118.038	61.765	19.519	43.956	0.487	0.818	60000.0
87	120.335	62.471	20.305	44.533	0.485	0.816	80000.0
88	116.84	61.012	19.319	43.628	0.482	0.822	110000.0
89	123.761	63.812	21.071	45.341	0.485	0.81	80000.0
90	118.19	60.865	19.865	43.537	0.481	0.823	70000.0
91	120.715	62.403	20.471	44.711	0.49	0.813	100000.0
92	123.149	63.03	21.458	45.047	0.485	0.812	100000.0
93	114.352	59.762	18.986	42.92	0.488	0.826	130000.0
94	117.285	60.809	19.497	43.515	0.48	0.823	100000.0
95	112.841	59.282	18.671	42.537	0.485	0.829	70000.0
96	117.697	61.343	19.473	43.726	0.481	0.82	80000.0
97	115.621	60.232	19.3	43.238	0.483	0.824	30000.0
98	120.286	62.29	20.527	44.621	0.485	0.814	70000.0
99	122.416	62.89	20.876	44.958	0.483	0.813	90000.0
100	117.447	61.373	19.22	43.544	0.488	0.821	70000.0
